縣市,行政區,BUILD,平均單價元平方公尺,交易筆數,季度
南投縣,中寮鄉,中古屋,18307,1,113年第二季
南投縣,南投市,中古屋,53857.98,105,113年第二季
南投縣,南投市,新成屋,87189.81,27,113年第二季
南投縣,名間鄉,中古屋,32957.14,7,113年第二季
南投縣,國姓鄉,中古屋,25338,1,113年第二季
南投縣,埔里鎮,中古屋,59249.03,65,113年第二季
南投縣,埔里鎮,新成屋,72684,3,113年第二季
南投縣,水里鄉,中古屋,46709.57,7,113年第二季
南投縣,水里鄉,新成屋,56830,1,113年第二季
南投縣,竹山鎮,中古屋,36982.41,64,113年第二季
南投縣,竹山鎮,新成屋,57541.5,10,113年第二季
南投縣,草屯鎮,中古屋,54136.23,94,113年第二季
南投縣,草屯鎮,新成屋,78591.69,58,113年第二季
南投縣,集集鎮,中古屋,50680.67,3,113年第二季
南投縣,集集鎮,新成屋,54354,1,113年第二季
南投縣,魚池鄉,中古屋,49229,1,113年第二季
南投縣,鹿谷鄉,中古屋,67148,3,113年第二季
南投縣,鹿谷鄉,新成屋,72977,10,113年第二季
台中市,北區,中古屋,76370.34,1210,113年第二季
台中市,北區,新成屋,73965.37,27,113年第二季
台中市,北屯區,中古屋,80247.22,2245,113年第二季
台中市,北屯區,新成屋,104953.03,440,113年第二季
台中市,南區,中古屋,79032.13,969,113年第二季
台中市,南區,新成屋,101906.22,58,113年第二季
台中市,南屯區,中古屋,91177.42,1246,113年第二季
台中市,南屯區,新成屋,125563.4,215,113年第二季
台中市,后里區,中古屋,63051.77,22,113年第二季
台中市,后里區,新成屋,79821.6,5,113年第二季
台中市,外埔區,中古屋,55207.17,6,113年第二季
台中市,大安區,中古屋,46493,2,113年第二季
台中市,大甲區,中古屋,60509.89,54,113年第二季
台中市,大甲區,新成屋,73746.94,18,113年第二季
台中市,大肚區,中古屋,50543,23,113年第二季
台中市,大肚區,新成屋,46054.6,5,113年第二季
台中市,大里區,中古屋,68055.87,397,113年第二季
台中市,大里區,新成屋,71767.57,49,113年第二季
台中市,大雅區,中古屋,70627.84,144,113年第二季
台中市,大雅區,新成屋,92917.5,10,113年第二季
台中市,太平區,中古屋,76295.03,595,113年第二季
台中市,太平區,新成屋,90201.66,123,113年第二季
台中市,新社區,中古屋,51169.43,7,113年第二季
台中市,東勢區,中古屋,43504.68,34,113年第二季
台中市,東勢區,新成屋,81075.36,14,113年第二季
台中市,東區,中古屋,91781.06,250,113年第二季
台中市,東區,新成屋,89671.52,120,113年第二季
台中市,梧棲區,中古屋,53384.87,89,113年第二季
台中市,梧棲區,新成屋,74257.53,70,113年第二季
台中市,沙鹿區,中古屋,78785.9,217,113年第二季
台中市,沙鹿區,新成屋,95974.49,167,113年第二季
台中市,清水區,中古屋,48285.28,72,113年第二季
台中市,清水區,新成屋,63183.54,39,113年第二季
台中市,潭子區,中古屋,84787.79,321,113年第二季
台中市,潭子區,新成屋,107513.89,28,113年第二季
台中市,烏日區,中古屋,70941.84,191,113年第二季
台中市,烏日區,新成屋,88049.15,67,113年第二季
台中市,神岡區,中古屋,71183.29,52,113年第二季
台中市,神岡區,新成屋,92705.75,16,113年第二季
台中市,西區,中古屋,72675.43,735,113年第二季
台中市,西區,新成屋,131344.87,15,113年第二季
台中市,西屯區,中古屋,84433.48,1934,113年第二季
台中市,西屯區,新成屋,125749.31,163,113年第二季
台中市,豐原區,中古屋,70750.01,274,113年第二季
台中市,豐原區,新成屋,100818.9,30,113年第二季
台中市,霧峰區,中古屋,59499.57,23,113年第二季
台中市,霧峰區,新成屋,94113,3,113年第二季
台中市,龍井區,中古屋,61122.32,140,113年第二季
台中市,龍井區,新成屋,66283.86,28,113年第二季
台北市,中山區,中古屋,225027.73,601,113年第二季
台北市,中山區,新成屋,375237.46,67,113年第二季
台北市,中正區,中古屋,253149.25,310,113年第二季
台北市,中正區,新成屋,415570.34,32,113年第二季
台北市,信義區,中古屋,259361.37,558,113年第二季
台北市,信義區,新成屋,298329.68,19,113年第二季
台北市,內湖區,中古屋,194320.62,1196,113年第二季
台北市,內湖區,新成屋,218603.87,61,113年第二季
台北市,北投區,中古屋,158534.61,833,113年第二季
台北市,北投區,新成屋,217617.55,104,113年第二季
台北市,南港區,中古屋,209634.76,334,113年第二季
台北市,南港區,新成屋,303407.92,52,113年第二季
台北市,士林區,中古屋,193492.96,806,113年第二季
台北市,士林區,新成屋,249900,44,113年第二季
台北市,大同區,中古屋,169290.34,170,113年第二季
台北市,大同區,新成屋,227244.87,83,113年第二季
台北市,大安區,中古屋,300157.18,780,113年第二季
台北市,大安區,新成屋,424018.12,33,113年第二季
台北市,文山區,中古屋,172964.63,909,113年第二季
台北市,文山區,新成屋,219333.44,63,113年第二季
台北市,松山區,中古屋,246224.04,413,113年第二季
台北市,松山區,新成屋,451612.27,22,113年第二季
台北市,萬華區,中古屋,151935.54,271,113年第二季
台北市,萬華區,新成屋,208101.15,33,113年第二季
台南市,七股區,中古屋,44628,3,113年第二季
台南市,下營區,中古屋,35792.88,8,113年第二季
台南市,下營區,新成屋,77882,8,113年第二季
台南市,中西區,中古屋,68772.91,232,113年第二季
台南市,中西區,新成屋,110874.9,10,113年第二季
台南市,仁德區,中古屋,61586.8,200,113年第二季
台南市,仁德區,新成屋,88762.86,29,113年第二季
台南市,佳里區,中古屋,43079.23,43,113年第二季
台南市,佳里區,新成屋,78635.45,11,113年第二季
台南市,六甲區,中古屋,26444,5,113年第二季
台南市,六甲區,新成屋,65390,6,113年第二季
台南市,北區,中古屋,69575.76,430,113年第二季
台南市,北區,新成屋,127046.95,85,113年第二季
台南市,南區,中古屋,53651.27,450,113年第二季
台南市,南區,新成屋,90763.77,73,113年第二季
台南市,善化區,中古屋,84880.33,75,113年第二季
台南市,善化區,新成屋,106227.43,53,113年第二季
台南市,大內區,中古屋,34313,3,113年第二季
台南市,大內區,新成屋,62772,2,113年第二季
台南市,學甲區,中古屋,32706.23,13,113年第二季
台南市,學甲區,新成屋,62708.83,6,113年第二季
台南市,安南區,中古屋,62934.8,487,113年第二季
台南市,安南區,新成屋,90813.55,266,113年第二季
台南市,安定區,中古屋,120085,2,113年第二季
台南市,安定區,新成屋,92897.47,15,113年第二季
