縣市,行政區,BUILD,平均單價元平方公尺,交易筆數,季度
南投縣,南投市,中古屋,44792.13,79,109年第四季
南投縣,南投市,新成屋,66694.76,17,109年第四季
南投縣,名間鄉,中古屋,31806.0,2,109年第四季
南投縣,名間鄉,新成屋,53400.0,1,109年第四季
南投縣,國姓鄉,中古屋,75482.0,1,109年第四季
南投縣,埔里鎮,中古屋,39751.08,59,109年第四季
南投縣,埔里鎮,新成屋,59097.0,2,109年第四季
南投縣,水里鄉,中古屋,32325.67,3,109年第四季
南投縣,竹山鎮,中古屋,23963.33,45,109年第四季
南投縣,竹山鎮,新成屋,45147.52,25,109年第四季
南投縣,草屯鎮,中古屋,39064.01,74,109年第四季
南投縣,草屯鎮,新成屋,63909.26,19,109年第四季
南投縣,集集鎮,中古屋,33114.5,4,109年第四季
南投縣,集集鎮,新成屋,39445.0,1,109年第四季
南投縣,鹿谷鄉,中古屋,32718.67,3,109年第四季
台中市,北區,中古屋,55392.81,1150,109年第四季
台中市,北區,新成屋,92091.68,117,109年第四季
台中市,北屯區,中古屋,58004.68,2173,109年第四季
台中市,北屯區,新成屋,70324.39,598,109年第四季
台中市,南區,中古屋,56557.9,1082,109年第四季
台中市,南區,新成屋,75200.35,154,109年第四季
台中市,南屯區,中古屋,68847.48,1211,109年第四季
台中市,南屯區,新成屋,92166.45,445,109年第四季
台中市,后里區,中古屋,68839.91,23,109年第四季
台中市,后里區,新成屋,69160.5,4,109年第四季
台中市,外埔區,中古屋,31172.88,8,109年第四季
台中市,外埔區,新成屋,57628.0,2,109年第四季
台中市,大安區,中古屋,25189.5,2,109年第四季
台中市,大甲區,中古屋,56043.29,58,109年第四季
台中市,大甲區,新成屋,54010.5,18,109年第四季
台中市,大肚區,中古屋,37417.77,31,109年第四季
台中市,大肚區,新成屋,58883.5,4,109年第四季
台中市,大里區,中古屋,51941.99,481,109年第四季
台中市,大里區,新成屋,59834.77,158,109年第四季
台中市,大雅區,中古屋,53550.34,162,109年第四季
台中市,大雅區,新成屋,69374.76,17,109年第四季
台中市,太平區,中古屋,55387.62,510,109年第四季
台中市,太平區,新成屋,67702.21,202,109年第四季
台中市,新社區,中古屋,63305.0,1,109年第四季
台中市,東勢區,中古屋,44790.75,20,109年第四季
台中市,東區,中古屋,55342.24,216,109年第四季
台中市,東區,新成屋,69852.2,75,109年第四季
台中市,梧棲區,中古屋,34051.64,58,109年第四季
台中市,梧棲區,新成屋,52812.11,46,109年第四季
台中市,沙鹿區,中古屋,50013.09,188,109年第四季
台中市,沙鹿區,新成屋,62598.22,119,109年第四季
台中市,清水區,中古屋,39553.3,61,109年第四季
台中市,清水區,新成屋,56378.07,57,109年第四季
台中市,潭子區,中古屋,54966.3,317,109年第四季
台中市,潭子區,新成屋,62389.2,46,109年第四季
台中市,烏日區,中古屋,55397.44,225,109年第四季
台中市,烏日區,新成屋,47189.9,116,109年第四季
台中市,神岡區,中古屋,48598.54,57,109年第四季
台中市,神岡區,新成屋,78233.17,12,109年第四季
台中市,西區,中古屋,61022.71,828,109年第四季
台中市,西區,新成屋,97271.81,32,109年第四季
台中市,西屯區,中古屋,62273.28,1998,109年第四季
台中市,西屯區,新成屋,100451.16,216,109年第四季
台中市,豐原區,中古屋,55051.53,292,109年第四季
台中市,豐原區,新成屋,69091.47,59,109年第四季
台中市,霧峰區,中古屋,64821.82,11,109年第四季
台中市,霧峰區,新成屋,69816.0,1,109年第四季
台中市,龍井區,中古屋,50786.28,152,109年第四季
台中市,龍井區,新成屋,62856.77,62,109年第四季
台北市,中山區,中古屋,159696.2,892,109年第四季
台北市,中山區,新成屋,230065.22,169,109年第四季
台北市,中正區,中古屋,164026.52,407,109年第四季
台北市,中正區,新成屋,210324.04,161,109年第四季
台北市,信義區,中古屋,159962.43,725,109年第四季
台北市,信義區,新成屋,209174.98,130,109年第四季
台北市,內湖區,中古屋,147085.42,1627,109年第四季
台北市,內湖區,新成屋,189536.77,273,109年第四季
台北市,北投區,中古屋,128103.15,1006,109年第四季
台北市,北投區,新成屋,173339.13,269,109年第四季
台北市,南港區,中古屋,168649.14,507,109年第四季
台北市,南港區,新成屋,173326.9,41,109年第四季
台北市,士林區,中古屋,132189.54,1069,109年第四季
台北市,士林區,新成屋,205445.06,144,109年第四季
台北市,大同區,中古屋,129263.53,176,109年第四季
台北市,大同區,新成屋,181123.16,45,109年第四季
台北市,大安區,中古屋,180033.81,1032,109年第四季
台北市,大安區,新成屋,363952.46,221,109年第四季
台北市,文山區,中古屋,131260.65,1051,109年第四季
台北市,文山區,新成屋,177525.3,235,109年第四季
台北市,松山區,中古屋,167765.17,600,109年第四季
台北市,松山區,新成屋,456966.34,50,109年第四季
台北市,萬華區,中古屋,112621.27,262,109年第四季
台北市,萬華區,新成屋,176266.25,182,109年第四季
台南市,下營區,中古屋,23090.67,3,109年第四季
台南市,下營區,新成屋,37299.71,7,109年第四季
台南市,中西區,中古屋,35697.82,187,109年第四季
台南市,中西區,新成屋,69134.03,214,109年第四季
台南市,仁德區,中古屋,34318.14,180,109年第四季
台南市,仁德區,新成屋,75965.59,37,109年第四季
台南市,佳里區,中古屋,51405.85,27,109年第四季
台南市,佳里區,新成屋,57200.6,10,109年第四季
台南市,六甲區,中古屋,27757.25,4,109年第四季
台南市,六甲區,新成屋,35812.0,2,109年第四季
台南市,北區,中古屋,41681.45,418,109年第四季
台南市,北區,新成屋,69465.57,61,109年第四季
台南市,南區,中古屋,34123.3,440,109年第四季
台南市,南區,新成屋,53534.81,74,109年第四季
