縣市,行政區,BUILD,平均單價元平方公尺,交易筆數,季度
南投縣,中寮鄉,中古屋,11626.0,4,106年第二季
南投縣,南投市,中古屋,30216.22,76,106年第二季
南投縣,南投市,新成屋,59051.79,29,106年第二季
南投縣,名間鄉,中古屋,33187.0,4,106年第二季
南投縣,國姓鄉,中古屋,16950.17,6,106年第二季
南投縣,埔里鎮,中古屋,37349.18,50,106年第二季
南投縣,埔里鎮,新成屋,61551.43,7,106年第二季
南投縣,水里鄉,中古屋,25510.0,1,106年第二季
南投縣,竹山鎮,中古屋,27844.5,24,106年第二季
南投縣,竹山鎮,新成屋,36407.33,15,106年第二季
南投縣,草屯鎮,中古屋,29899.87,106,106年第二季
南投縣,草屯鎮,新成屋,54218.67,9,106年第二季
南投縣,集集鎮,中古屋,32067.8,5,106年第二季
南投縣,鹿谷鄉,中古屋,28149.14,7,106年第二季
台中市,中區,中古屋,23862.25,20,106年第二季
台中市,北區,中古屋,45196.25,820,106年第二季
台中市,北區,新成屋,80488.09,53,106年第二季
台中市,北屯區,中古屋,46597.96,1032,106年第二季
台中市,北屯區,新成屋,62465.08,569,106年第二季
台中市,南區,中古屋,42482.87,622,106年第二季
台中市,南區,新成屋,70233.3,346,106年第二季
台中市,南屯區,中古屋,56140.42,673,106年第二季
台中市,南屯區,新成屋,77462.02,207,106年第二季
台中市,后里區,中古屋,49846.71,17,106年第二季
台中市,后里區,新成屋,58920.0,3,106年第二季
台中市,外埔區,中古屋,33116.3,10,106年第二季
台中市,外埔區,新成屋,43092.0,1,106年第二季
台中市,大安區,中古屋,24511.0,1,106年第二季
台中市,大甲區,中古屋,41207.82,33,106年第二季
台中市,大甲區,新成屋,54186.33,6,106年第二季
台中市,大肚區,中古屋,30121.26,31,106年第二季
台中市,大肚區,新成屋,45311.0,6,106年第二季
台中市,大里區,中古屋,43223.62,358,106年第二季
台中市,大里區,新成屋,68355.38,73,106年第二季
台中市,大雅區,中古屋,38913.76,98,106年第二季
台中市,大雅區,新成屋,57908.45,53,106年第二季
台中市,太平區,中古屋,45097.36,354,106年第二季
台中市,太平區,新成屋,63533.8,113,106年第二季
台中市,新社區,中古屋,37202.0,1,106年第二季
台中市,東勢區,中古屋,34840.94,33,106年第二季
台中市,東勢區,新成屋,48592.0,4,106年第二季
台中市,東區,中古屋,45858.44,148,106年第二季
台中市,東區,新成屋,56931.13,159,106年第二季
台中市,梧棲區,中古屋,31792.53,53,106年第二季
台中市,梧棲區,新成屋,49965.23,26,106年第二季
台中市,沙鹿區,中古屋,32976.12,183,106年第二季
台中市,沙鹿區,新成屋,55174.68,120,106年第二季
台中市,清水區,中古屋,30226.45,53,106年第二季
台中市,清水區,新成屋,51266.89,19,106年第二季
台中市,潭子區,中古屋,45969.71,259,106年第二季
台中市,潭子區,新成屋,61034.14,29,106年第二季
台中市,烏日區,中古屋,42453.81,75,106年第二季
台中市,烏日區,新成屋,49945.32,60,106年第二季
台中市,神岡區,中古屋,33121.38,13,106年第二季
台中市,神岡區,新成屋,69554.0,6,106年第二季
台中市,西區,中古屋,48716.69,730,106年第二季
台中市,西區,新成屋,159386.38,141,106年第二季
台中市,西屯區,中古屋,53506.95,1224,106年第二季
台中市,西屯區,新成屋,65296.77,286,106年第二季
台中市,豐原區,中古屋,43553.54,191,106年第二季
台中市,豐原區,新成屋,69096.28,18,106年第二季
台中市,霧峰區,中古屋,37915.72,18,106年第二季
台中市,霧峰區,新成屋,55313.0,7,106年第二季
台中市,龍井區,中古屋,37050.2,132,106年第二季
台中市,龍井區,新成屋,50906.44,27,106年第二季
台北市,中山區,中古屋,123512.8,555,106年第二季
台北市,中山區,新成屋,183234.58,133,106年第二季
台北市,中正區,中古屋,152311.43,245,106年第二季
台北市,中正區,新成屋,167664.0,43,106年第二季
台北市,信義區,中古屋,125247.29,405,106年第二季
台北市,信義區,新成屋,97904.5,38,106年第二季
台北市,內湖區,中古屋,127951.74,871,106年第二季
台北市,內湖區,新成屋,146922.7,258,106年第二季
台北市,北投區,中古屋,103953.9,503,106年第二季
台北市,北投區,新成屋,161522.87,186,106年第二季
台北市,南港區,中古屋,135509.96,229,106年第二季
台北市,南港區,新成屋,149857.91,125,106年第二季
台北市,士林區,中古屋,100675.42,685,106年第二季
台北市,士林區,新成屋,151872.41,82,106年第二季
台北市,大同區,中古屋,111898.73,90,106年第二季
台北市,大同區,新成屋,189304.18,11,106年第二季
台北市,大安區,中古屋,147979.53,483,106年第二季
台北市,大安區,新成屋,169200.95,78,106年第二季
台北市,文山區,中古屋,126785.13,542,106年第二季
台北市,文山區,新成屋,155606.48,173,106年第二季
台北市,松山區,中古屋,149387.57,352,106年第二季
台北市,松山區,新成屋,178412.53,32,106年第二季
台北市,萬華區,中古屋,116411.31,146,106年第二季
台北市,萬華區,新成屋,119767.8,46,106年第二季
台南市,下營區,中古屋,76017.0,1,106年第二季
台南市,下營區,新成屋,34934.5,2,106年第二季
台南市,中西區,中古屋,36794.45,127,106年第二季
台南市,中西區,新成屋,62951.36,11,106年第二季
台南市,仁德區,中古屋,33719.74,133,106年第二季
台南市,仁德區,新成屋,55130.78,37,106年第二季
台南市,佳里區,中古屋,23497.39,38,106年第二季
台南市,佳里區,新成屋,18780.0,2,106年第二季
台南市,六甲區,中古屋,19346.2,5,106年第二季
台南市,六甲區,新成屋,30753.33,3,106年第二季
台南市,北區,中古屋,36024.89,375,106年第二季
台南市,北區,新成屋,60507.53,19,106年第二季
台南市,南區,中古屋,30435.11,343,106年第二季
台南市,南區,新成屋,64107.29,38,106年第二季
台南市,善化區,中古屋,32506.58,40,106年第二季
台南市,善化區,新成屋,53366.15,52,106年第二季
台南市,學甲區,中古屋,12432.81,21,106年第二季
台南市,學甲區,新成屋,38293.5,2,106年第二季
台南市,安南區,中古屋,27610.86,259,106年第二季
台南市,安南區,新成屋,52484.04,142,106年第二季
台南市,安平區,中古屋,32282.38,279,106年第二季
台南市,安平區,新成屋,56228.02,95,106年第二季
台南市,官田區,中古屋,21660.14,7,106年第二季
台南市,官田區,新成屋,29589.0,1,106年第二季
台南市,將軍區,中古屋,21928.0,2,106年第二季
台南市,將軍區,新成屋,39055.0,1,106年第二季
台南市,山上區,中古屋,22620.5,2,106年第二季
台南市,山上區,新成屋,32412.52,23,106年第二季
台南市,後壁區,中古屋,16756.5,2,106年第二季
台南市,新化區,中古屋,25843.63,19,106年第二季
台南市,新化區,新成屋,39934.0,1,106年第二季
台南市,新市區,中古屋,35343.36,22,106年第二季
台南市,新市區,新成屋,47344.48,21,106年第二季
台南市,新營區,中古屋,22151.93,100,106年第二季
台南市,新營區,新成屋,44484.92,25,106年第二季
台南市,東區,中古屋,38634.52,765,106年第二季
台南市,東區,新成屋,66296.68,41,106年第二季
台南市,東山區,中古屋,13457.0,2,106年第二季
台南市,柳營區,中古屋,20253.25,4,106年第二季
台南市,柳營區,新成屋,37096.86,7,106年第二季
台南市,楠西區,中古屋,14975.0,2,106年第二季
台南市,楠西區,新成屋,30851.0,2,106年第二季
台南市,歸仁區,中古屋,25960.96,72,106年第二季
台南市,歸仁區,新成屋,45152.67,9,106年第二季
台南市,永康區,中古屋,31600.33,822,106年第二季
台南市,永康區,新成屋,50884.54,79,106年第二季
台南市,玉井區,中古屋,19384.25,4,106年第二季
台南市,玉井區,新成屋,30954.67,3,106年第二季
台南市,白河區,中古屋,34356.73,11,106年第二季
台南市,西港區,中古屋,21957.75,8,106年第二季
台南市,西港區,新成屋,36021.0,2,106年第二季
台南市,關廟區,中古屋,24924.2,10,106年第二季
台南市,關廟區,新成屋,43811.33,3,106年第二季
台南市,鹽水區,中古屋,18494.75,20,106年第二季
台南市,鹽水區,新成屋,39484.0,2,106年第二季
台南市,麻豆區,中古屋,26599.41,32,106年第二季
台南市,麻豆區,新成屋,44217.2,5,106年第二季
台東縣,台東市,中古屋,33638.1,259,106年第二季
台東縣,台東市,新成屋,49914.31,13,106年第二季
台東縣,太麻里鄉,中古屋,14881.17,6,106年第二季
台東縣,成功鎮,中古屋,21972.25,4,106年第二季
台東縣,金fa4b鄉,新成屋,45844.0,1,106年第二季
台東縣,關山鎮,中古屋,24342.0,1,106年第二季
台東縣,關山鎮,新成屋,39567.0,1,106年第二季
台東縣,鹿野鄉,中古屋,21404.33,3,106年第二季
嘉義市,嘉義市,中古屋,32300.34,860,106年第二季
嘉義市,嘉義市,新成屋,47654.89,121,106年第二季
