縣市,行政區,BUILD,平均單價元平方公尺,交易筆數,季度
南投縣,中寮鄉,中古屋,15516.0,2,103年第三季
南投縣,南投市,中古屋,25640.86,134,103年第三季
南投縣,南投市,新成屋,63804.3,10,103年第三季
南投縣,名間鄉,中古屋,18309.23,13,103年第三季
南投縣,國姓鄉,中古屋,26205.4,5,103年第三季
南投縣,埔里鎮,中古屋,31211.92,92,103年第三季
南投縣,埔里鎮,新成屋,45803.5,4,103年第三季
南投縣,水里鄉,中古屋,26396.0,3,103年第三季
南投縣,竹山鎮,中古屋,16073.91,66,103年第三季
南投縣,竹山鎮,新成屋,40371.0,4,103年第三季
南投縣,草屯鎮,中古屋,27908.41,111,103年第三季
南投縣,草屯鎮,新成屋,54766.05,19,103年第三季
南投縣,集集鎮,中古屋,23504.67,6,103年第三季
台中市,中區,中古屋,25102.96,48,103年第三季
台中市,北區,中古屋,45039.08,1378,103年第三季
台中市,北區,新成屋,33935.32,143,103年第三季
台中市,北屯區,中古屋,47223.84,1762,103年第三季
台中市,北屯區,新成屋,66984.3,315,103年第三季
台中市,南區,中古屋,44674.95,1001,103年第三季
台中市,南區,新成屋,58024.45,119,103年第三季
台中市,南屯區,中古屋,56608.99,1277,103年第三季
台中市,南屯區,新成屋,67238.98,162,103年第三季
台中市,后里區,中古屋,56257.71,21,103年第三季
台中市,后里區,新成屋,50981.2,5,103年第三季
台中市,外埔區,中古屋,33364.78,9,103年第三季
台中市,外埔區,新成屋,38987.0,1,103年第三季
台中市,大安區,中古屋,28758.0,2,103年第三季
台中市,大甲區,中古屋,34241.62,39,103年第三季
台中市,大甲區,新成屋,43655.0,2,103年第三季
台中市,大肚區,中古屋,27459.58,36,103年第三季
台中市,大肚區,新成屋,38594.5,2,103年第三季
台中市,大里區,中古屋,38318.18,618,103年第三季
台中市,大里區,新成屋,72185.3,43,103年第三季
台中市,大雅區,中古屋,41967.4,196,103年第三季
台中市,大雅區,新成屋,71290.25,8,103年第三季
台中市,太平區,中古屋,34896.0,623,103年第三季
台中市,太平區,新成屋,53535.42,137,103年第三季
台中市,新社區,中古屋,22190.17,6,103年第三季
台中市,東勢區,中古屋,24801.68,62,103年第三季
台中市,東勢區,新成屋,40302.5,2,103年第三季
台中市,東區,中古屋,42948.92,214,103年第三季
台中市,東區,新成屋,50976.5,4,103年第三季
台中市,梧棲區,中古屋,31474.84,56,103年第三季
台中市,梧棲區,新成屋,44217.47,17,103年第三季
台中市,沙鹿區,中古屋,40262.36,176,103年第三季
台中市,沙鹿區,新成屋,51586.56,127,103年第三季
台中市,清水區,中古屋,30176.06,53,103年第三季
台中市,清水區,新成屋,52100.08,13,103年第三季
台中市,潭子區,中古屋,41173.27,418,103年第三季
台中市,潭子區,新成屋,74739.59,17,103年第三季
台中市,烏日區,中古屋,42086.97,115,103年第三季
台中市,烏日區,新成屋,51748.02,54,103年第三季
台中市,石岡區,中古屋,47637.0,2,103年第三季
台中市,神岡區,中古屋,37032.0,47,103年第三季
台中市,神岡區,新成屋,64159.0,1,103年第三季
台中市,西區,中古屋,47408.14,942,103年第三季
台中市,西區,新成屋,88333.87,38,103年第三季
台中市,西屯區,中古屋,53622.53,1849,103年第三季
台中市,西屯區,新成屋,75176.58,329,103年第三季
台中市,豐原區,中古屋,41908.88,345,103年第三季
台中市,豐原區,新成屋,60859.18,34,103年第三季
台中市,霧峰區,中古屋,36792.47,51,103年第三季
台中市,霧峰區,新成屋,33750.0,2,103年第三季
台中市,龍井區,中古屋,25534.57,72,103年第三季
台中市,龍井區,新成屋,52500.9,41,103年第三季
台北市,中山區,中古屋,145384.33,819,103年第三季
台北市,中山區,新成屋,119134.42,140,103年第三季
台北市,中正區,中古屋,164319.46,254,103年第三季
台北市,中正區,新成屋,293711.29,168,103年第三季
台北市,信義區,中古屋,172167.62,532,103年第三季
台北市,信義區,新成屋,296245.79,235,103年第三季
台北市,內湖區,中古屋,142859.36,1100,103年第三季
台北市,內湖區,新成屋,174583.57,353,103年第三季
台北市,北投區,中古屋,131937.71,572,103年第三季
台北市,北投區,新成屋,157165.36,190,103年第三季
台北市,南港區,中古屋,137718.95,299,103年第三季
台北市,南港區,新成屋,197082.49,213,103年第三季
台北市,士林區,中古屋,129862.19,830,103年第三季
台北市,士林區,新成屋,188696.62,225,103年第三季
台北市,大同區,中古屋,137745.78,102,103年第三季
台北市,大同區,新成屋,173153.42,111,103年第三季
台北市,大安區,中古屋,190495.94,706,103年第三季
台北市,大安區,新成屋,243463.85,173,103年第三季
台北市,文山區,中古屋,125909.4,700,103年第三季
台北市,文山區,新成屋,172315.58,368,103年第三季
台北市,松山區,中古屋,180420.94,557,103年第三季
台北市,松山區,新成屋,173864.57,68,103年第三季
台北市,萬華區,中古屋,103940.69,294,103年第三季
台北市,萬華區,新成屋,65764.36,485,103年第三季
台南市,下營區,中古屋,22514.4,5,103年第三季
台南市,下營區,新成屋,27809.0,2,103年第三季
台南市,中西區,中古屋,27130.89,187,103年第三季
台南市,中西區,新成屋,71637.79,14,103年第三季
台南市,仁德區,中古屋,31843.55,187,103年第三季
台南市,仁德區,新成屋,35025.97,38,103年第三季
台南市,佳里區,中古屋,21077.5,48,103年第三季
台南市,佳里區,新成屋,35724.12,32,103年第三季
台南市,六甲區,中古屋,15686.8,5,103年第三季
台南市,北區,中古屋,37416.23,494,103年第三季
台南市,北區,新成屋,58168.24,42,103年第三季
台南市,北門區,中古屋,17424.5,2,103年第三季
台南市,南區,中古屋,28040.04,469,103年第三季
台南市,南區,新成屋,53631.81,81,103年第三季
台南市,善化區,中古屋,27725.55,29,103年第三季
台南市,善化區,新成屋,37576.71,21,103年第三季
台南市,大內區,中古屋,8495.0,1,103年第三季
台南市,學甲區,中古屋,13394.48,31,103年第三季
台南市,安南區,中古屋,30478.87,313,103年第三季
台南市,安南區,新成屋,49714.59,123,103年第三季
台南市,安定區,中古屋,28407.57,7,103年第三季
台南市,安定區,新成屋,39687.0,1,103年第三季
台南市,安平區,中古屋,33106.28,563,103年第三季
台南市,安平區,新成屋,62957.16,25,103年第三季
台南市,官田區,中古屋,39067.86,7,103年第三季
台南市,官田區,新成屋,29073.0,2,103年第三季
台南市,將軍區,中古屋,16147.67,3,103年第三季
台南市,山上區,中古屋,22130.0,2,103年第三季
台南市,後壁區,中古屋,10264.33,3,103年第三季
