鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
大安區,土地,新南埔段373地號,2737.23,,特定農業區,農牧用地,1140301,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4927000,1800,,0.0,0,,RPQNMLRJLHKGFEB08EA,0.0,0.0,0.0,無,
大甲區,土地,幼獅段453-2地號,77.0,,工業區,丁種建築用地,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4000000,51948,,0.0,0,,RPRNMLSJKHKGFEB08DA,0.0,0.0,0.0,無,
南區,房地(土地+建物),臺中市南區復興北路１６８號三樓之一,24.29,住,,,1140201,土地2建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830620,126.78,2,2,2,有,無,6180000,48746,,0.0,0,買回親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLJKHKGFAB76DA,104.15,3.66,3.08,有,00001
霧峰區,土地,北柳南段506-1地號,520.0,,特定農業區,農牧用地,1140203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,1923,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；農作物；,RPTNMLNJKHKGFIB18DA,0.0,0.0,0.0,無,
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段７８９號十六樓之２,16.87,商,,,1140204,土地1建物1車位2,十六層,二十九層,住宅大樓(11層含以上有電梯),辦公用,鋼骨鋼筋混凝土造、鋼筋混凝土造,1120327,306.15999999999997,0,0,0,無,有,32000000,104521,坡道平面,48.06,0,,RPTNMLPJKHKGFCB77DA,149.83,7.61,0.0,有,00002
西屯區,房地(土地+建物),臺中市西屯區福上巷２４３號四樓之１３,3.54,住,,,1140205,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780524,20.259999999999998,1,0,1,有,有,800000,39487,,0.0,0,,RPQOMLQJKHKGFCB67DA,12.96,0.0,2.98,無,
清水區,土地,武秀段1032-18地號,44.0,,,,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1170000,26591,,0.0,0,綠地包含公共設施保留地用地；,RPPOMLLKKHKGFFB47DA,0.0,0.0,0.0,無,
龍井區,土地,龍新段659地號,12.0,都市：其他:保護區,,,1140206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,39820,3318,,0.0,0,,RPVNMLLKKHKGFKB48DA,0.0,0.0,0.0,無,
北區,土地,文正段98-12地號,11.5,,,,1140206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,741000,64435,,0.0,0,,RPOOMLSJKHKGFBB57DA,0.0,0.0,0.0,無,00003
西區,房地(土地+建物),臺中市西區五權三街４０６巷１１號,79.0,住,,,1140204,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0750626,125.89,4,2,3,有,無,13500000,107236,,0.0,0,,RPUNMLNKKHKGFAB57DA,106.96,12.9,6.03,無,
后里區,土地,圳寮段385地號,5.41,,山坡地保育區,農牧用地,1140206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5900,1091,,0.0,0,,RPRNMLQJKHKGFDB77DA,0.0,0.0,0.0,無,00004
大里區,房地(土地+建物),臺中市大里區青松街１１２巷３之２號,17.06,住,,,1140208,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791102,100.22999999999999,3,2,2,有,有,7100000,70837,,0.0,0,,RPWNMLLKKHKGFIB38DA,72.28,0.0,9.07,有,
后里區,土地,圳寮段385地號,0.28,,山坡地保育區,農牧用地,1140207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500,0,,0.0,0,,RPPNMLNKKHKGFDB47EA,0.0,0.0,0.0,無,00004
南區,房地(土地+建物)+車位,臺中市南區大慶街一段２３５號五樓之５,23.13,住,,,1140207,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111024,149.6,3,2,2,有,有,12080000,80749,坡道平面,24.85,0,,RPWNMLRJKHKGFAB08DA,77.18,0.0,5.87,有,00006
南區,房地(土地+建物)+車位,臺中市南區忠明南路８１９號２樓之１,9.99,商,,,1140210,土地2建物1車位1,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931224,145.41,3,2,2,有,有,11700000,80462,坡道機械,13.29,0,陽台外推；急買急賣；,RPWOMLMKKHKGFAB77DA,84.15,4.07,9.68,有,
東區,房地(土地+建物),臺中市東區復興路四段２２０巷５弄７號四樓之１６,11.25,住,,,1140207,土地7建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690422,40.12,2,1,1,有,無,2550000,63559,,0.0,0,,RPTOMLNKKHKGFAB57DA,40.12,0.0,0.0,無,
北區,房地(土地+建物),臺中市北區華富街７５號５樓之５,8.98,住,,,1140206,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831020,49.93,3,2,2,有,有,2500000,50070,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLSJKHKGFBB08DA,40.15,0.0,4.0,有,
北屯區,車位,臺中市北屯區綏遠路二段２６１號地下一層,7.14,住,,,1140208,土地1建物1車位2,地下一層,十六層,其他,停車空間,鋼筋混凝土造,0810324,134.02,0,0,0,無,有,4300000,,坡道平面,0.0,0,僅車位交易；,RPVNMLOKKHKGFBB87DA,0.0,0.0,0.0,有,00007
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路五段２２號,10.36,住,,,1140202,土地1建物1車位1,一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861128,120.82000000000001,3,1,2,有,有,10000000,82768,坡道平面,16.35,0,,RPUNMLMKKHKGFCB67DA,68.59,0.79,5.8,有,
大甲區,土地,致用段861地號,43.38,,,,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,590510,13612,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPVNMLOKKHKGFEB18DA,0.0,0.0,0.0,無,
清水區,房地(土地+建物)+車位,臺中市清水區建國路８０號十一樓之一,50.5,住,,,1140204,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940927,178.39,3,2,2,有,有,9200000,51572,坡道平面,0.0,0,,RPUOMLPJKHKGFFB28DA,99.38,0.0,12.88,有,
潭子區,房地(土地+建物),臺中市潭子區勝利九街１０３號,30.0,住,,,1140207,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0880203,67.4,8,4,4,有,無,2500000,37092,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLOKKHKGFHB48DA,61.71,1.14,4.55,無,
北屯區,土地,陳平段228地號,166.0,住,,,1140204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,17000000,102410,,0.0,0,,RPQNMLOKKHKGFBB47EA,0.0,0.0,0.0,無,
龍井區,土地,遠東段1068-1地號,446.37,都市：其他:第二種住宅區,,,1140204,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2032775,4554,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPPNMLMKKHKGFKB08EA,0.0,0.0,0.0,無,
龍井區,土地,遠東段1068-1地號,403.29,住,,,1140204,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1836563,4554,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPQNMLMKKHKGFKB18EA,0.0,0.0,0.0,無,
西區,房地(土地+建物),臺中市西區美村路１段４３號５樓之１４,3.77,商,,,1140209,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850829,39.620000000000005,1,0,1,有,有,4200000,106007,,0.0,0,,RPPNMLRKKHKGFAB47DA,21.31,0.0,3.65,有,
北區,房地(土地+建物),臺中市北區北屯路４９號９樓之８,2.71,商,,,1140203,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850819,30.85,1,1,1,有,有,2200000,71313,,0.0,0,,RPPNMLMKKHKGFBB07DA,15.13,0.0,4.49,有,
南屯區,房地(土地+建物),臺中市南屯區保安七街１７號二樓,42.02,住,,,1140207,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060817,146.8,3,2,2,有,有,7327650,49916,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLNKKHKGFCB87DA,84.2,0.0,13.44,有,
西屯區,車位,臺中市西屯區工業區一路９６之３１號二樓之２等公共設施,0.0,,,,1140208,土地0建物1車位1,,,其他,,,,13.56,0,0,0,無,有,500000,,坡道機械,13.56,500000,建物坐落地號：福安段789地號；僅車位交易；,RPVNMLRKKHKGFCB28DA,0.0,0.0,0.0,有,00008
大安區,房地(土地+建物),臺中市大安區松六街３１號,78.13,,鄉村區,乙種建築用地,1140214,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1131203,156.74,4,3,3,有,無,13800000,88044,,0.0,0,,RPUNMLTKKHKGFEB58DA,156.74,0.0,0.0,無,
清水區,土地,朝興段1321地號,40.18,農,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,60000,1493,,0.0,0,私設巷道,RPROMLMKKHKGFFB77DA,0.0,0.0,0.0,無,
新社區,土地,大南段大南小段109-169地號,2608.0,,一般農業區,農牧用地,1140206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,16962000,6504,,0.0,0,,RPQNMLLKKHKGFGB57DA,0.0,0.0,0.0,無,
東勢區,土地,東勢段石角小段2585地號,1350.0,,山坡地保育區,農牧用地,1140208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,593,,0.0,0,,RPVNMLRKKHKGFGB68DA,0.0,0.0,0.0,無,
大雅區,土地,上楓段1342-1地號,320.0,都市：其他:道路用地,,,1140205,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3444000,10763,,0.0,0,,RPRNMLQJKHKGFHB18DA,0.0,0.0,0.0,無,
霧峰區,土地,峰南段373地號,52.0,商,,,1140210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8000000,153846,,0.0,0,,RPQNMLRKKHKGFIB38DA,0.0,0.0,0.0,無,
北區,車位,臺中市北區進化路５７５號底二層,0.54,住,,,1140209,土地1建物1車位1,地下二層,十六層,其他,避難室，停車空間,鋼筋混凝土造,0800606,34.370000000000005,0,0,0,無,無,1100000,,坡道平面,30.5,1100000,僅車位交易；,RPQNMLSKKHKGFBB87EA,0.0,0.0,0.0,無,00009
東勢區,土地,仙師段58-1地號,115.22,住,,,1140211,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5612200,48709,,0.0,0,政府機關標讓售；,RPPNMLSKKHKGFGB28EA,0.0,0.0,0.0,無,
太平區,房地(土地+建物)+車位,臺中市太平區中山路四段１８９號十二樓,14.86,住,,,1140201,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821216,109.22,3,1,1,有,有,6800000,62260,坡道機械,0.0,0,,RPPNMLRKKHKGFJB48EA,67.23,0.64,7.31,有,
北屯區,房地(土地+建物),臺中市北屯區僑孝街６５號,285.0,住,,,1140205,土地3建物1車位0,全,一層,透天厝,工業用,鋼筋混凝土加強磚造,0591020,76.28,0,0,0,無,無,45780000,600157,,0.0,0,,RPRNMLPJKHKGFBB47DA,76.28,0.0,0.0,無,
北區,房地(土地+建物),臺中市北區太原路二段１８２號４樓之５,4.73,商,,,1140211,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,0930903,47.06,2,1,1,有,有,2500000,53112,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPKKHKGFBB47DA,29.64,1.03,4.04,有,
后里區,土地,四月段905地號,1091.9,,特定農業區,農牧用地,1140204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2642400,2420,,0.0,0,農作物；,RPRNMLOJKHKGFDB57DA,0.0,0.0,0.0,無,
沙鹿區,土地,沙工段467地號,27.71,都市：其他:道路用地,,,1140213,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,43306,,0.0,0,包含公共設施保留地用地；,RPXQMLRKKHKGFFB09DA,0.0,0.0,0.0,無,00010
太平區,房地(土地+建物)+車位,臺中市太平區樹孝路１１５巷６號之７七樓,15.05,住,,,1140206,土地3建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810825,133.36,3,2,2,有,有,4500000,33743,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；急買急賣；,RPOOMLQJKHKGFJB18DA,86.19,1.1,16.63,有,
太平區,房地(土地+建物),臺中市太平區長龍路二段６３６巷２號,710.04,,山坡地保育區,農牧用地,1140207,土地1建物1車位0,全,一層,透天厝,農業用,磚造,0650612,30.0,2,3,3,有,無,4000000,133333,,0.0,0,,RPSNMLSKKHKGFJB78DA,30.0,0.0,0.0,無,
太平區,房地(土地+建物),臺中市太平區民族街２１之１號,31.14,住,,,1140206,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780915,173.94,3,2,2,有,有,10250000,58928,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSKKHKGFJB58EA,150.94,1.09,15.12,有,00011
南區,土地,下橋子頭段222-98地號,5.0,住,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1100000,220000,,0.0,0,政府機關標讓售；,RPQNMLTKKHKGFAB77DA,0.0,0.0,0.0,無,
南區,土地,下橋子頭段222-100地號,6.0,住,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1320000,220000,,0.0,0,政府機關標讓售；,SPQNMLTKKHKGFAB87DA,0.0,0.0,0.0,無,
北區,房地(土地+建物),臺中市北區進化北路２６３號３樓之１,4.4,住,,,1140205,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821014,45.89,1,0,1,有,有,3080000,67117,,0.0,0,,RPOOMLLKKHKGFBB96DA,16.96,0.0,9.8,有,
南屯區,車位,臺中市南屯區春安路１７５號等公共設施,0.0,,,,1140207,土地0建物1車位1,,,其他,,,,29.11,0,0,0,無,有,1500000,,坡道平面,29.11,1500000,建物坐落地號：建功段4地號；僅車位交易；,RPOQMLNKKHKGFCB47DA,0.0,0.0,0.0,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南路２２７號五樓之１１,6.88,商,,,1140211,土地1建物1車位1,五層,三十一層,住宅大樓(11層含以上有電梯),辦公用,鋼骨鋼筋混凝土造、鋼筋混凝土造,1130129,117.7,2,2,1,有,有,15000000,127443,坡道平面,31.62,0,,RPQOMLSKKHKGFCB97DA,49.7,0.9,4.96,有,00012
神岡區,土地,福庄段1203地號,330.64,,特定農業區,農牧用地,1140212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3600000,10888,,0.0,0,,RPRNMLOKKHKGFDB67DA,0.0,0.0,0.0,無,00013
后里區,土地,四月段15地號,243.34,,特定農業區,農牧用地,1140214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1104150,4537,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLKLKHKGFDB27DA,0.0,0.0,0.0,無,
清水區,土地,三田段373地號,22.98,農,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,556000,24195,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLTKKHKGFFB18DA,0.0,0.0,0.0,無,00014
清水區,房地(土地+建物),臺中市清水區海濱路３８７之２７號,106.0,農,,,1140210,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0740404,136.49,5,3,3,有,無,2600000,19049,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVPMLTKKHKGFFB98DA,136.49,0.0,0.0,無,
沙鹿區,土地,福興段367地號,123.68,都市：其他:保護區,,,1140213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,374000,3024,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWPMLTKKHKGFFB09DA,0.0,0.0,0.0,無,
東勢區,土地,高簡段651-1地號,43.07,住,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,650000,15092,,0.0,0,,RPPNMLTKKHKGFGB28DA,0.0,0.0,0.0,無,
東勢區,土地,高簡段657-4地號,14.35,住,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,650000,45296,,0.0,0,,RPQNMLTKKHKGFGB38DA,0.0,0.0,0.0,無,
東勢區,土地,大茅埔段5212地號,400.0,,山坡地保育區,丙種建築用地,1140207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,750,,0.0,0,未登記建物；,RPRNMLLLKHKGFGB77DA,0.0,0.0,0.0,無,00015
霧峰區,土地,錦州段926-8地號,330.85,,,,1140204,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12777427,38620,,0.0,0,政府機關標讓售；,RPTNMLRKKHKGFIB68DA,0.0,0.0,0.0,無,
龍井區,房地(土地+建物),臺中市龍井區新興路２９號五樓之４５,5.08,,鄉村區,乙種建築用地,1140209,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770801,20.189999999999998,1,0,1,有,有,1760000,87172,,0.0,0,,RPWNMLLKKHKGFKB58DA,13.18,0.0,1.67,無,00016
東區,房地(土地+建物)+車位,臺中市東區一心街２４１號五樓之五,14.1,商,,,1140207,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020205,104.06,3,2,2,有,有,11200000,107630,坡道機械,11.25,0,,RPSNMLTKKHKGFAB97DA,57.33,0.0,6.95,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二樓之５,6.16,商,,,1140203,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,74.57,1,1,1,有,有,13500000,192545,坡道機械,9.65,1000000,,RPRPMLNJKHKGFCB57DA,37.09,0.0,5.01,有,00017
南屯區,車位,臺中市南屯區楓樹六街１６６之１號等公共設施,1.37,住,,,1140206,土地1建物1車位1,,,其他,,,,36.0,0,0,0,無,有,1550000,,坡道平面,36.0,1550000,僅車位交易；,RPVNMLLKKHKGFCB67DA,0.0,0.0,0.0,有,00018
西屯區,房地(土地+建物)+車位,臺中市西屯區大容東街８８號十四樓之５,14.2,住,,,1140209,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960320,153.98,3,2,2,有,有,22400000,145473,坡道平面,24.43,0,,RPVOMLSKKHKGFCB48DA,79.26,3.6,10.16,有,
西屯區,房地(土地+建物),臺中市西屯區長安路二段７１巷６３弄３３號五樓,46.25,住,,,1140212,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830527,146.02,4,2,2,有,無,5800000,39721,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLKLKHKGFCB47DA,103.69,3.1,10.71,無,
南屯區,房地(土地+建物)+車位,臺中市南屯區大英街３１１之３號,17.64,住,,,1140213,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821020,110.66,2,1,2,有,有,8000000,72294,坡道機械,0.0,0,,RPPOMLKLKHKGFCB17DA,70.32,11.35,0.0,有,
神岡區,土地,六張段64-2地號,17.92,,特定農業區,水利用地,1140203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,604979,33760,,0.0,0,政府機關標讓售；,RPRNMLNKKHKGFDB57DA,0.0,0.0,0.0,無,
大甲區,土地,文化段743地號,33.07,,,,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,450000,13607,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPWNMLOKKHKGFEB28DA,0.0,0.0,0.0,無,00019
外埔區,土地,水美南段625地號,7.26,,山坡地保育區,農牧用地,1140215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,15000,2066,,0.0,0,,RPQNMLPKKHKGFEB77DA,0.0,0.0,0.0,無,00020
清水區,土地,朝興段1033地號,21.0,住,,,1140218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1600000,76190,,0.0,0,畸零地或有合併使用效益；,RPOPMLTKKHKGFFB28DA,0.0,0.0,0.0,無,
東勢區,土地,大茅埔段5213地號,7640.0,,山坡地保育區,農牧用地,1140207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4800000,628,,0.0,0,,RPSNMLLLKHKGFGB87DA,0.0,0.0,0.0,無,
霧峰區,房地(土地+建物),臺中市霧峰區新埔路２３６號五樓之３,20.17,,鄉村區,乙種建築用地,1140213,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070427,85.23,2,2,1,有,有,6500000,76264,,0.0,0,,RPOOMLKLKHKGFIB67DA,51.29,0.0,4.93,有,00021
大里區,房地(土地+建物)+車位,臺中市大里區中興路一段２巷２０７弄３４號,74.51,,鄉村區,乙種建築用地,1140214,土地1建物1車位1,全,二層,透天厝,住家用,加強磚造,0691201,94.82,5,2,5,有,無,11000000,116009,一樓平面,0.0,0,其他增建；,RPPOMLKLKHKGFIB77DA,94.82,0.0,0.0,無,
南區,房地(土地+建物)+車位,臺中市南區復興北路５２８號九樓之１,16.14,住,,,1140202,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130916,155.63,3,2,2,有,有,22880000,147015,坡道平面,32.73,0,,RPPNMLSJKHKGFAB47DA,75.16,0.0,5.92,有,00022
西區,房地(土地+建物),臺中市西區向上路一段２８９巷９號８樓之１１,4.55,住,,,1140213,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821124,28.769999999999996,1,1,1,有,有,1850000,64303,,0.0,0,,RPTOMLTKKHKGFAB18DA,15.43,0.0,3.81,有,00023
東區,土地,東勢子段62地號,12.4,住,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1600000,129032,,0.0,0,畸零地或有合併使用效益；,RPROMLKLKHKGFAB17DA,0.0,0.0,0.0,無,
北屯區,房地(土地+建物)+車位,臺中市北屯區昌平五街２８８號八樓之２,47.9,住,,,1140203,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130722,240.10000000000002,3,2,2,有,有,43180000,179842,坡道平面,61.26,0,,RPPNMLOJKHKGFBB17DA,106.36,0.0,10.43,有,00024
北屯區,房地(土地+建物)+車位,臺中市北屯區太和東街１３６號七樓之８,7.75,住,,,1140207,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,56.22,2,2,1,有,有,4800000,85379,坡道機械,0.0,0,,RPOOMLKLKHKGFBB96DA,28.51,2.83,3.13,有,
北屯區,房地(土地+建物),臺中市北屯區綏遠路二段４１號４樓之４,7.98,商,,,1140208,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730830,52.18,1,1,1,有,有,3420000,65542,,0.0,0,,RPSQMLKLKHKGFBB57DA,42.97,0.0,2.99,有,
北區,房地(土地+建物),臺中市北區雙十路二段４５巷３之２號六樓,29.57,住,,,1140217,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850824,155.04000000000002,5,0,5,有,無,8400000,54180,,0.0,0,,RPPOMLLLKHKGFBB17DA,99.86,4.28,13.31,有,
南屯區,房地(土地+建物),臺中市南屯區河南路四段３６０號十樓之２２,4.1,住,,,1140210,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941220,27.990000000000002,1,0,1,有,有,4000000,142908,,0.0,0,,RPQNMLRKKHKGFCB77DA,17.91,0.0,0.0,有,00025
西屯區,房地(土地+建物),臺中市西屯區櫻花路３０號６樓之４９,2.62,,,,1140214,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841110,19.97,1,0,1,有,有,1570000,78618,,0.0,0,,RPPOMLSKKHKGFCB87DA,13.08,0.0,0.0,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區東興西街１１號三樓之１９,8.29,住,,,1140212,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801206,57.059999999999995,1,1,1,有,有,4500000,78878,坡道平面,0.0,0,,RPRPMLSKKHKGFCB18DA,18.96,1.0,2.78,有,00026
西屯區,土地,協仁段347-2地號,3.55,農,,,1140205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,169686,47799,,0.0,0,包含公共設施保留地用地；,RPQNMLKLKHKGFCB17DA,0.0,0.0,0.0,無,00027
西屯區,房地(土地+建物),臺中市西屯區文華路１５０巷５２號三樓之５,4.87,住,,,1140210,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950615,34.67,0,0,0,無,有,2000000,57687,,0.0,0,含租約；,RPTOMLKLKHKGFCB57DA,18.69,1.99,1.75,有,
梧棲區,房地(土地+建物),臺中市梧棲區文心街２１巷６２號,65.0,住,,,1140206,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1130103,203.32,4,2,3,有,無,18350000,90252,,0.0,0,,RPOOMLQJKHKGFFB77DA,188.3,0.0,15.02,有,
清水區,土地,朝后段166-3地號,26.17,農,,,1140208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,240000,9171,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLSJKHKGFFB38DA,0.0,0.0,0.0,無,
梧棲區,房地(土地+建物)+車位,臺中市梧棲區仁美街１３５巷６７弄５號五樓,66.12,住,,,1140204,土地3建物1車位1,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810811,125.86,3,2,2,有,無,3500000,27809,一樓平面,0.0,0,,RPQOMLMKKHKGFFB67DA,104.41,0.0,13.28,無,
沙鹿區,土地,六路段536地號,46.41,,,,1140210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,724074,15602,,0.0,0,,RPSNMLOLKHKGFFB08DA,0.0,0.0,0.0,無,
石岡區,土地,新萬興段591-3地號,154.19,農,,,1140217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,12971,,0.0,0,,RPSNMLRKKHKGFGB38DA,0.0,0.0,0.0,無,
