鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
沙鹿區,土地,正義段333地號,150.91,,,,1131230,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2710000,17958,,0.0,0,綠地以8萬/坪計價、住宅區以5萬/坪計價、保護區以1.5萬/坪計價親友、員工、共有人或其他特殊關係間之交易；,RPUOMLTJJHKGFFB58DA,0.0,0.0,0.0,無,
東勢區,土地,伯公段602-1地號,1625.46,都市：其他:保護區,,,1131218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,975276,600,,0.0,0,,RPQNMLNKJHKGFGB67DA,0.0,0.0,0.0,無,
大雅區,房地(土地+建物),臺中市大雅區中清路四段７７３巷４０號四樓之２,29.93,住,,,1131217,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840222,93.36,3,2,1,有,有,4600000,49277,,0.0,0,,RPVNMLRKKIJGFHB78DA,76.49,0.0,10.97,無,
潭子區,房地(土地+建物),臺中市潭子區大成街２３號,18.44,住,,,1131213,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0631005,15.3,3,3,3,有,無,1800000,117647,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRJJHKGFHB08DA,15.3,0.0,0.0,無,
潭子區,房地(土地+建物),臺中市潭子區復興路一段５０巷４３號,100.88,住,,,1131225,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820407,173.26,4,2,3,有,無,17300000,99850,,0.0,0,增建或占用範圍:壹樓空地、防火巷頂樓加蓋；,RPSNMLKKJHKGFHB67DA,165.38,0.0,7.88,無,
大里區,房地(土地+建物),臺中市大里區內新街５２號十樓,9.98,住,,,1131207,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831104,100.94,3,2,2,有,有,7500000,74302,,0.0,0,陽台外推；,RPQOMLNKKIJGFIB08DA,62.05,0.0,9.35,有,
烏日區,建物,臺中市烏日區民權街１１５巷２５號,0.0,,,,1131226,土地0建物1車位0,全,二層,透天厝,住家用,加強磚造,0650301,93.2,5,2,1,有,無,3450000,37017,,0.0,0,建物坐落地號：烏日段723地號；其他增建；,RPVNMLRLKIJGFIB98DA,93.2,0.0,0.0,無,00614
霧峰區,房地(土地+建物)+車位,臺中市霧峰區大同路５巷８號六樓之２,21.17,住,,,1131226,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820927,131.61,3,2,2,有,有,7730000,58734,坡道機械,0.0,0,,RPOOMLMJJHKGFIB57DA,82.4,0.5,9.96,有,
太平區,土地,頭汴坑段3320-1地號,3281.0,,山坡地保育區,農牧用地,1131207,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,549,,0.0,0,,RPUNMLNKKIJGFJB48DA,0.0,0.0,0.0,無,
太平區,房地(土地+建物),臺中市太平區樹孝路１１５巷６號之３六樓,14.03,住,,,1131225,土地3建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810825,112.66,3,2,2,有,有,8600000,76336,,0.0,0,陽台外推；,RPXNMLRLKIJGFJB66DA,79.78,0.0,13.32,有,00615
太平區,土地,永隆段359-2地號,14.48,,一般農業區,水利用地,1131216,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,784092,54150,,0.0,0,政府機關標讓售；,RPRNMLSJJHKGFJB48DA,0.0,0.0,0.0,無,
太平區,土地,永隆段359-1地號,11.61,,一般農業區,水利用地,1131216,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,628682,54150,,0.0,0,政府機關標讓售；,RPSNMLSJJHKGFJB58DA,0.0,0.0,0.0,無,
太平區,土地,永隆段359-3地號,13.72,,一般農業區,水利用地,1131217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,742938,54150,,0.0,0,政府機關標讓售；,RPVNMLSJJHKGFJB88DA,0.0,0.0,0.0,無,
太平區,土地,永隆段359-4地號,11.59,,一般農業區,水利用地,1131217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,627599,54150,,0.0,0,政府機關標讓售；,RPWNMLSJJHKGFJB98DA,0.0,0.0,0.0,無,
太平區,土地,七星段115地號,590.26,,山坡地保育區,農牧用地,1131218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,10165,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLSJJHKGFJB09DA,0.0,0.0,0.0,無,00616
龍井區,房地(土地+建物),臺中市龍井區龍社八街６號五樓之八,30.95,住,,,1131230,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980303,75.69,2,0,2,有,有,5400000,71344,,0.0,0,,RPSNMLMJJHKGFKB08DA,42.24,2.26,7.45,有,00190
龍井區,房地(土地+建物),臺中市龍井區新興路２５巷２弄９號三樓之十,4.77,,鄉村區,乙種建築用地,1131226,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830228,21.840000000000003,1,0,1,有,無,1200000,54945,,0.0,0,陽台外推；,RPVNMLTJJHKGFKB09DA,14.26,0.0,2.16,無,00618
大里區,房地(土地+建物)+車位,臺中市大里區新甲路５６號十樓之２,17.41,商,,,1131219,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030903,153.3,3,2,2,有,有,11800000,76973,升降機械,13.22,0,,RPPNMLNKJHKGFIB87EA,87.15,0.0,8.72,有,00619
西區,房地(土地+建物),臺中市西區民生路１５０號３樓之６,6.73,住,,,1131222,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820501,41.2,1,1,1,有,有,1350000,32767,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNLKIJGFAB57DA,20.01,0.0,7.66,有,00620
南區,房地(土地+建物),臺中市南區頂橋三巷２９之１號四樓之２,13.44,住,,,1131210,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810807,52.300000000000004,3,0,3,有,有,3980000,76099,,0.0,0,陽台外推；,RPSOMLNLKIJGFAB57DA,40.4,1.05,6.64,無,
南區,房地(土地+建物),臺中市南區復興北路５６７巷１１號,27.17,住,,,1131214,土地4建物1車位0,一層，夾層,十四層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0851004,127.60000000000001,10,0,10,有,有,12450000,97571,,0.0,0,夾層；,RPVNMLKMKIJGFAB57DA,106.84,0.0,0.0,有,
北屯區,房地(土地+建物),臺中市北屯區旅順路二段１１０之３號,21.97,住,,,1131207,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750701,89.36,3,2,1,有,無,7200000,80573,,0.0,0,陽台外推；,RPXNNLKKKIJGFBB77DA,68.23,0.0,10.44,無,00621
北屯區,房地(土地+建物)+車位,臺中市北屯區大連路二段２３１號９樓,18.7,住,,,1131212,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950413,140.38,2,2,2,有,有,19080000,145916,坡道平面,19.9,1500000,陽台外推；,RPOQMLMKKIJGFBB27DA,62.61,1.53,24.71,有,00622
北區,房地(土地+建物)+車位,臺中市北區五權路２１６號六樓之２,19.68,商,,,1131212,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060118,134.36,2,2,1,有,有,17600000,130991,坡道平面,36.89,0,,RPTOMLPLKIJGFBB97DA,60.3,0.0,2.94,有,00623
北屯區,房地(土地+建物),臺中市北屯區安順四街１３之１號２樓,16.53,住,,,1131206,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750419,63.330000000000005,2,2,1,有,無,5550000,87636,,0.0,0,,RPOPMLNJJHKGFBB07DA,46.25,0.0,7.2,無,00624
北屯區,房地(土地+建物),臺中市北屯區文昌東十二街５６號,84.0,住,,,1131214,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0720421,119.28,5,3,2,有,無,23500000,197015,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPSSMLNJJHKGFBB77DA,100.0,15.46,3.82,無,
北區,房地(土地+建物),臺中市北區健行路４４３號６樓之３６,4.68,住,,,1131222,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840526,39.83,1,0,1,有,有,3300000,82852,,0.0,0,,RPOOMLQJJHKGFBB27DA,21.76,0.0,2.76,有,
北屯區,房地(土地+建物),臺中市北屯區松竹路二段７６巷１２弄６１號三樓,23.99,住,,,1131213,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820805,106.10999999999999,3,2,2,有,有,8100000,76329,,0.0,0,,RPPSMLQJJHKGFBB77DA,73.47,0.0,7.6,有,00625
北區,房地(土地+建物),臺中市北區學士路２７３之５號十七樓,4.48,商,,,1131231,土地1建物1車位0,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980805,71.35,3,1,2,有,有,1000000,14015,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUQMLKKJHKGFBB57DA,38.4,0.32,6.09,有,
北屯區,房地(土地+建物),臺中市北屯區遼陽一街５７號,43.47,住,,,1131201,土地1建物1車位0,一層，二層，騎樓,七層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0790103,251.1,3,2,3,有,有,12000000,47790,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMKJHKGFBB07DA,197.8,11.52,8.35,有,00626
北屯區,土地,敦和段652地號,162.16,住,,,1131212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30000000,185002,,0.0,0,,RPPNMLNKJHKGFBB07DA,0.0,0.0,0.0,無,
北區,房地(土地+建物),臺中市北區健行路４４２之１號,74.0,住,,,1131202,土地1建物1車位0,全,三層,透天厝,商業用,鋼筋混凝土加強磚造,0610318,240.65,0,0,0,無,無,60000000,249325,,0.0,0,頂樓加蓋；含租約；,RPQOMLNKJHKGFBB27DA,240.65,0.0,0.0,無,
西屯區,房地(土地+建物),臺中市西屯區至善路１０１巷２３號四樓之２０,4.17,住,,,1131228,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950711,30.45,1,0,1,有,有,2800000,91954,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；受民情風俗因素影響；,RPVQMLKMKIJGFCB08DA,11.4,0.0,2.64,有,
西屯區,房地(土地+建物),臺中市西屯區福上巷３１９弄８之８號,5.39,住,,,1131203,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770808,23.310000000000002,1,0,1,有,有,2920000,125268,,0.0,0,,RPRPMLRJJHKGFCB87DA,16.04,0.0,2.9,無,00627
西屯區,房地(土地+建物),臺中市西屯區臺灣大道四段１４１６號四樓之３,13.24,住,,,1131231,土地3建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130824,59.660000000000004,1,1,1,有,有,8900000,149179,,0.0,0,,RPWNMLKKJHKGFCB57DA,32.57,0.0,4.99,有,00628
西屯區,土地,鑫港尾段172地號,3.5,住,,,1131227,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,476100,136029,,0.0,0,,RPQOMLNKJHKGFCB37DA,0.0,0.0,0.0,無,00629
南屯區,車位,臺中市南屯區文心南路７７號等公共設施,0.0,,,,1131226,土地0建物1車位1,,,其他,,,,30.65,0,0,0,無,有,2700000,,坡道平面,30.65,2700000,建物坐落地號：豐功段137地號；僅車位交易；,RPXOMLNKJHKGFCB08DA,0.0,0.0,0.0,有,00311
神岡區,房地(土地+建物)+車位,臺中市神岡區大富路３５巷２２號,130.01,住,,,1131227,土地1建物1車位2,全,五層,透天厝,住家用,鋼筋混凝土造,1121128,352.09,5,3,6,有,無,43600000,123832,一樓平面,0.0,0,其他增建；,RPPNMLKKJHKGFDB96DA,319.73,0.0,32.36,有,
豐原區,土地,市政段543地號,44.83,,,,1131226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2034000,45371,,0.0,0,,RPQNMLNKJHKGFDB37DA,0.0,0.0,0.0,無,00499
外埔區,土地,水美東段309地號,1425.11,,特定農業區,農牧用地,1131231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2862469,2009,,0.0,0,,RPPNMLLMKIJGFEB47DA,0.0,0.0,0.0,無,00442
大甲區,房地(土地+建物)+車位,臺中市大甲區光明路１０巷５號五樓之５,20.28,商,,,1131206,土地3建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131107,110.72,3,2,1,有,有,8180000,82113,坡道機械,17.19,500000,,RPPOMLMKJHKGFEB37DA,57.76,0.0,5.97,有,
沙鹿區,土地,大學段826地號,1216.14,住,,,1131210,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,78980000,64943,,0.0,0,,RPXNMLLMKIJGFFB38DA,0.0,0.0,0.0,無,00633
沙鹿區,房地(土地+建物),臺中市沙鹿區自立路１９１號,88.61,住,,,1131227,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0930322,160.54,4,2,3,有,無,2000000,12458,,0.0,0,本次賣方過戶相關稅費由買方負擔。親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPTNMLNKJHKGFFB87DA,157.87,0.0,2.67,無,
大雅區,房地(土地+建物)+車位,臺中市大雅區永和路１１０之３３號,26.01,農,,,1131215,土地2建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050721,128.8,2,2,1,有,有,10280000,79814,坡道平面,33.24,0,其他增建；,RPWNMLSKKIJGFHB98DA,59.29,0.0,3.84,有,00634
大雅區,房地(土地+建物),臺中市大雅區昌平路四段２８２南五巷５６號,92.37,農,,,1131206,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0940325,160.71,4,2,3,有,有,16200000,100803,,0.0,0,,RPVNMLQJJHKGFHB48DA,147.92,9.64,3.15,無,
潭子區,土地,弘富段48地號,189.53,住,,,1131218,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,32104800,169392,,0.0,0,,RPPNMLNKJHKGFHB67DA,0.0,0.0,0.0,無,00635
大里區,房地(土地+建物),臺中市大里區仁堤路５８號,94.16,住,,,1131214,土地1建物1車位0,全,五層,透天厝,商辦用,鋼筋混凝土造,0950802,313.74,5,3,6,有,無,24800000,79046,,0.0,0,其他增建；,RPSNMLTKKIJGFIB78DA,302.34,0.0,11.4,無,
大里區,房地(土地+建物),臺中市大里區新仁路三段３２巷３３號,56.95,住,,,1131218,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0581215,74.03,3,2,2,有,無,6400000,86451,,0.0,0,陽台外推；其他增建；,RPROMLTKKIJGFIB78DA,74.03,0.0,0.0,無,00636
烏日區,房地(土地+建物)+車位,臺中市烏日區中山路三段４３２號五樓之６,15.11,商,,,1131225,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120822,121.89,2,2,1,有,有,7300000,59890,坡道平面,33.2,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLRLKIJGFIB88DA,55.02,0.0,4.03,有,00637
大里區,土地,南湖段997地號,320.54,住,,,1131223,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21000000,65514,,0.0,0,,RPVOMLKMKIJGFIB48DA,0.0,0.0,0.0,無,00638
大里區,房地(土地+建物),臺中市大里區永興路３３４巷７號二樓,22.97,住,,,1131230,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800124,117.98,3,2,2,有,有,6600000,55942,,0.0,0,,RPUNMLMJJHKGFIB08DA,73.36,1.35,8.68,有,
烏日區,土地,溪尾北段69地號,253.09,,特定農業區,農牧用地,1131224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2296800,9075,,0.0,0,,RPUNMLSJJHKGFIB68DA,0.0,0.0,0.0,無,
烏日區,土地,北里段642地號,2446.0,,特定農業區,農牧用地,1131227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,27500000,11243,,0.0,0,未登記建物；,RPVNMLNKJHKGFIB38DA,0.0,0.0,0.0,無,
太平區,房地(土地+建物),臺中市太平區太平路１６６號,80.0,工,,,1131211,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0680501,107.08,4,2,2,有,無,15400000,143818,,0.0,0,頂樓加蓋；,RPTNMLRLKIJGFJB88DA,107.08,0.0,0.0,無,
龍井區,土地,茄投段563地號,257.0,住,,,1131229,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9329100,36300,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOQMLSJJHKGFKB58DA,0.0,0.0,0.0,無,00639
大肚區,房地(土地+建物),臺中市大肚區大德六街４３號,31.88,住,,,1131227,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0930331,74.37,4,3,2,有,無,3400000,45717,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNKJHKGFKB38DA,66.96,0.0,7.42,無,00640
北屯區,土地,倡和段94-5地號,57.48,住,,,1131208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3309756,57581,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNKJHKGFBB17EA,0.0,0.0,0.0,無,00641
北屯區,土地,倡和段94-2地號,63.88,住,,,1131208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3680605,57617,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNKJHKGFBB27EA,0.0,0.0,0.0,無,00642
北區,房地(土地+建物),臺中市北區衛道路２３１號３樓之１,3.3,住,,,1131220,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790621,19.85,1,1,1,有,有,875000,44058,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLNKJHKGFBB37EA,11.53,0.0,3.63,有,00643
南屯區,土地,昌明段593地號,3997.08,住,,,1131227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1216816800,304426,,0.0,0,政府機關標讓售；,RPPNMLNKJHKGFCB27EA,0.0,0.0,0.0,無,
大雅區,土地,科雅段592-1地號,61.1,農,,,1131203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2801435,45850,,0.0,0,政府機關標讓售；,RPPNMLOKJHKGFHB87EA,0.0,0.0,0.0,無,
潭子區,房地(土地+建物)+車位,臺中市潭子區中山路一段１１號十一樓之４,6.48,住,,,1131230,土地1建物1車位1,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831205,80.49000000000001,3,2,2,有,有,2440000,30314,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOKJHKGFHB97EA,48.06,0.42,6.58,有,00086
龍井區,房地(土地+建物),臺中市龍井區遊園南路２７４號,73.67,,鄉村區,乙種建築用地,1131203,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,0690312,169.56,2,2,2,有,無,2440000,14390,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNKJHKGFKB18EA,169.56,0.0,0.0,無,
南區,房地(土地+建物)+車位,臺中市南區復興北路２０號七樓之２,10.69,住,,,1131217,土地2建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081007,96.69,1,1,1,有,有,10880000,112525,坡道平面,33.35,0,,RPXNMLKMKIJGFAB77DA,34.86,1.0,5.57,有,00645
西區,房地(土地+建物),臺中市西區日興街１６８號二樓２號,14.0,住,,,1131230,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700303,49.41,2,0,2,有,無,1900000,38454,,0.0,0,,RPTOMLMJJHKGFAB27DA,49.41,0.0,0.0,有,
西區,房地(土地+建物),臺中市西區明禮街２９號,72.0,住,,,1131223,土地1建物1車位0,全,二層,透天厝,住家用,鐵筋加強磚造,0620117,98.8,3,2,3,有,無,15750000,159413,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPVNMLQJJHKGFAB77DA,98.8,0.0,0.0,無,00646
東區,土地,大公段54地號,15.3,都市：其他:道路用地,,,1131211,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,550000,35948,,0.0,0,包含公共設施保留地用地；,RPXNMLQJJHKGFAB97DA,0.0,0.0,0.0,無,
西區,房地(土地+建物)+車位,臺中市西區日興街９８號五樓之六,11.46,商,,,1131222,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,1000603,78.24,1,1,1,有,有,10500000,134202,坡道機械,13.9,0,夾層；,RPXOMLRJJHKGFAB18DA,34.97,1.68,4.33,有,00647
西區,房地(土地+建物),臺中市西區中華路一段１號五樓之３,21.93,商,,,1131213,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760623,163.28,4,2,2,有,有,9300000,56957,,0.0,0,陽台外推；,RPRNMLOKJHKGFAB27DA,117.91,0.0,15.18,有,
東區,房地(土地+建物)+車位,臺中市東區東英七街３３號,22.15,商,,,1131205,土地1建物1車位2,一層，見其他登記事項,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1130113,142.71,0,0,0,無,有,19350000,178795,坡道機械,46.79,2200000,車位總價無法拆分個別車位價格。,RPOOMLOKJHKGFAB07DA,71.45,0.0,0.0,有,
西區,房地(土地+建物),臺中市西區華美西街一段３３號十樓之５,4.57,住,,,1131223,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780805,32.89,1,1,1,有,有,3100000,94254,,0.0,0,,RPPOMLOKJHKGFAB17DA,24.52,0.81,0.0,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富路８８６號十一樓之２,18.98,住,,,1131209,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101008,150.66000000000003,3,2,2,有,有,16980000,112704,坡道平面,24.88,0,,RPTNMLPLKIJGFBB87DA,69.4,3.64,12.25,有,00648
北區,房地(土地+建物),臺中市北區福樂街９號,71.0,住,,,1131216,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0670519,160.8,6,2,4,有,無,17900000,111318,,0.0,0,其他增建；,RPTOMLLMKIJGFBB67DA,160.8,0.0,0.0,無,00649
北屯區,房地(土地+建物),臺中市北屯區山西路二段２１７號３樓之５,7.77,住,,,1131221,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850322,45.0,0,0,0,無,有,4250000,94444,,0.0,0,陽台外推；,RPSNMLRJJHKGFBB67DA,26.87,0.0,5.44,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段４３９號２樓,41.22,住,,,1131211,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791228,253.43,3,2,3,有,有,13600000,53664,坡道平面,0.0,0,停車位有加裝上下車架,RPTRMLKKJHKGFBB57DA,206.2,1.16,22.41,有,00650
北屯區,房地(土地+建物)+車位,臺中市北屯區松義街１４３號九樓,10.71,住,,,1131226,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,65.38,3,2,2,有,有,2300000,35179,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLNKJHKGFBB37DA,40.09,1.08,5.72,有,
北區,房地(土地+建物)+車位,臺中市北區梅亭街５號９樓之２,29.36,住,,,1131210,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790609,207.57,4,2,2,有,有,8000000,38541,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLOKJHKGFBB17DA,146.69,6.61,4.16,有,
北區,房地(土地+建物),臺中市北區自強街３５巷２６號,83.0,住,,,1131210,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0821106,301.29,15,15,15,有,無,19400000,64390,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPTOMLOKJHKGFBB67DA,266.74,3.75,30.8,無,
南屯區,房地(土地+建物)+車位,臺中市南屯區建功路７７號四樓之１１,9.39,住,,,1131202,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130704,109.12,2,2,1,有,有,12500000,114553,坡道平面,29.1,0,,RPRPMLOLKIJGFCB87DA,47.14,0.0,5.97,有,00651
南屯區,土地,保安段677地號,861.51,住,,,1131223,土地2建物0車位0,,,其他,,,,0.0,3,2,1,無,無,122420505,142100,,0.0,0,南屯區保安段677-1地號價金新台幣伍佰零?萬柒仟元整公共設施保留地未登記建物；包含公共設施保留地用地；,RPSPMLNJJHKGFCB57DA,0.0,0.0,0.0,無,00652
西屯區,車位,臺中市西屯區工業區一路９６之３１號二樓之２等公共設施,0.0,,,,1131204,土地0建物1車位1,,,其他,,,,32.54,0,0,0,無,有,1200000,,坡道平面,32.54,1200000,建物坐落地號：福安段789地號；僅車位交易；,RPWOMLRJJHKGFCB28DA,0.0,0.0,0.0,有,00008
南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段３７８號九樓之５,5.91,商,,,1131223,土地1建物1車位1,九層,二十九層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0830825,70.31,1,1,1,有,有,6800000,96715,坡道平面,0.0,0,,RPOOMLTJJHKGFCB67DA,31.21,0.0,6.64,有,
神岡區,房地(土地+建物),臺中市神岡區神林路１６之５號,161.2,住,,,1131216,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1080221,332.35,4,5,7,有,無,35000000,105311,,0.0,0,其他增建；,RPWNMLPLKIJGFDB38DA,323.22,0.0,9.13,有,00654
大甲區,房地(土地+建物)+車位,臺中市大甲區光明路１０巷５號八樓之３,20.28,商,,,1131213,土地3建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131107,110.72,3,2,1,有,有,8380000,84251,坡道機械,17.19,500000,,RPUOMLMKJHKGFEB87DA,57.76,0.0,5.97,有,
大甲區,土地,中山段279地號,323.17,住,,,1131223,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,15934554,49307,,0.0,0,,RPRNMLQKJHKGFEB87DA,0.0,0.0,0.0,無,00655
