鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
烏日區,土地,五張犁西段1233地號,455.93,農,,,1140502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,13160,,0.0,0,土地上有未保存建物親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLNKNHKGFIB28EA,0.0,0.0,0.0,無,
北屯區,房地(土地+建物)+車位,臺中市北屯區軍福十三路１１７號二樓之５,19.47,住,,,1140508,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030915,127.5,2,2,2,有,有,12000000,94118,坡道平面,29.8,0,,RPUNMLTJNHKGFBB48DA,59.7,1.97,4.37,有,00008
南屯區,建物,臺中市南屯區保安三街５號,0.0,,,,1140501,土地0建物1車位0,全,三層,透天厝,其他,鋼筋混凝土造,0950704,52.91,4,2,3,有,無,2600000,49140,,0.0,0,建物坐落地號：保安段1105-18地號；,RPRPMLPJNHKGFCB08DA,49.6,0.0,3.31,無,00009
西屯區,土地,民安段1750-3地號,191.49,住,,,1140505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,32853000,171565,,0.0,0,包含公共設施保留地用地；,RPSNNLMKNHKGFCB87DA,0.0,0.0,0.0,無,00010
西屯區,土地,永林段415-6地號,1146.35,農,,,1140506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19168118,16721,,0.0,0,,RPQNMLOKNHKGFCB77DA,0.0,0.0,0.0,無,
清水區,土地,吳厝南段487地號,26.48,農,,,1140503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,15000,566,,0.0,0,受民情風俗因素影響；,RPWNMLQJNHKGFFB78DA,0.0,0.0,0.0,無,
梧棲區,房地(土地+建物)+車位,臺中市梧棲區四維路７１巷２號三樓之３,8.65,商,,,1140502,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820627,73.77,2,2,1,有,有,3200000,43378,升降機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQKNHKGFFB28DA,55.73,0.0,3.19,有,00011
新社區,土地,大南段大南小段165-143地號,897.5,,一般農業區,農牧用地,1140503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,6685,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKKNHKGFGB67DA,0.0,0.0,0.0,無,
大里區,土地,大孝段163地號,0.52,住,,,1140507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,32000,0,,0.0,0,,RPROMLQJNHKGFIB68DA,0.0,0.0,0.0,無,00012
龍井區,土地,忠和段392-5地號,474.0,工,,,1140512,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,32978550,69575,,0.0,0,買賣含未保存建物門牌:龍井區西濱路3段23號,RPRNMLMKNHKGFKB48DA,0.0,0.0,0.0,無,
東區,土地,頂橋子頭段24-55地號,19.0,住,,,1140505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,105263,,0.0,0,未登記建物；,RPPNMLNKNHKGFAB37DA,0.0,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺中市北區進化路５１３號六樓之１,10.5,商,,,1140502,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,124.87,2,2,1,有,有,13800000,110515,坡道平面,28.74,0,,RPOOMLOKNHKGFBB57DA,58.39,0.0,6.6,有,00013
西屯區,房地(土地+建物),臺中市西屯區福上巷龍欣一弄１號四樓之２,3.77,住,,,1140501,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781028,21.3,1,1,1,有,無,1640000,76995,,0.0,0,其他增建；,RPPNMLMKNHKGFCB47DA,14.62,0.46,0.8,無,00014
后里區,土地,圳寮段385地號,0.56,,山坡地保育區,農牧用地,1140509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600,0,,0.0,0,,RPQNMLTJNHKGFDB28DA,0.0,0.0,0.0,無,00015
大安區,土地,頂安段1125地號,30.44,,特定農業區,農牧用地,1140512,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,118712,3900,,0.0,0,土地增值稅3642元由買方負擔親友、員工、共有人或其他特殊關係間之交易；,RPTNMLTKNHKGFEB78DA,0.0,0.0,0.0,無,00016
大安區,土地,頂安段793地號,14.58,,特定農業區,農牧用地,1140512,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,56877,3901,,0.0,0,土地增值稅1717元由買方負擔親友、員工、共有人或其他特殊關係間之交易；,RPUNMLTKNHKGFEB88DA,0.0,0.0,0.0,無,00017
清水區,土地,吳厝南段850地號,18.87,農,,,1140502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,160000,8479,,0.0,0,,RPUNMLTJNHKGFFB88DA,0.0,0.0,0.0,無,00018
清水區,土地,楊厝段1143地號,898.87,都市：其他:保護區,,,1140502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,290000,323,,0.0,0,,RPVNMLTJNHKGFFB98DA,0.0,0.0,0.0,無,
東勢區,土地,坪埔段355地號,213.0,,山坡地保育區,農牧用地,1140507,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,680000,3192,,0.0,0,,RPRNMLOKNHKGFGB28DA,0.0,0.0,0.0,無,
大里區,土地,夏田西段679地號,99.64,,一般農業區,農牧用地,1140503,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1737003,17433,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPKNHKGFIB48DA,0.0,0.0,0.0,無,
太平區,房地(土地+建物),臺中市太平區大興十一街１１巷２號二樓之１,15.69,,鄉村區,乙種建築用地,1140507,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740111,42.18,2,1,1,有,無,3850000,91275,,0.0,0,,RPVNMLNKNHKGFJB88DA,35.21,0.0,0.0,無,
大肚區,土地,文昌段126地號,43.5,農,,,1140509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,236858,5445,,0.0,0,,RPPNMLOKNHKGFKB58EA,0.0,0.0,0.0,無,
西區,房地(土地+建物),臺中市西區三民路一段５８－３號七樓之４,2.41,商,,,1140502,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790625,24.150000000000002,1,1,1,有,有,1550000,64182,,0.0,0,,RPVOMLQJNHKGFAB28DA,16.11,0.85,0.0,有,
中區,房地(土地+建物)+車位,臺中市中區自由路二段８７號七樓之３,12.65,商,,,1140503,土地3建物1車位1,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140121,161.9,3,2,2,有,有,17500000,124224,坡道平面,34.71,1700000,,RPRPMLNKNHKGFAB77DA,74.14,0.0,10.89,有,
西區,房地(土地+建物),臺中市西區臺灣大道二段１８１號六樓之６,4.15,住,,,1140505,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0840628,50.870000000000005,0,0,0,無,有,3600000,70769,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKNHKGFAB67DA,23.0,0.76,0.0,有,
西區,房地(土地+建物),臺中市西區日進街１１０號四樓之３,4.31,住,,,1140507,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830208,34.41,1,0,1,有,有,2000000,58123,,0.0,0,,RPWNMLQKNHKGFAB38DA,24.68,0.0,0.0,有,
北屯區,房地(土地+建物),臺中市北屯區大鵬路８號,74.0,商,,,1140502,土地1建物1車位0,全,三層,透天厝,商業用,鋼筋混凝土加強磚造,0611001,168.6,4,1,3,有,無,26500000,157177,,0.0,0,一樓廚房外推、三樓後方增建其他增建；,RPOPMLPJNHKGFBB67DA,168.6,0.0,0.0,無,
北屯區,房地(土地+建物),臺中市北屯區松竹路二段１６０巷４弄３３號十三樓,26.19,住,,,1140507,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,157.76999999999998,4,2,2,有,有,1000000,6338,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLRJNHKGFBB28DA,91.3,1.59,11.46,有,
南屯區,房地(土地+建物),臺中市南屯區嶺東路９１６之３號二樓之２２,6.86,住,,,1140507,土地1建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810115,39.29,1,1,1,有,有,2800000,71265,,0.0,0,,RPSNMLTJNHKGFCB38DA,28.28,0.0,2.87,有,
豐原區,土地,下南坑段1233-2地號,88.2,住,,,1140512,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8000000,90703,,0.0,0,,RPSOMLPKNHKGFDB28DA,0.0,0.0,0.0,無,
梧棲區,土地,興農段828地號,520.97,住,,,1140502,土地14建物0車位0,,,其他,,,,0.0,0,0,0,無,無,26790300,51424,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLMJNHKGFFB28DA,0.0,0.0,0.0,無,
清水區,土地,銀聯段988-3地號,61.0,住,,,1140509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3505880,57473,,0.0,0,,RPRNMLTJNHKGFFB58DA,0.0,0.0,0.0,無,
清水區,土地,銀聯段988-4地號,62.0,住,,,1140512,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3563450,57475,,0.0,0,,RPSNMLQKNHKGFFB48DA,0.0,0.0,0.0,無,
太平區,土地,平欣段493-1地號,12.0,,,,1140507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,509000,42417,,0.0,0,包含公共設施保留地用地；,RPPNMLOKNHKGFJB38DA,0.0,0.0,0.0,無,
龍井區,房地(土地+建物),臺中市龍井區新興路２９號四樓之２８,6.1,,鄉村區,乙種建築用地,1140507,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770801,22.790000000000003,1,0,1,有,有,1000000,43879,,0.0,0,,RPQNMLTJNHKGFKB98DA,15.24,0.0,1.27,無,00019
龍井區,土地,龍崗段834地號,7606.14,,,,1140507,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,237,,0.0,0,包含公共設施保留地用地；,RPSNMLTKNHKGFKB66DA,0.0,0.0,0.0,無,
西區,房地(土地+建物),臺中市西區府後街３７號五樓,24.36,住,,,1140513,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780814,132.84,3,2,2,有,有,7800000,58717,,0.0,0,其他增建；,RPUOMLOKNHKGFAB08DA,95.26,0.0,11.23,有,
南區,土地,頂橋子頭段329地號,15.0,住,,,1140506,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1300000,86667,,0.0,0,,RPRNMLTKNHKGFAB18DA,0.0,0.0,0.0,無,00020
北區,房地(土地+建物),臺中市北區錦中街１０８號４樓之４,5.67,住,,,1140502,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810429,36.65,1,1,1,有,有,2700000,73670,,0.0,0,其他增建；,RPSNMLMJNHKGFBB57DA,25.14,0.0,0.0,有,00021
北區,房地(土地+建物)+車位,臺中市北區進化路５７７之８號７樓之６,7.54,住,,,1140508,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800606,98.88,2,1,1,有,有,8220000,83131,坡道平面,0.0,0,,RPUOMLSJNHKGFBB48DA,42.18,0.0,1.71,有,00022
北屯區,房地(土地+建物),臺中市北屯區昌平路二段５０之６巷１３號十一樓之５,4.41,商,,,1140506,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801228,31.72,1,0,1,有,有,1680000,52963,,0.0,0,,RPXOMLMKNHKGFBB28DA,19.08,0.0,0.0,有,
西屯區,房地(土地+建物),臺中市西屯區四川三街２２巷７之２號,22.02,住,,,1140505,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740909,94.16,3,2,2,有,無,1931000,20508,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLTKNHKGFCB88DA,68.2,0.0,7.83,無,
豐原區,土地,豐原段778-37地號,77.25,商,,,1140513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13000000,168285,,0.0,0,未保存登記建物一併移轉親友、員工、共有人或其他特殊關係間之交易；,RPOOMLMKNHKGFDB57DA,0.0,0.0,0.0,無,
豐原區,土地,南陽段568-1地號,23.97,住,,,1140513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,80000,3338,,0.0,0,,RPVOMLOKNHKGFDB48DA,0.0,0.0,0.0,無,
梧棲區,房地(土地+建物)+車位,臺中市梧棲區臨港路四段５９２號十二樓之８,12.73,商,,,1140502,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131216,160.71,3,2,2,有,有,11550000,71869,坡道平面,26.13,0,,RPRNMLQJNHKGFFB28DA,80.01,6.59,4.99,有,00023
清水區,土地,武秀段1336-8地號,17.0,住,,,1140513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,105882,,0.0,0,,RPRNMLKLNHKGFFB87DA,0.0,0.0,0.0,無,
沙鹿區,土地,鹿峰西段963地號,324.29,,,,1140503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6131066,18906,,0.0,0,,RPUNMLKLNHKGFFB18DA,0.0,0.0,0.0,無,00024
大雅區,房地(土地+建物),臺中市大雅區雅環路一段３００巷３０號,104.0,住,,,1140506,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0910107,240.58,4,3,3,有,無,26900000,111813,,0.0,0,其他增建；,RPPNMLTKNHKGFHB68DA,214.82,0.0,25.76,無,
霧峰區,房地(土地+建物),臺中市霧峰區復興八街２號,189.37,,山坡地保育區,丙種建築用地,1140501,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0670501,78.47,3,2,2,有,無,3000000,38231,,0.0,0,,RPQNMLMKNHKGFIB18DA,78.47,0.0,0.0,無,
沙鹿區,房地(土地+建物),臺中市沙鹿區平等一街１０巷１７號,63.33,住,,,1140505,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0690821,79.2,3,1,2,有,無,5350000,67551,,0.0,0,,RPPNMLKLNHKGFFB77EA,79.2,0.0,0.0,無,
霧峰區,土地,大圳頭段409-1地號,18.72,,特定農業區,交通用地,1140502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,974563,52060,,0.0,0,政府機關標讓售；,RPPNMLTKNHKGFIB88EA,0.0,0.0,0.0,無,
北屯區,房地(土地+建物)+車位,臺中市北屯區松竹路二段７６巷１２弄５０號六樓,19.86,住,,,1140504,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830426,121.32000000000001,3,2,2,有,有,8400000,69238,坡道機械,0.0,0,,RPSOMLQKNHKGFBB18DA,71.91,0.0,10.6,有,
北區,房地(土地+建物),臺中市北區太平路１１２號４樓之１８,3.65,住,,,1140509,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820831,29.240000000000002,1,0,1,有,有,2000000,68399,,0.0,0,,RPSOMLTKNHKGFBB48DA,19.43,0.26,0.0,有,
北屯區,房地(土地+建物),臺中市北屯區四平路４６９號,86.0,住,,,1140505,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0950424,256.3,4,3,3,有,無,31000000,120952,,0.0,0,基地價格新台幣3100萬元整建物價格新台幣100萬元整,RPVPMLTKNHKGFBB88DA,225.97,2.5,27.83,無,00025
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段１６６之１００號七樓之１２,11.88,住,,,1140507,土地1建物1車位1,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031119,136.05,2,2,2,有,有,15880000,116722,坡道平面,39.74,0,,RPQPMLSJNHKGFCB28DA,55.93,2.39,5.48,有,00026
神岡區,土地,三角西段960-2地號,1.75,農,,,1140501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,42400,24229,,0.0,0,,RPTNMLMKNHKGFDB97DA,0.0,0.0,0.0,無,
豐原區,房地(土地+建物),臺中市豐原區田心路二段２６７巷３７弄２２之３號,36.37,住,,,1140509,土地2建物1車位0,一層，地下層,五層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0820601,144.51,5,2,2,有,無,1546628,10703,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKLNHKGFDB77DA,119.14,4.65,0.0,有,
大甲區,土地,新美段222地號,73.4,農,,,1140508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,554111,7549,,0.0,0,,RPPNMLRJNHKGFEB08DA,0.0,0.0,0.0,無,00027
梧棲區,土地,南簡段965-2地號,478.8,都市：其他:九年制國校用地,,,1140502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11586960,24200,,0.0,0,,RPQNMLTKNHKGFFB58DA,0.0,0.0,0.0,無,
清水區,土地,三田段1832-2地號,258.0,農,,,1140503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7804500,30250,,0.0,0,,RPTNMLKLNHKGFFB08DA,0.0,0.0,0.0,無,
沙鹿區,土地,英才段772地號,54.06,住,,,1140513,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,359920,6658,,0.0,0,,RPRNMLLLNHKGFFB97DA,0.0,0.0,0.0,無,
清水區,土地,銀聯段1434地號,41.31,住,,,1140513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1811000,43839,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPXNMLMLNHKGFFB68DA,0.0,0.0,0.0,無,00028
外埔區,房地(土地+建物),臺中市外埔區甲東路３６巷５１弄１２號,100.11,,鄉村區,乙種建築用地,1140512,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830826,182.1,3,1,3,有,無,8000000,43932,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLLNHKGFEB77EA,150.35,2.32,6.47,無,
新社區,土地,水底寮段上水底寮小段152-460地號,167.0,,一般農業區,農牧用地,1140508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,2994,,0.0,0,,RPPNMLQKNHKGFGB38EA,0.0,0.0,0.0,無,
南區,土地,半平厝段451-1地號,5.33,都市：其他:道路用地,,,1140501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,380000,71295,,0.0,0,包含公共設施保留地用地；,RPVNMLPKNHKGFAB18DA,0.0,0.0,0.0,無,00029
西區,車位,臺中市西區華美街１３３號等部份公共設施,0.0,,,,1140505,土地0建物1車位1,,,其他,,,,14.89,0,0,0,無,有,800000,,坡道平面,14.89,800000,建物坐落地號：土庫段20地號；僅車位交易；,RPSPMLKLNHKGFAB67DA,0.0,0.0,0.0,有,
北屯區,房地(土地+建物),臺中市北屯區中清東一街１５號,108.03,住,,,1140504,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1020731,397.88000000000005,5,3,7,有,無,40000000,100533,,0.0,0,,RPWOMLMKNHKGFBB18DA,356.84,0.0,32.82,有,00030
北區,房地(土地+建物)+車位,臺中市北區衛道路２６８號２樓之５,11.38,商,,,1140509,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881120,114.04999999999998,3,1,1,有,有,5000000,43840,升降機械,0.0,0,土地價款:350萬元  房屋價款:150萬元親友、員工、共有人或其他特殊關係間之交易；,RPSNMLOKNHKGFBB87DA,65.67,1.09,11.31,有,
北屯區,房地(土地+建物),臺中市北屯區遼陽五街１３０號３樓之２,6.34,住,,,1140504,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820929,42.04,1,1,1,有,有,3300000,78497,,0.0,0,,RPUOMLQKNHKGFBB38DA,23.35,3.16,4.14,有,
北屯區,房地(土地+建物),臺中市北屯區北屯路２４０巷５８號６樓之２,4.67,住,,,1140510,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810627,41.97,1,1,1,有,有,3320000,79104,,0.0,0,,RPQPMLKLNHKGFBB57DA,36.27,0.0,2.91,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區甘肅路一段８６號九樓之２,24.88,住,,,1140501,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881217,186.89,4,2,2,有,有,14000000,74910,坡道平面,0.0,0,,RPVOMLPKNHKGFCB48DA,110.95,0.0,11.55,有,00031
南屯區,房地(土地+建物),臺中市南屯區東興西街１１號六樓之１１,5.19,住,,,1140506,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801206,45.12,1,0,1,有,有,3380000,74911,,0.0,0,陽台外推；含租約；,RPPPMLLLNHKGFCB67DA,24.96,0.7,3.61,有,
大甲區,土地,文安段249地號,16.55,農,,,1140518,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30000,1813,,0.0,0,,RPPNMLTKNHKGFEB38DA,0.0,0.0,0.0,無,
大安區,土地,安中段764地號,90.6,住,,,1140508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1277460,14100,,0.0,0,地上未保存建物已屬權利人所有，屬贈與之自用買賣，以公告現值為買賣金額申報。親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQLNHKGFEB18DA,0.0,0.0,0.0,無,
龍井區,房地(土地+建物)+車位,臺中市龍井區新興路２５巷１弄１８號四樓之６,10.15,,鄉村區,乙種建築用地,1140510,土地2建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130916,72.94999999999999,1,1,1,有,有,5600000,76765,坡道平面,30.06,0,,RPWRMLOKNHKGFKB96DA,18.24,0.0,1.55,有,00032
