鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
北屯區,房地(土地+建物),臺中市北屯區旅順路一段２０號７樓之１,14.41,住,,,1140427,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790801,90.31,2,2,1,有,有,6000000,66438,,0.0,0,,RPUOMLMLNHKGFBB08DA,50.71,0.78,6.22,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１３９３號二樓之２,27.1,住,,,1140415,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041228,184.12,3,1,2,有,有,17500000,95047,坡道平面,0.0,0,,RPUOMLRLNHKGFBB58DA,100.57,0.0,9.52,有,
北區,房地(土地+建物),臺中市北區忠明七街１５巷３之４號,29.19,住,,,1140412,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760905,113.8,3,2,2,有,有,3700000,32513,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLSLNHKGFBB78DA,90.73,0.0,7.52,無,
北區,房地(土地+建物)+車位,臺中市北區天津路二段４９巷１１號８樓,16.7,住,,,1140418,土地1建物1車位1,八層，九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830430,125.95,5,2,3,有,有,6000000,47638,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVRMLSLNHKGFBB09DA,74.81,2.25,7.95,有,
北區,房地(土地+建物),臺中市北區中清路一段６０８號十九樓之２１,2.86,住,,,1140425,土地1建物1車位0,十九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880616,32.64,1,1,1,有,有,3300000,101103,,0.0,0,夾層；,RPPNMLTLNHKGFBB18DA,17.28,0.0,3.97,有,00460
南屯區,房地(土地+建物)+車位,臺中市南屯區寶山東二街１０號三樓之１,19.14,住,,,1140414,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980901,149.54000000000002,3,2,2,有,有,14580000,97499,坡道平面,18.98,0,,RPWOMLLLMHKGFCB18DA,81.23,2.1,8.15,有,
南屯區,土地,保安段1004地號,1449.0,,,,1140415,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,187464376,129375,,0.0,0,包含公共設施保留地用地；,RPVNMLMJNHKGFCB97DA,0.0,0.0,0.0,無,
南屯區,房地(土地+建物)+車位,臺中市南屯區惠中路三段７７號四樓之６,24.82,都市：其他:第二種商業區,,,1140424,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950113,196.13,4,2,2,有,有,22500000,114720,坡道平面,12.95,0,,RPTNMLQJNHKGFCB18DA,109.43,6.93,7.88,有,
南屯區,土地,春社段688地號,5607.0,農,,,1140409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,118000000,21045,,0.0,0,,RPTOMLSJNHKGFCB48DA,0.0,0.0,0.0,無,
南屯區,房地(土地+建物)+車位,臺中市南屯區永春東一路８１８號六樓之１,32.24,住,,,1140427,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040528,222.61,3,2,2,有,有,28800000,129374,坡道平面,33.09,0,,RPPOMLMLNHKGFCB67DA,107.8,5.93,11.94,有,00461
南屯區,房地(土地+建物)+車位,臺中市南屯區向心路１００號五樓之１,39.72,住,,,1140409,土地2建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980929,296.75,4,2,2,有,有,36000000,121314,坡道平面,48.92,0,其他增建；,RPSNMLSLNHKGFCB48DA,153.54,5.39,13.03,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路１２９號十五樓之６,6.56,住,,,1140418,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,87.1,2,2,1,有,有,12300000,141217,坡道平面,22.28,0,其他增建；,RPQNMLTLNHKGFCB38DA,39.49,1.47,3.69,有,00462
豐原區,房地(土地+建物),臺中市豐原區南陽路３７７巷６號,51.0,住,,,1140411,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0610710,86.19,4,2,1,有,無,5800000,67293,,0.0,0,頂樓加蓋；,RPUNMLLLMHKGFDB97DA,86.19,0.0,0.0,無,
大安區,土地,興安段331地號,81.0,,特定農業區,甲種建築用地,1140421,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,258000,3185,,0.0,0,,RPQNMLSLNHKGFEB48DA,0.0,0.0,0.0,無,
清水區,土地,武秀段287-2地號,1689.0,,,,1140430,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,18768675,11112,,0.0,0,包含公共設施保留地用地；,RPPNMLLLNHKGFFB77DA,0.0,0.0,0.0,無,
梧棲區,土地,信義段617地號,146.39,農,,,1140425,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3101000,21183,,0.0,0,,RPQNMLTLNHKGFFB68DA,0.0,0.0,0.0,無,00147
梧棲區,房地(土地+建物)+車位,臺中市梧棲區臨港路四段５９２號十七樓之３,9.96,商,,,1140422,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131216,128.51,2,2,1,有,有,9800000,76259,坡道平面,26.13,0,,RPPNMLMJOHKGFFB77DA,61.67,2.92,4.75,有,00464
新社區,土地,糖段274地號,618.94,,山坡地保育區,農牧用地,1140430,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,162,,0.0,0,,RPSNMLQLNHKGFGB68DA,0.0,0.0,0.0,無,
大雅區,土地,大明段119地號,80.22,住,,,1140428,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,420000,5236,,0.0,0,包含公共設施保留地用地；,RPPOMLSLNHKGFHB78DA,0.0,0.0,0.0,無,00465
大里區,土地,長春段775地號,78.65,,,,1140423,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1425610,18126,,0.0,0,包含公共設施保留地用地；,RPVNMLNLMHKGFIB78DA,0.0,0.0,0.0,無,
霧峰區,土地,農試所段1175-1地號,16.67,,特定農業區,交通用地,1140425,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,317897,19070,,0.0,0,政府機關標讓售；,RPPNMLSLNHKGFIB78DA,0.0,0.0,0.0,無,
大里區,房地(土地+建物),臺中市大里區中山路３４號,14.41,住,,,1140406,土地1建物1車位0,一層，騎樓，夾層,十層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0871221,123.71000000000001,3,0,3,有,有,9300000,75176,,0.0,0,陽台外推；夾層；,RPTQMLSLNHKGFIB86DA,89.59,0.0,18.3,有,
霧峰區,土地,峰北段199-1地號,165.0,,鄉村區,乙種建築用地,1140411,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4900000,29697,,0.0,0,,RPPNMLMJOHKGFIB08DA,0.0,0.0,0.0,無,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路四段９１號四樓之５,20.51,住,,,1140421,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110530,149.61,3,2,2,有,有,14700000,98255,坡道平面,31.28,0,,RPVNMLMLNHKGFJB88DA,72.1,0.0,8.34,有,00466
龍井區,土地,中山段163地號,1340.0,農,,,1140419,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,15810000,11799,,0.0,0,,RPTNMLTKNHKGFKB76DA,0.0,0.0,0.0,無,
北屯區,車位,臺中市北屯區松竹路３７８號地下一層等公共設施,0.84,住,,,1140429,土地1建物1車位1,地下一層,十六層,其他,辦公室,鋼筋混凝土造,0831210,32.71,0,0,0,無,有,1200000,,坡道平面,0.0,1200000,僅車位交易；,RPQNMLSLNHKGFBB28EA,0.0,0.0,0.0,有,00467
西屯區,房地(土地+建物)+車位,臺中市西屯區福中七街３５號十一樓,15.05,住,,,1140411,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,134.51,3,2,2,有,有,11000000,81778,坡道平面,0.0,0,其他增建；,RPQNMLTLNHKGFCB48EA,84.93,0.72,13.54,有,
西區,房地(土地+建物),臺中市西區臺灣大道一段７０３號十一樓之５,1.9,商,,,1140424,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720407,20.56,1,1,1,有,有,2816000,136965,,0.0,0,,RPVNMLPLMHKGFAB18DA,15.85,0.0,0.0,有,
西區,房地(土地+建物),臺中市西區臺灣大道一段７０３號十一樓之６,2.68,商,,,1140423,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720407,27.53,1,0,1,有,有,3300000,119869,,0.0,0,,RPPNMLTLMHKGFAB97DA,22.67,0.0,0.0,有,00468
中區,房地(土地+建物),臺中市中區中華路一段７４號,53.0,商,,,1140428,土地2建物1車位0,全,四層,透天厝,其他,鋼筋混凝土造,0650402,141.7,3,2,2,有,無,16500000,116443,,0.0,0,頂樓加蓋；其他增建；,RPVNMLTLMHKGFAB58DA,141.7,0.0,0.0,無,00469
南區,房地(土地+建物)+車位,臺中市南區建成路１８３８號八樓之７,11.42,商,,,1140410,土地2建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140108,109.98,2,1,1,有,有,12580000,114384,坡道平面,41.35,0,,RPOPMLOKNHKGFAB57DA,39.78,0.0,4.41,有,00470
西區,房地(土地+建物),臺中市西區臺灣大道二段７８號,46.8,住,,,1140428,土地2建物1車位0,全,一層,透天厝,商業用,鋼骨造,0861023,25.98,1,1,1,有,無,10000000,384911,,0.0,0,,RPUSMLSLNHKGFAB98DA,25.98,0.0,0.0,無,
中區,房地(土地+建物),臺中市中區成功路１２８巷１８號５樓之７,5.66,商,,,1140423,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730424,25.68,2,0,2,有,有,2200000,85670,,0.0,0,其他增建；,RPVNMLNJOHKGFAB97DA,20.45,0.0,0.0,有,00471
北屯區,房地(土地+建物),臺中市北屯區中清路二段４１５巷２５號二樓,19.87,住,,,1140407,土地4建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701231,70.58,3,2,1,有,無,5350000,75801,,0.0,0,,RPTNMLMJMHKGFBB57DA,64.27,0.0,6.31,無,
北區,房地(土地+建物),臺中市北區雙十路二段１０１號７樓之５,10.95,住,,,1140427,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880816,94.36,2,2,1,有,有,8580000,90928,,0.0,0,,RPROMLOKNHKGFBB87DA,52.05,0.0,7.69,有,00472
北區,房地(土地+建物),臺中市北區漢陽街４８號,26.15,住,,,1140422,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740121,87.36,3,1,1,有,無,7700000,88141,,0.0,0,其他增建；,RPTOMLPKNHKGFBB18DA,87.36,0.0,0.0,無,
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德路二段１６８號十樓之９,5.48,商,,,1140402,土地1建物1車位1,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990909,78.53,1,1,1,有,有,12880000,164014,坡道機械,14.97,0,,RPWPMLTKNHKGFBB98DA,33.3,0.0,7.1,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區環太東路５５９號十二樓之１３,15.73,住,,,1140428,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130605,108.71000000000001,2,1,1,有,有,10770000,99071,坡道平面,27.6,0,,RPXNMLKLNHKGFBB08DA,48.16,0.0,6.17,有,00473
西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段６０６號十七樓之１,31.84,住,,,1140418,土地1建物1車位2,十七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808,278.37,3,2,2,有,有,35800000,138440,坡道平面,52.28,4500000,其他增建；,RPUOMLSKMHKGFCB58DA,131.2,7.22,15.18,有,
西屯區,房地(土地+建物),臺中市西屯區永新巷南２弄５６號,34.0,住,,,1140413,土地1建物2車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770917,120.38,5,0,5,有,無,5180000,43030,,0.0,0,其他增建；,RPPOMLKLMHKGFCB37DA,98.04,7.37,0.0,無,
后里區,土地,墩北段682地號,104.66,農,,,1140407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3300000,31531,,0.0,0,,RPTNMLTKNHKGFDB68DA,0.0,0.0,0.0,無,
后里區,房地(土地+建物),臺中市后里區甲后路一段５０１巷３６號,83.95,住,,,1140418,土地2建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0670325,316.59,8,2,8,有,無,10200000,32218,,0.0,0,,RPPNMLLJOHKGFDB47DA,316.59,0.0,0.0,無,00474
豐原區,房地(土地+建物),臺中市豐原區三豐路二段３９６巷１２弄１號,436.47,,特定農業區,甲種建築用地,1140424,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0800610,137.33,2,2,3,有,無,6850000,49880,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPRNMLMJOHKGFDB77DA,132.53,0.0,4.8,無,
豐原區,房地(土地+建物),臺中市豐原區鎌村路６７２巷２７號,133.89,,特定農業區,農牧用地,1140421,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0701006,15.7,2,2,2,有,無,1280000,81529,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLMJOHKGFDB38DA,15.7,0.0,0.0,無,
梧棲區,房地(土地+建物)+車位,臺中市梧棲區和平街１６８巷１７號九樓之５,20.87,住,,,1140420,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131025,110.27000000000001,2,2,1,有,有,8700000,78897,坡道平面,33.17,0,,RPPNMLRKNHKGFFB28DA,45.25,0.0,6.57,有,
梧棲區,房地(土地+建物),臺中市梧棲區中興路２４號,154.0,住,,,1140415,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0740312,218.46,6,4,4,有,無,5141600,23536,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPRMLNJOHKGFFB28DA,218.46,0.0,0.0,無,
梧棲區,房地(土地+建物),臺中市梧棲區臨港路四段７６０巷１２號,72.0,商,,,1140422,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0730530,261.84,3,1,4,有,無,2560000,9777,,0.0,0,,RPWPMLQJOHKGFFB09DA,261.84,0.0,0.0,無,
東勢區,房地(土地+建物),臺中市東勢區忠孝街９６巷５０號,167.95,都市：其他:住宅區,,,1140421,土地1建物1車位0,全,一層,透天厝,住家用,磚造,,64.49,2,1,1,有,無,4064000,63018,,0.0,0,,RPQNMLMJOHKGFGB97DA,64.49,0.0,0.0,無,
和平區,土地,雪山段373地號,250.0,,一般農業區,農牧用地,1140417,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,400,,0.0,0,,RPRNMLNJOHKGFGB18DA,0.0,0.0,0.0,無,
和平區,土地,雪山段388地號,440.0,,一般農業區,農牧用地,1140417,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,455,,0.0,0,,RPSNMLNJOHKGFGB28DA,0.0,0.0,0.0,無,
東勢區,土地,保民段859-2地號,6.15,住,,,1140429,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,204119,33190,,0.0,0,政府機關標讓售；,RPUNMLNJOHKGFGB48DA,0.0,0.0,0.0,無,
東勢區,土地,新成段1210-6地號,266.56,農,,,1140423,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1700000,6378,,0.0,0,本土地為有申請農用證明之農地買賣,RPPOMLMKOHKGFGB08DA,0.0,0.0,0.0,無,
潭子區,房地(土地+建物),臺中市潭子區興豐山莊４６號,85.16,,鄉村區,乙種建築用地,1140407,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0670815,84.2,5,2,2,有,無,5120000,60808,,0.0,0,,RPSNMLQJNHKGFHB58DA,84.2,0.0,0.0,無,
大雅區,房地(土地+建物),臺中市大雅區大林路２４１巷１９弄１８號,109.55,,特定農業區,甲種建築用地,1140402,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0931125,157.62,4,3,3,有,無,17000000,107854,,0.0,0,其他增建：雨遮頂樓加蓋；其他增建；,RPSNMLOKNHKGFHB48DA,153.57,4.05,0.0,無,00475
潭子區,房地(土地+建物)+車位,臺中市潭子區僑興路１０９號十一樓之５,25.73,住,,,1140425,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131022,181.23,3,2,2,有,有,17750000,97942,坡道平面,52.32,0,,RPQNMLTKNHKGFHB78DA,77.29,0.0,8.92,有,00476
大雅區,房地(土地+建物)+車位,臺中市大雅區中山北路４３３號四樓之１,21.39,住,,,1140405,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830412,139.23000000000002,3,2,2,有,有,9500000,68232,坡道平面,0.0,0,,RPQNMLTLNHKGFHB88DA,93.44,1.04,10.0,有,00477
大里區,土地,大元段1041地號,3654.7,工,,,1140415,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,383000000,104797,,0.0,0,,RPSNMLMJNHKGFIB28DA,0.0,0.0,0.0,無,
霧峰區,房地(土地+建物),臺中市霧峰區樟公北巷４６號,97.0,,山坡地保育區,丙種建築用地,1140428,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0841122,175.93,5,2,3,有,無,7000000,39789,,0.0,0,,RPVNMLRLNHKGFIB66DA,149.64,4.66,12.03,無,
太平區,房地(土地+建物)+車位,臺中市太平區中山路一段２８２巷５９號,82.39,,鄉村區,乙種建築用地,1140408,土地3建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,1121226,241.68,4,2,6,有,無,28080000,116187,一樓平面,0.0,0,其他增建；,RPWQMLMJNHKGFJB09DA,241.68,0.0,0.0,有,
太平區,房地(土地+建物),臺中市太平區新明街３號三樓之２,13.25,商,,,1140402,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761028,46.93,2,2,1,有,無,2000000,42617,,0.0,0,,RPTNMLTKNHKGFJB66DA,41.45,0.0,1.88,無,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３９７號十樓之２,23.89,住,,,1140427,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131017,154.28,3,2,2,有,有,14800000,95929,坡道平面,24.55,0,,RPRNMLKLNHKGFJB28DA,78.48,0.0,7.44,有,00478
太平區,土地,光興段497地號,9.66,,鄉村區,乙種建築用地,1140409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,50000,5176,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTLNHKGFJB09DA,0.0,0.0,0.0,無,
太平區,土地,光興段498地號,188.38,,鄉村區,乙種建築用地,1140409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2000000,10617,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLTLNHKGFJB56DA,0.0,0.0,0.0,無,
太平區,房地(土地+建物),臺中市太平區樹孝路４１巷５弄１５號,82.3,住,,,1140420,土地3建物1車位0,全,四層,透天厝,其他,鋼筋混凝土造,0940119,234.6,5,2,3,有,有,20100000,85678,,0.0,0,,RPSNMLTLNHKGFJB66DA,198.67,8.44,8.99,無,
龍井區,房地(土地+建物)+車位,臺中市龍井區遠東街８１巷１之５２號七樓,32.62,住,,,1140408,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810815,185.18,4,2,2,有,有,11350000,61295,坡道平面,0.0,0,,RPSNMLSJMHKGFKB98DA,157.75,0.7,11.26,有,
大肚區,房地(土地+建物),臺中市大肚區沙田路一段９１８巷１９之１號,107.55,住,,,1140427,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0800819,177.9,6,3,3,有,無,8600000,48342,,0.0,0,其他增建；,RPTNMLKMMHKGFKB58DA,177.9,0.0,0.0,無,
龍井區,土地,忠和段2546-2地號,109.03,住,,,1140424,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2580000,23663,,0.0,0,未登記建物；,RPRNMLMJOHKGFKB48DA,0.0,0.0,0.0,無,
西區,房地(土地+建物),臺中市西區臺灣大道一段７０３號六樓之５,1.9,商,,,1140424,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720407,20.56,1,1,1,有,有,2700000,131323,,0.0,0,,RPUNMLPLMHKGFAB08DA,15.85,0.0,0.0,有,
中區,房地(土地+建物),臺中市中區中華路一段１２１號１３樓之３４,1.65,商,,,1140409,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850520,34.08,1,1,2,有,有,1850000,54284,,0.0,0,夾層；,RPXNMLTLNHKGFAB88DA,20.21,1.48,1.98,有,00479
西區,房地(土地+建物)+車位,臺中市西區臺灣大道二段４８２巷３３號七樓之１,20.41,住,,,1140423,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830824,206.60000000000002,3,2,2,有,有,16800000,81317,坡道平面,0.0,0,陽台外推；,RPSOMLMJOHKGFAB67DA,134.17,1.65,18.61,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區松竹五路二段２６８號十四樓之６,25.72,住,,,1140411,土地2建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010906,194.20999999999998,3,2,2,有,有,20880000,107512,坡道平面,26.51,0,,RPQPMLLLMHKGFBB57DA,108.67,4.19,7.13,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路三段１２１６號十樓之１２,11.36,住,,,1140405,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091225,91.33000000000001,2,2,1,有,有,11500000,125917,坡道機械,12.16,0,,RPVPMLKMMHKGFBB08DA,47.64,2.44,2.98,有,00480
北屯區,房地(土地+建物),臺中市北屯區崇興路一段５９號,79.0,住,,,1140404,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土加強磚造,0691029,176.28,5,2,3,有,無,17500000,99274,,0.0,0,頂樓加蓋；其他增建；含租約；,RPTPMLPJNHKGFBB18DA,176.28,0.0,0.0,無,
北區,房地(土地+建物),臺中市北區漢口路四段４９號６樓之１３,3.71,住,,,1140402,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821211,33.35,1,1,1,有,有,2900000,86957,,0.0,0,,RPUOMLPKNHKGFBB28DA,17.46,0.0,2.74,有,00481
北區,房地(土地+建物)+車位,臺中市北區英士路２８號六樓之９,10.47,商,,,1140421,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980902,85.3,1,2,1,有,有,9860000,128529,坡道機械,14.81,800000,陽台外推；其他增建；,RPUOMLQLNHKGFBB48DA,38.56,0.78,7.6,有,00482
北區,土地,乾溝子段34-50地號,36.0,都市：其他:道路用地,,,1140415,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2651000,73639,,0.0,0,包含公共設施保留地用地；,RPSNMLMJOHKGFBB67DA,0.0,0.0,0.0,無,
北區,房地(土地+建物),臺中市北區柳川東路四段１３號地下層,20.67,住,,,1140424,土地1建物1車位0,地下層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0741024,10.24,0,0,0,無,無,1232000,120313,,0.0,0,,RPTNMLNJOHKGFBB87DA,10.24,0.0,0.0,有,
西屯區,房地(土地+建物),臺中市西屯區至善路１２１巷６號四樓之２３,4.08,住,,,1140412,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821014,31.189999999999998,1,1,1,有,有,3000000,96185,,0.0,0,,RPOOMLSKMHKGFCB97DA,18.91,0.0,2.47,有,00483
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩四街１６５號三樓之３,12.44,住,,,1140410,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810129,85.32000000000001,2,2,1,有,有,8200000,96109,升降機械,0.0,0,其他增建；,RPPOMLMLMHKGFCB57DA,45.45,0.0,8.82,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路二段２５９之３號十一樓之６,10.7,住,,,1140416,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0830713,114.41,2,1,1,有,有,9800000,85657,坡道機械,0.0,0,,RPSPMLMKNHKGFCB97DA,53.1,0.0,12.3,有,00484
南屯區,房地(土地+建物)+車位,臺中市南屯區大昌街１０７號八樓,19.35,住,,,1140429,土地2建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821124,141.79,3,2,1,有,有,12250000,86395,坡道平面,0.0,0,陽台外推；其他增建；,RPVNMLRLNHKGFCB68DA,52.77,34.42,10.81,有,00485
南屯區,房地(土地+建物)+車位,臺中市南屯區東興西街９號七樓之３,7.49,住,,,1140430,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801206,64.91,1,1,1,有,有,5300000,81652,坡道平面,0.0,0,,RPRNMLTLNHKGFCB48DA,18.96,1.0,2.78,有,
南屯區,房地(土地+建物),臺中市南屯區嶺東路８８號,75.8,住,,,1140423,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0700316,112.34,6,1,3,有,無,4444320,39561,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLTLNHKGFCB38DA,112.34,0.0,0.0,無,
西屯區,房地(土地+建物),臺中市西屯區成都路１５５號二樓之１,6.37,住,,,1140429,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831028,39.0,2,2,2,有,無,4700000,120513,,0.0,0,其他增建；,RPQNMLNJOHKGFCB67DA,24.64,0.0,0.0,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南七路９８號六樓之１,38.71,住,,,1140430,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001206,303.09000000000003,4,2,2,有,有,34500000,113828,坡道平面,85.0,0,,RPUNMLNJOHKGFCB08DA,124.66,6.46,13.71,有,00486
豐原區,房地(土地+建物),臺中市豐原區忠孝街１４２之７號,50.0,商,,,1140405,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0680810,126.48,3,3,3,有,無,8050000,63646,,0.0,0,頂樓加蓋；其他增建；,RPWOMLQKMHKGFDB68DA,126.48,0.0,0.0,無,
