標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
台東長濱鄉千坪農地,台東縣長濱鄉城仔埔段,,土地,1663.75,,,,無車位,880,1954DT,2025-09-30 16:53:56
【知本】鎮樂松園漱夏民宿,台東縣卑南鄉鎮樂,31.2年,別墅/透天,84.43,84.43,4房2廳3衛,1-3樓/3樓,無車位,5,6867TZ,2025-09-30 16:53:56
台東市大面寬商用不動產,台東縣台東市中山路,59.1年,店面,144.44,144.44,1房3廳2.5衛3室(含加蓋1廳),1-2樓/2樓,無車位,9,8227KU,2025-09-30 16:53:56
台東池上土地,台東縣池上鄉中西二路,,土地,34.48,,,,無車位,345,9696SH,2025-09-30 16:53:56
台東池上土地出售,台東縣池上鄉中西二路,,土地,665.09,,,,無車位,6,7077KT,2025-09-30 16:53:56
台東品牌飯店,台東縣台東市大同路,30.9年,其它,1394.31,1243.28,112房104衛,4-9樓/9樓,無車位,36,4035BW,2025-09-30 16:53:56
台東東河農牧用地Ｃ,台東縣東河鄉東富公路,,土地,1282.61,,,,無車位,320,7256GN,2025-09-30 16:53:56
台東東河農牧用地Ｂ,台東縣東河鄉東富公路,,土地,737.64,,,,無車位,147,8430SH,2025-09-30 16:53:56
台東東河農牧用地Ａ,台東縣東河鄉東富公路,,土地,1133.18,,,,無車位,226,1696PH,2025-09-30 16:53:56
陽光免整理公寓,台東縣臺東市鄭州街,42.6年,公寓,33.3,30.95,4房2廳2衛,4樓/4樓,無車位,558,PB03938GH,2025-09-30 16:53:56
台東鹿野51大地坪店面,台東縣鹿野鄉光榮路,35.0年,店面,46.82,46.82,4房2廳2衛,1-2樓/2樓,無車位,890,CS179288HB,2025-09-30 16:53:56
賓朗丙種建地,台東縣卑南鄉0059後湖段,,土地,62.24,,,0樓/0樓,無車位,698,PS112109HB,2025-09-30 16:53:56
【專任】中華路稀有大地坪店住,台東縣臺東市區,51.8年,店面,34.69,34.69,2房2廳1衛,1樓/1樓,無車位,2,PS119304HB,2025-09-30 16:53:56
大鎮商圈金店面【專】,台東縣臺東市中興路二段,29.3年,店面,37.19,31.28,1廳1衛,1樓/9樓,無車位,1,PS120717HB,2025-09-30 16:53:56
戀戀山與海電梯美墅【專任】,台東縣臺東市北安路,9.4年,別墅/透天,108.06,102.94,7房2廳7衛,1-4樓/4樓,其他,2,PS121930HB,2025-09-30 16:53:56
B203成功鎮巷內溫馨宅,台東縣成功鎮芝田路,39.3年,別墅/透天,32.81,32.81,4房2廳5衛,1-2樓/2樓,無車位,580,PS123556HB,2025-09-30 16:53:56
金剛大道旁農地,台東縣長濱鄉長濱,,土地,2639.87,,,0樓/0樓,無車位,1,LS90009HB,2025-09-30 16:53:56
J248金樽黃金浪點資材室農,台東縣東河鄉金樽,,土地,772.4,,,0樓/0樓,無車位,780,LS92991HB,2025-09-30 16:53:56
近車站都計農地,台東縣臺東市興盛路,,土地,756.25,,,0樓/0樓,無車位,2,PB03917GH,2025-09-30 16:53:56
鹿野高台熱氣球土地,台東縣鹿野鄉高台段,,土地,9133.99,,,0樓/0樓,無車位,3,WS54079HB,2025-09-30 16:53:56
台東優質牧場,台東縣臺東市卑南鄉東利路,,土地,3780.95,,,0樓/0樓,無車位,2,XB09311GH,2025-09-30 16:54:03
B081 關山小鎮透天,台東縣關山鎮民生路,44.6年,別墅/透天,28.07,28.07,5房3廳1.5衛,1-2樓/2樓,坡道平面車位,618,LS100916HB,2025-09-30 16:54:03
F156-知本富裕人生建地B,台東縣臺東市富裕路,,土地,146.28,,,0樓/0樓,無車位,1,LS106320HB,2025-09-30 16:54:03
農221 好美和農舍,台東縣太麻里鄉太麻里,35.1年,土地,2789.33,48,,0樓/0樓,無車位,2,PS110165HB,2025-09-30 16:54:03
永樂路集貨場農地,台東縣臺東市區,,土地,465.01,,,0樓/0樓,無車位,1,PS112236HB,2025-09-30 16:54:03
中正路有房建地,台東縣臺東市區,,土地,12.1,,,0樓/0樓,無車位,1,PS118575HB,2025-09-30 16:54:03
漢陽邊間平房,台東縣臺東市區,52.1年,別墅/透天,18.37,18.37,3房2廳1衛,1樓/1樓,無車位,598,PS118651HB,2025-09-30 16:54:03
學區巷內透天A,台東縣臺東市區,48.5年,別墅/透天,27.01,27.01,4房2廳1.5衛,1-2樓/2樓,無車位,700,PS119172HB,2025-09-30 16:54:03
C246開發隊方正5分農舍,台東縣臺東市知本路一段,5.9年,其它,49.05,49.05,6房2廳3衛,1樓/0樓,無車位,3,PS119287HB,2025-09-30 16:54:03
G320鎮樂賞夜景農地,台東縣卑南鄉南鎮樂段,,土地,786.75,,,0樓/0樓,無車位,420,PS119308HB,2025-09-30 16:54:03
C247延平山景環繞休閒農莊,台東縣鹿野鄉昇平路,20.9年,其它,61.49,61.49,2房1廳2衛,1樓/0樓,無車位,1,PS119539HB,2025-09-30 16:54:03
台東市武昌街蛋黃區靜巷美透天,台東縣臺東市武昌街,44.6年,別墅/透天,31.46,31.46,4房3廳2衛,1-2樓/0樓,無車位,798,PS119839HB,2025-09-30 16:54:03
D208更生路全新整理店住,台東縣臺東市更生路,48.3年,別墅/透天,39.02,39.02,3房2廳2衛,-1-2樓/0樓,無車位,1,PS120421HB,2025-09-30 16:54:03
知本火車站前農地A,台東縣臺東市區,,土地,416.93,,,0樓/0樓,無車位,650,LS95553HB,2025-09-30 16:54:03
知本度假套房D公21,台東縣卑南鄉鎮樂路,31.9年,華廈,11.99,8.47,1房1衛,3樓/0樓,無車位,118,PB02567GH,2025-09-30 16:54:03
永安小農地,台東縣鹿野鄉永安路,,土地,334.82,,,0樓/0樓,無車位,280,PB03089GH,2025-09-30 16:54:03
近全聯高投報店面,台東縣臺東市台東段,32.9年,別墅/透天,67.37,64.35,7房1廳8衛,3樓/0樓,無車位,3,PB03216GH,2025-09-30 16:54:03
幸福小平房A透91,台東縣臺東市市區,49.2年,別墅/透天,10.82,10.82,2房2廳1衛,1樓/1樓,無車位,458,PB03905GH,2025-09-30 16:54:03
車站幸福別墅,台東縣臺東市興安路二段,11.9年,別墅/透天,75.27,75.27,7房2廳8衛,1-3樓/3樓,無車位,1,PB04071GH,2025-09-30 16:54:03
知本都內小農地1,台東縣臺東市建華段,,土地,342.68,,,0樓/0樓,無車位,358,PB04240GH,2025-09-30 16:54:03
知本車站農地,台東縣臺東市富榮路,,土地,2060.88,,,0樓/0樓,無車位,3,PB04263GH,2025-09-30 16:54:13
台東藍天山海別墅,台東縣臺東市松江路一段,16.8年,其它,158.32,111.06,6房3廳7衛,1-3樓/3樓,無車位,4,WS58098HB,2025-09-30 16:54:13
強國街稀有雙臨路店住,台東縣臺東市區,54.4年,店面,37.31,37.31,4房6廳3衛,1-2樓/0樓,無車位,1,PS105024HB,2025-09-30 16:54:13
J412隆昌懷舊夏雪農地(B),台東縣東河鄉隆昌,,土地,1059.68,,,0樓/0樓,無車位,823,PS108085HB,2025-09-30 16:54:13
F285長濱街上建地Ａ,台東縣長濱鄉仰光段,,土地,74.63,,,0樓/0樓,無車位,582,PS113653HB,2025-09-30 16:54:13
J452成功一級海景農地,台東縣成功鎮新港段新港小段,,土地,2202.2,,,0樓/0樓,無車位,1,PS113727HB,2025-09-30 16:54:13
B181近運動公園稀有透天,台東縣臺東市豐盛路,52.1年,別墅/透天,14.69,14.69,4房2廳3衛,1樓/0樓,無車位,880,PS117777HB,2025-09-30 16:54:13
A154溫泉靜謐雅致套房,台東縣太麻里鄉太麻里龍泉路,31.7年,套房,14.96,11.38,1房1衛,3樓/0樓,無車位,258,PS120203HB,2025-09-30 16:54:13
新站11房電梯別墅B,台東縣臺東市區,8.2年,別墅/透天,118.42,111.26,11房2廳11衛,1-4樓/4樓,其他,2,PS122841HB,2025-09-30 16:54:13
漢中街店住,台東縣臺東市區,32.2年,店面,66.72,51,3房1廳3.5衛,1-3樓/7樓,無車位,1,PS123265HB,2025-09-30 16:54:13
太平買地送屋,台東縣卑南鄉太平路,,土地,727.94,,,0樓/0樓,無車位,7,PB03435GH,2025-09-30 16:54:13
建和海景全新別墅,台東縣臺東市建和四街,1.3年,別墅/透天,50.23,44.07,5房2廳5衛,1-3樓/3樓,無車位,1,PB03955GH,2025-09-30 16:54:13
商校三角窗金店住A店161,台東縣臺東市市區,48.9年,店面,88.47,88.47,5房2廳3衛,-1-3樓/3樓,無車位,3,PB04340GH,2025-09-30 16:54:13
台東伯朗大道景觀建地,台東縣池上鄉新興,,土地,187.99,,,0樓/0樓,無車位,1,WS59638HB,2025-09-30 16:54:13
車站都內農地,台東縣臺東市區,,土地,310.93,,,0樓/0樓,無車位,298,PS114633HB,2025-09-30 16:54:13
G342利吉2.6分休閒農地,台東縣卑南鄉福德段,,土地,784.05,,,0樓/0樓,無車位,388,PS117145HB,2025-09-30 16:54:13
釋迦園農地B,台東縣臺東市區,,土地,1719.71,,,0樓/0樓,無車位,879,PS119398HB,2025-09-30 16:54:13
透57 豐工前瞻廠房,台東縣臺東市中興路三段,48.2年,廠房,371.32,371.32,,1樓/0樓,無車位,14,PS121318HB,2025-09-30 16:54:13
專任-開發隊1000平方米農地,台東縣臺東市區,,土地,302.5,,,0樓/0樓,無車位,120,PS121597HB,2025-09-30 16:54:13
成功望海望仙忘優農地,台東縣成功鎮宜灣路,,土地,683.03,,,0樓/0樓,無車位,398,LS86567HB,2025-09-30 16:54:13
鹿野瑞和建地,台東縣鹿野鄉瑞興路,,土地,134.04,,,0樓/0樓,無車位,480,PB03720GH,2025-09-30 16:54:22
漢中大道別墅,台東縣臺東市漢中街,28.8年,別墅/透天,73.81,69.32,4房6廳4衛,-1-3樓/0樓,無車位,1,PB03836GH,2025-09-30 16:54:22
G279豐源夏雪芒果農地,台東縣臺東市四川路二段,,土地,2581.6,,,0樓/0樓,無車位,1,PS108261HB,2025-09-30 16:54:22
G345雙農機室有水電農地,台東縣臺東市豐里段,,土地,290.78,,,0樓/0樓,無車位,860,PS117814HB,2025-09-30 16:54:22
大豐區透天,台東縣臺東市區,51.4年,別墅/透天,16.17,16.17,4房2廳1衛,1樓/0樓,無車位,685,PS119291HB,2025-09-30 16:54:22
馬偕優地段收租透天,台東縣臺東市區,46.9年,別墅/透天,24.57,24.57,5房2廳5衛,1-2樓/0樓,無車位,1,PS120972HB,2025-09-30 16:54:22
台東市近東海運動公園大面寬透天,台東縣臺東市中華路二段,45.1年,別墅/透天,35.99,33.18,5房2廳1.5衛,1-3樓/0樓,其他,880,PS122920HB,2025-09-30 16:54:22
富山望海大農地B農73,台東縣卑南鄉富山段,,土地,7519.12,,,0樓/0樓,無車位,8,PB02691GH,2025-09-30 16:54:22
全聯好市店住,台東縣臺東市開封街,46.3年,店面,5.41,5.41,7房3廳2衛,1-2樓/0樓,無車位,1,PB03818GH,2025-09-30 16:54:22
漢中邊間,台東縣臺東市漢中街,29.5年,別墅/透天,62.84,50.63,4房2廳2.5衛,1-4樓/4樓,無車位,1,PB03989GH,2025-09-30 16:54:22
港灣小屋建地,台東縣東河鄉南都蘭段,,土地,50.88,,,0樓/0樓,無車位,1,PB04002GH,2025-09-30 16:54:22
太平前後路農地,台東縣卑南鄉利家段,,土地,907.5,,,0樓/0樓,無車位,650,PB04096GH,2025-09-30 16:54:22
清新優美旅館,台東縣臺東市和平街,44.3年,店面,412.99,412.99,30房32衛,1-4樓/4樓,其他,13,PB04184GH,2025-09-30 16:54:22
C202獨棟電梯霸氣美墅,台東縣臺東市更生北路,5.4年,別墅/透天,186.54,173.27,11房2廳12衛,1-4樓/4樓,無車位,5,PS112988HB,2025-09-30 16:54:22
知本省道旁都內農地,台東縣臺東市區,,土地,1572.7,,,0樓/0樓,無車位,1,PS114130HB,2025-09-30 16:54:22
D183更生路招財店住,台東縣臺東市更生路,72.7年,店面,19.35,19.35,4房1廳3衛,1樓/0樓,無車位,2,PS117133HB,2025-09-30 16:54:22
C241石山社區全新別墅B,台東縣臺東市吉林路一段,1.4年,別墅/透天,55.72,51.15,3房2廳4衛,1-3樓/0樓,無車位,1,PS118788HB,2025-09-30 16:54:22
豐里農建地,台東縣臺東市區,,土地,269.06,,,0樓/0樓,無車位,1,PS122240HB,2025-09-30 16:54:22
豐里方正農地,台東縣臺東市區,,土地,771.41,,,0樓/0樓,無車位,600,LS84084HB,2025-09-30 16:54:22
豐田面寬別墅,台東縣臺東市豐利段,32.6年,別墅/透天,41.79,41.79,4房2廳2衛,1-3樓/3樓,無車位,968,PB03405GH,2025-09-30 16:54:22
樂活海景農地,台東縣東河鄉南佳里段,,土地,438.32,,,0樓/0樓,無車位,420,PB03782GH,2025-09-30 16:54:30
徐州街電梯別墅,台東縣臺東市徐州街,0.7年,別墅/透天,82.84,77.02,4房2廳5衛,1-4樓/4樓,無車位,2,PB04127GH,2025-09-30 16:54:30
東海11外環道臨路大面寬好農地,台東縣臺東市東海段,,土地,7992.74,,,0樓/0樓,無車位,20,GS132912HB,2025-09-30 16:54:30
台東市山西臨路面寬優質農地~左,台東縣臺東市德安段,,土地,3505.98,,,0樓/0樓,無車位,1,GS136497HB,2025-09-30 16:54:30
F160-知本富裕人生建地F,台東縣臺東市富裕路,,土地,75.3,,,0樓/0樓,無車位,903,LS106346HB,2025-09-30 16:54:30
漢中邊間別墅,台東縣臺東市區,32.8年,別墅/透天,58.1,58.1,4房2廳4衛,1-3樓/3樓,無車位,2,LS116717HB,2025-09-30 16:54:30
【專任】康樂建地249坪,台東縣臺東市區,,土地,249.87,,,0樓/0樓,無車位,2,PS120725HB,2025-09-30 16:54:30
【專任】皇家免整理三房華廈,台東縣臺東市區,43.9年,華廈,37.11,27.68,3房2廳2衛,3樓/7樓,無車位,666,PS121842HB,2025-09-30 16:54:30
A162南一輕屋齡2房華廈,台東縣臺東市南一街,5.2年,華廈,22.96,15.74,2房1廳1衛,5樓/5樓,無車位,660,PS122264HB,2025-09-30 16:54:30
A136天后之星精品2房,台東縣臺東市仁愛街,1.0年,華廈,31.41,18.86,2房2廳1衛,2樓/5樓,其他,1,PS122781HB,2025-09-30 16:54:30
別148 太麻里獨棟大坪數別墅,台東縣太麻里鄉太麻里至善路,29.9年,別墅/透天,103.69,97.9,9房1廳6衛,2樓/0樓,無車位,1,PS123092HB,2025-09-30 16:54:30
中興路起家厝,台東縣臺東市中興路二段,14.3年,店面,66.51,64.97,4房1廳5衛,1-3樓/3樓,無車位,1,LB05215GH,2025-09-30 16:54:30
原保日月星辰資材室F別47,台東縣卑南鄉東園三街,,土地,2846.53,13.34,1廳1衛,0樓/0樓,無車位,1,PB03008GH,2025-09-30 16:54:30
東華小巧華廈A公53,台東縣臺東市市區,31.9年,華廈,22.84,16.59,2房2廳1衛,2樓/7樓,無車位,420,PB03231GH,2025-09-30 16:54:30
市區電梯金店面,台東縣臺東市台東段,1.9年,別墅/透天,106.57,100.28,6房1廳7衛,1-4樓/4樓,無車位,3,PB03379GH,2025-09-30 16:54:30
芒中有序美農地,台東縣臺東市豐里段,,土地,1537.06,,,0樓/0樓,無車位,1,PB03887GH,2025-09-30 16:54:30
興隆農建地,台東縣東河鄉北八里段,,土地,309.14,,,0樓/0樓,無車位,769,PB04149GH,2025-09-30 16:54:30
近農工資材室果園,台東縣臺東市光明段,,土地,800.11,,,0樓/0樓,無車位,1,PB04312GH,2025-09-30 16:54:30
H057鹿野牛樟風景好農地,台東縣鹿野鄉鹿寮路,,土地,1510.99,,,0樓/0樓,無車位,1,LS118430HB,2025-09-30 16:54:30
259新社豪門四房大透天,台東縣臺東市新社三路,56.7年,別墅/透天,20.01,20.01,4房2廳2衛,1-2樓/2樓,無車位,1,OS213710HB,2025-09-30 16:54:30
B159近車站高報投透天,台東縣臺東市北安路,44.9年,別墅/透天,35.03,35.03,7房2廳6衛,1-2樓/2樓,無車位,900,PS114453HB,2025-09-30 16:54:38
C239綠意滿屋植感別墅,台東縣臺東市大忠路,16.3年,別墅/透天,65.73,59.82,5房2廳4衛,1-3樓/0樓,無車位,1,PS118645HB,2025-09-30 16:54:38
【專任】仁區電梯豪宅,台東縣臺東市區,2.3年,別墅/透天,82.07,76.91,4房3廳5衛,1-3樓/3樓,其他,3,PS119314HB,2025-09-30 16:54:38
大地坪三角窗別墅,台東縣臺東市區,31.1年,別墅/透天,82.91,82.91,4房5廳3衛,1-4樓/4樓,其他,1,PS120038HB,2025-09-30 16:54:38
G210近太平國小農地+合法資,台東縣卑南鄉太平路,,土地,709.97,,,0樓/0樓,無車位,650,PS120499HB,2025-09-30 16:54:38
知本酪梨農地,台東縣臺東市區,,土地,1167.95,,,0樓/0樓,無車位,992,PS122956HB,2025-09-30 16:54:38
轉角麒麟地,台東縣臺東市豐川段,,土地,26.52,,,0樓/0樓,無車位,318,PB03358GH,2025-09-30 16:54:38
石山水電齊全農地,台東縣臺東市石山段,,土地,3118.47,,,0樓/0樓,無車位,1,PB03986GH,2025-09-30 16:54:38
溫泉地熱開發旁大農地D農79,台東縣太麻里鄉太麻里,,土地,9990.84,,,0樓/0樓,無車位,6,PB04162GH,2025-09-30 16:54:38
知本小農地,台東縣臺東市雲南路,,土地,166.38,,,0樓/0樓,無車位,130,PB04355GH,2025-09-30 16:54:38
台東長濱大地坪觀山觀海農地,台東縣長濱鄉大霸來段,,土地,1355.81,,,0樓/0樓,無車位,680,KS186170HB,2025-09-30 16:54:38
D212仁區9套房店住,台東縣臺東市仁二街,40.0年,別墅/透天,40.11,40.11,9房9衛,1-2樓/2樓,無車位,1,PS120712HB,2025-09-30 16:54:38
附小旁採光好公寓,台東縣臺東市區,43.5年,公寓,32.36,28.73,3房2廳2衛,3樓/4樓,無車位,598,PS123064HB,2025-09-30 16:54:38
透73 太平靜巷透天,台東縣卑南鄉太平路,38.9年,別墅/透天,36.68,33.57,3房2廳2衛,2樓/0樓,無車位,530,PS123327HB,2025-09-30 16:54:38
F364池上大面寬建地A,台東縣池上鄉大池段,,土地,80.08,,,0樓/0樓,無車位,798,PS123589HB,2025-09-30 16:54:38
都蘭平坦面海農地,台東縣東河鄉阿都蘭段,,土地,1007.13,,,0樓/0樓,無車位,850,PB03637GH,2025-09-30 16:54:38
卑南社區大建地,台東縣臺東市南清段,,土地,971.17,,,0樓/0樓,無車位,13,PB03862GH,2025-09-30 16:54:38
鐵花村商辦,台東縣臺東市安慶街,29.2年,別墅/透天,657.99,612.98,25房2廳27衛,1-6樓/6樓,無車位,17,SB04083GH,2025-09-30 16:54:38
1.2分小小牛樟樹園優質農地B,台東縣臺東市永豐段,,土地,363,,,0樓/0樓,無車位,510,GS138544HB,2025-09-30 16:54:38
高品質溫室荖葉園區,台東縣臺東市中興路四段,10.9年,土地,14904.78,289.63,2房2廳3衛,0樓/0樓,無車位,20,LS105043HB,2025-09-30 16:54:38
G314綠野仙蹤造林農地B,台東縣臺東市射馬干段,,土地,884.28,,,0樓/0樓,無車位,628,PS114017HB,2025-09-30 16:54:48
【專任】台11線旁建地,台東縣臺東市區,,土地,19.18,,,0樓/0樓,無車位,280,PS115997HB,2025-09-30 16:54:48
H066鹿野龍田三角窗農地【專,台東縣鹿野鄉光榮路,,土地,2588.74,,,0樓/0樓,無車位,2,PS116010HB,2025-09-30 16:54:48
南王7米面寬別墅,台東縣臺東市區,6.9年,別墅/透天,62.01,59.03,5房2廳3衛,1-3樓/3樓,其他,1,PS122459HB,2025-09-30 16:54:48
東河椰林渡假農舍F別23,台東縣東河鄉郡界,11.0年,別墅/透天,14.92,14.92,2房1廳1衛,1樓/1樓,無車位,2,LB06226GH,2025-09-30 16:54:48
好樂迪收租店面,台東縣臺東市中華路一段,39.5年,店面,92.21,87.5,6房7衛,-1-4樓/4樓,無車位,3,PB04084GH,2025-09-30 16:54:48
南王面寬建地,台東縣臺東市南王段,,土地,59.76,,,0樓/0樓,無車位,900,PB04105GH,2025-09-30 16:54:48
台東市山西臨路面寬優質農地~右,台東縣臺東市康樂段,,土地,1351.27,,,0樓/0樓,無車位,738,GS136498HB,2025-09-30 16:54:48
F157-知本富裕人生建地C,台東縣臺東市吉泰路,,土地,490.92,,,0樓/0樓,無車位,7,LS106326HB,2025-09-30 16:54:48
J443宜灣環山農地,台東縣成功鎮大濱段宜灣小段,,土地,1427.8,,,0樓/0樓,無車位,423,PS113613HB,2025-09-30 16:54:48
J464超級無敵海景農地,台東縣成功鎮北都歷段,,土地,786.5,,,0樓/0樓,無車位,910,PS115592HB,2025-09-30 16:54:48
D175開封電梯金店面,台東縣臺東市開封街,1.9年,店面,106.57,102.97,6房2廳7衛,1-4樓/0樓,無車位,3,PS116192HB,2025-09-30 16:54:48
建18-20 太麻里曙光大建地,台東縣太麻里鄉德其段,,土地,792.89,,,0樓/0樓,無車位,5,PS117225HB,2025-09-30 16:54:48
台東市更生北路有故事別墅,台東縣臺東市更生北路,27.8年,別墅/透天,57.2,53.49,3房3廳3衛,1-3樓/0樓,無車位,1,PS119784HB,2025-09-30 16:54:48
太平精緻全新別墅Ａ５,台東縣卑南鄉太平路,1.4年,別墅/透天,49.03,45.35,4房2廳4衛,1-3樓/3樓,無車位,1,PS121675HB,2025-09-30 16:54:48
市區稀有百坪別墅,台東縣臺東市區,34.6年,別墅/透天,197.26,190.95,6房4廳4衛,-1-3樓/3樓,其他,5,PS122339HB,2025-09-30 16:54:48
知本九族套房B,台東縣卑南鄉溫泉路,30.5年,華廈,13.83,11.37,1房1衛,6樓/10樓,無車位,182,PB02815GH,2025-09-30 16:54:48
永安都計農地,台東縣臺東市中清段,,土地,302.5,,,0樓/0樓,無車位,480,PB03619GH,2025-09-30 16:54:48
卑南迷你花園建地,台東縣臺東市中清段,,土地,20.19,,,0樓/0樓,無車位,200,PB04054GH,2025-09-30 16:54:48
南清段都計農地,台東縣臺東市南清段,,土地,1628.48,,,0樓/0樓,無車位,1,PB04103GH,2025-09-30 16:54:48
泰安田園建地,台東縣卑南鄉利家段,,土地,50.22,,,0樓/0樓,無車位,320,PB04205GH,2025-09-30 16:55:00
古色茶香山莊,台東縣鹿野鄉高台路,40.7年,店面,114.35,114.35,8房3廳6衛,1-2樓/2樓,無車位,2,PB04350GH,2025-09-30 16:55:00
都蘭美景全新農舍,台東縣東河鄉都蘭,3.0年,其它,56.08,56.08,3房1廳4衛,1-2樓/2樓,無車位,4,LS103839HB,2025-09-30 16:55:00
J427成功南美山海景農地,台東縣成功鎮小湊段美山小段,,土地,23609.82,,,0樓/0樓,無車位,7,PS113318HB,2025-09-30 16:55:00
J429八嗡嗡便宜農地,台東縣成功鎮都豐段,,土地,820.43,,,0樓/0樓,無車位,280,PS113416HB,2025-09-30 16:55:00
D176長濱錢錢店住,台東縣長濱鄉長濱,45.5年,別墅/透天,44.53,44.53,4房2廳2衛,1-2樓/2樓,無車位,606,PS116452HB,2025-09-30 16:55:00
中清都內1分農地,台東縣臺東市區,,土地,302.5,,,0樓/0樓,無車位,550,PS119621HB,2025-09-30 16:55:00
農282 飛航綠野B農地,台東縣臺東市豐川段,,土地,1521.33,,,0樓/0樓,無車位,253,PS122035HB,2025-09-30 16:55:00
C278池上田野慢居,台東縣池上鄉文化路,6.0年,其它,114.51,114.51,6房3廳7衛,1-2樓/2樓,無車位,4,PS123084HB,2025-09-30 16:55:00
新站文昌路建地,台東縣臺東市岩灣段,,土地,40.83,,,0樓/0樓,無車位,898,PB04032GH,2025-09-30 16:55:00
馬亨亨稻香大道,台東縣臺東市新生段,,土地,2653.44,,,0樓/0樓,無車位,9,PB04126GH,2025-09-30 16:55:00
池上大坡地重劃朝南漂亮湖景,台東縣池上鄉福原段,,土地,733.82,,,0樓/0樓,無車位,5,RB04282GH,2025-09-30 16:55:00
市郊百坪建地B,台東縣臺東市區,,土地,106.28,,,0樓/0樓,無車位,1,PS102838HB,2025-09-30 16:55:00
J463海岸富裕農地,台東縣成功鎮富民段,,土地,1158.16,,,0樓/0樓,無車位,750,PS115393HB,2025-09-30 16:55:00
B187中華路好機能透天,台東縣臺東市中華路二段,51.4年,別墅/透天,16.17,16.17,4房2廳1衛,1樓/0樓,無車位,685,PS119292HB,2025-09-30 16:55:00
【專任】富貴套房C,台東縣臺東市區,31.9年,華廈,13.91,9.17,1房1衛,4樓/6樓,無車位,70,PS119374HB,2025-09-30 16:55:00
利民路2甲大農地C85,台東縣卑南鄉利民路,,土地,6144.12,,,0樓/0樓,無車位,5,LB07468GH,2025-09-30 16:55:00
東海公園三角窗新透店,台東縣臺東市豐盛路,4.7年,別墅/透天,64.13,58.95,5房2廳5衛,1-3樓/3樓,無車位,2,LS80562HB,2025-09-30 16:55:00
豐田都內農地,台東縣臺東市區,,土地,2137.08,,,0樓/0樓,無車位,1,LS96546HB,2025-09-30 16:55:00
好地段超級店住A店128,台東縣臺東市市區,32.1年,店面,64.09,64.09,4房2廳3衛,1-4樓/4樓,無車位,1,PB03760GH,2025-09-30 16:55:00
東海岸長濱沙灘民宿秘境,台東縣長濱鄉城山,9.4年,別墅/透天,122.95,116.17,8房3廳,1-2樓/2樓,無車位,5,CS174281HB,2025-09-30 16:55:10
J411隆昌懷舊夏雪農地(A),台東縣東河鄉隆昌,,土地,991.45,,,0樓/0樓,無車位,770,PS108079HB,2025-09-30 16:55:10
商業區金店住,台東縣臺東市區,48.4年,店面,89.8,89.8,7房2廳2衛,1-4樓/4樓,無車位,2,PS118455HB,2025-09-30 16:55:10
F340東岸興昌主恩建地,台東縣東河鄉北八里段,,土地,176.71,,,0樓/0樓,無車位,1,PS119615HB,2025-09-30 16:55:10
台東市都內有農電3.8分農地,台東縣臺東市光明段,,土地,1168.26,,,0樓/0樓,無車位,3,PS121952HB,2025-09-30 16:55:10
正市中心收租店住,台東縣臺東市復興路,28.1年,別墅/透天,113.55,111.77,11房1廳6衛,1-4樓/4樓,無車位,2,LS94274HB,2025-09-30 16:55:10
近車站公園農地,台東縣臺東市上岩灣段,,土地,1253.9,,,0樓/0樓,無車位,1,PB02806GH,2025-09-30 16:55:10
邊間全新整理別墅A別163,台東縣臺東市市區,43.6年,別墅/透天,41.85,41.85,5房2廳5衛,1-2樓/2樓,無車位,1,PB03598GH,2025-09-30 16:55:10
初鹿商圈農建地,台東縣卑南鄉梅園段,,土地,429.7,,,0樓/0樓,無車位,860,PB04138GH,2025-09-30 16:55:10
在屾聚落面海平房,台東縣大武鄉大鳥,29.6年,別墅/透天,22.22,22.22,6房3廳2衛,1樓/1樓,無車位,360,PB04267GH,2025-09-30 16:55:10
長沙三角窗店住A店162,台東縣臺東市市區,36.3年,店面,54.76,53.65,6房2廳3衛,1-3樓/3樓,無車位,1,PB04341GH,2025-09-30 16:55:10
獨棟耀眼大別墅,台東縣臺東市區,10.4年,別墅/透天,73.65,64.74,5房2廳6衛,1-3樓/3樓,其他,1,PS116470HB,2025-09-30 16:55:10
【專任】豐田便利小屋,台東縣臺東市區,46.6年,別墅/透天,22.82,11.98,2房2廳1.5衛,1樓/1樓,無車位,200,PS120168HB,2025-09-30 16:55:10
A156東望高樓層景觀3房,台東縣臺東市四維路三段,31.5年,大樓,31.37,24.76,3房2廳2衛,14樓/14樓,無車位,688,PS121167HB,2025-09-30 16:55:10
B045中華小資宅,台東縣臺東市中華路三段,14.3年,別墅/透天,16.06,16.06,2房2廳1衛,1樓/1樓,無車位,620,PS121694HB,2025-09-30 16:55:10
靜謐舒心庭園農舍,台東縣臺東市區,15.3年,別墅/透天,53.33,51.8,10房4廳11衛,1-2樓/0樓,其他,4,PS123341HB,2025-09-30 16:55:10
知本靜謐農地,台東縣臺東市知本段,,土地,1143.75,,,0樓/0樓,無車位,818,LB06546GH,2025-09-30 16:55:10
利嘉兩甲面海農地,台東縣卑南鄉利泰段,,土地,6144.12,,,0樓/0樓,無車位,5,LB06694GH,2025-09-30 16:55:10
