標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
◆仁四路黃金旺鋪,基隆市仁愛區仁四路,77.8年,公寓,16.33,16.33,1房1衛,1樓/3樓,無車位,3,2036756CT,2025-10-02 03:17:40
●天驕美套房+車位,基隆市安樂區樂利三街,28.7年,大樓,17.79,6.75,1房1廳1衛,4樓/20樓,升降平面車位,450,2040034CT,2025-10-02 03:17:40
【冠軍】東明正路旁唯一低樓層,基隆市信義區東明路,56.0年,公寓,23.32,23.31,3房1廳2衛,2樓/4樓,無車位,698,2053525CT,2025-10-02 03:17:40
新橫濱2夢悅城金店S7,基隆市中山區復興路,1.7年,店面,66.46,37.49,,1樓/13樓,坡道平面車位,3,WS58757HB,2025-10-02 03:17:40
新橫濱2夢悅城金店S11,基隆市中山區復興路,1.7年,店面,65.4,39.74,,1樓/13樓,坡道機械車位,3,WS58852HB,2025-10-02 03:17:40
海科館旁成家美屋,基隆市中正區漁港三街,42.2年,公寓,27.29,27.29,3房2廳2衛,4樓/5樓,無車位,398,XS130040HB,2025-10-02 03:17:40
翰林小城露台戶車位,基隆市安樂區武崙街,7.0年,華廈,35.52,16.06,2房1廳1衛,1樓/7樓,坡道平面車位,1,XS133236HB,2025-10-02 03:17:40
東信精品,基隆市信義區東信路,44.9年,公寓,25.53,23.37,3房2廳1衛,4樓/5樓,無車位,498,XS134629HB,2025-10-02 03:17:49
南榮路電梯美三房,基隆市仁愛區南榮路,30.0年,華廈,25.85,23.59,3房2廳2衛,2樓/0樓,無車位,850,XS134808HB,2025-10-02 03:17:49
長安街大坪數透天,基隆市七堵區長安街,27.0年,別墅/透天,50.03,49.47,4房3廳3衛,4樓/0樓,無車位,1,XS135091HB,2025-10-02 03:17:49
中正平地精裝美寓,基隆市中正區中正路,40.7年,公寓,32.96,32.96,4房1廳2衛,4樓/5樓,無車位,598,XS135095HB,2025-10-02 03:17:49
祥豐街海大宿舍美寓,基隆市中正區祥豐街,42.2年,公寓,35.16,35.16,3房2廳2衛,4樓/5樓,無車位,650,XS136331HB,2025-10-02 03:17:49
暖暖好吉市美三房,基隆市暖暖區碇內街,12.1年,大樓,38.52,29.34,3房2廳2衛,5樓/14樓,無車位,1,XS138444HB,2025-10-02 03:17:49
孝一路頂樓溫馨美寓,基隆市仁愛區孝一路,50.6年,公寓,19.15,19.15,3房1廳1衛,4樓/4樓,無車位,498,YS157843HB,2025-10-02 03:17:49
德育旁公寓四樓,基隆市中山區復興路,42.3年,公寓,30.44,30.44,2房1廳1衛,4樓/5樓,無車位,498,YS166233HB,2025-10-02 03:17:49
百福小資五套房,基隆市七堵區百六街,44.8年,公寓,28.28,28.28,5房5衛,4樓/5樓,無車位,880,YS178799HB,2025-10-02 03:17:49
專任~百三福一交叉口店面,基隆市七堵區福一街,42.8年,店面,34.31,32.37,,1樓/5樓,無車位,1,ZS195528HB,2025-10-02 03:17:49
陽光清淨四房+車位,基隆市安樂區樂利三街,33.3年,公寓,44.49,27.32,4房2廳3衛,5樓/5樓,坡道平面車位,698,OS214045HB,2025-10-02 03:17:49
市中心精美三房,基隆市仁愛區孝二路,49.1年,公寓,25.85,24.37,3房2廳2衛,4樓/5樓,無車位,658,S2891306PA,2025-10-02 03:17:49
928AO基隆安樂區住三建地,基隆市安樂區湖海段,,土地,3641.27,,,0樓/0樓,無車位,27,TS134183HB,2025-10-02 03:17:49
仁愛區全新美妝透天II,基隆市仁愛區獅球路,63.0年,別墅/透天,23.92,23.92,4房3廳2衛,1-2樓/2樓,無車位,638,XS127789HB,2025-10-02 03:17:49
幸福前區成家屋,基隆市暖暖區碇內街,29.6年,華廈,35.24,25.61,3房2廳2衛,6樓/10樓,無車位,520,XS133240HB,2025-10-02 03:17:49
祥豐投資透天(分租套房),基隆市中正區祥豐街,54.0年,別墅/透天,98.83,98.83,12房12衛,-1-4樓/4樓,無車位,3,XS133509HB,2025-10-02 03:17:49
民生低總價幸福2樓3房,基隆市信義區深澳坑路,30.3年,公寓,21.29,19.54,3房2廳2衛,2樓/4樓,無車位,488,XS133674HB,2025-10-02 03:17:49
大慶低總價398萬3房,基隆市安樂區中和路,30.7年,公寓,27.33,23.07,3房2廳1衛,5樓/0樓,無車位,398,XS134855HB,2025-10-02 03:17:49
暖暖街電梯華廈,基隆市暖暖區暖暖街,6.5年,華廈,32.61,23.22,3房1廳2衛,3樓/5樓,無車位,1,XS135124HB,2025-10-02 03:17:49
一特愛買特區3房車,基隆市信義區深溪路,26.7年,華廈,41.61,24.19,3房2廳2衛,7樓/7樓,坡道平面車位,1,XS136329HB,2025-10-02 03:17:49
仁愛華四街,基隆市仁愛區華四街,52.3年,公寓,25.94,25.94,3房2廳2衛,4樓/4樓,無車位,868,XS137251HB,2025-10-02 03:17:58
台北大國(耶魯幼兒園),基隆市安樂區武嶺街,29.8年,華廈,29.5,27.13,3房2廳2衛,7樓/7樓,無車位,798,XS137296HB,2025-10-02 03:17:58
喜市景觀三房,基隆市安樂區中和路,28.4年,大樓,33.57,26.7,3房2廳2衛,21樓/22樓,無車位,598,XS138088HB,2025-10-02 03:17:58
麗景天下大坪數毛胚屋,基隆市七堵區麗景一街,33.8年,辦公,112.84,87.05,,4樓/4樓,無車位,1,XS138171HB,2025-10-02 03:17:58
基金一路電梯美套房,基隆市安樂區基金一路,32.7年,大樓,11.38,6.95,1房1廳1衛,5樓/12樓,無車位,268,XS138533HB,2025-10-02 03:17:58
中平街我愛成家屋,基隆市安樂區中平街,47.1年,公寓,20.81,20.81,2房2廳1衛,5樓/5樓,無車位,368,YS141486HB,2025-10-02 03:17:58
孝三路車站商圈美寓,基隆市仁愛區孝三路,33.9年,公寓,15.12,13.64,1房1廳1衛,4樓/5樓,無車位,428,YS167498HB,2025-10-02 03:17:58
仁愛大戶,基隆市仁愛區華四街,52.3年,公寓,25.94,25.94,7房2廳5衛,4樓/4樓,無車位,838,YS177552HB,2025-10-02 03:17:58
桃花源低樓層樓中樓,基隆市信義區花源一街,35.8年,公寓,39.05,32.15,3房2廳2衛,2-3樓/5樓,無車位,698,YS180325HB,2025-10-02 03:17:58
東信路雙店面,基隆市信義區東信路,51.8年,店面,36,36,2廳2衛,1樓/4樓,無車位,1,YS180505HB,2025-10-02 03:17:58
●建德山莊美景四房,基隆市安樂區安和一街,29.2年,大樓,44.34,34.11,4房2廳1衛,16樓/16樓,無車位,1,2005784CT,2025-10-02 03:17:58
【冠軍】培德路正路邊3樓3房,基隆市信義區培德路,35.2年,公寓,32.81,29.99,3房2廳2衛,3樓/5樓,無車位,598,2047007CT,2025-10-02 03:17:58
專任基隆中正頂佳宅,基隆市中正區豐稔街,52.0年,公寓,23.29,23.29,7房4廳4衛,4樓/4樓,無車位,598,WS60411HB,2025-10-02 03:17:58
8141大武崙透天大廠,基隆市安樂區武訓街,35.8年,廠房,1417.61,1354.19,,-1-3樓/3樓,無車位,35,XS128872HB,2025-10-02 03:17:58
基隆101景觀套房1,基隆市中正區信一路,24.6年,套房,10.76,6.49,1房1衛,26樓/33樓,無車位,615,XS132195HB,2025-10-02 03:17:58
暖暖河畔公園旁電梯,基隆市暖暖區暖暖街,6.5年,華廈,32.61,25.56,2房1廳2衛,3樓/5樓,無車位,1,XS133832HB,2025-10-02 03:17:58
稀有鳳陽花谷大五房加平面車位,基隆市暖暖區源遠路,30.1年,公寓,68.12,47.45,5房3廳2衛,5樓/5樓,無車位,1,XS134372HB,2025-10-02 03:17:58
幸福前區美3房,基隆市暖暖區碇內街,29.6年,華廈,30.12,22.38,3房2廳1衛,3樓/10樓,無車位,468,XS134778HB,2025-10-02 03:17:58
微笑經典3房車,基隆市信義區孝東路,8.0年,大樓,53.25,30.93,3房2廳2衛,10樓/15樓,坡道平面車位,1,XS135136HB,2025-10-02 03:17:58
崇法街美寓,基隆市信義區崇法街,30.9年,公寓,34.62,33.95,3房2廳2衛,5樓/0樓,無車位,460,XS135422HB,2025-10-02 03:17:58
大慶邊間一樓+地下室,基隆市安樂區中和路,30.7年,公寓,39.23,14.83,,1樓/5樓,無車位,1,XS136185HB,2025-10-02 03:18:07
大慶邊間精裝三房,基隆市安樂區中和路,30.7年,公寓,31.96,25.91,3房2廳2衛,5樓/5樓,無車位,428,XS136414HB,2025-10-02 03:18:07
安樂路3F輕奢美宅,基隆市安樂區安樂路一段,35.7年,公寓,30.97,30.55,3房2廳2衛,3樓/4樓,無車位,798,XS136703HB,2025-10-02 03:18:07
培德低總價美三房,基隆市信義區培德路,47.2年,公寓,26.49,26.49,3房1廳2衛,4樓/4樓,無車位,498,XS137001HB,2025-10-02 03:18:07
中平街精美大戶,基隆市安樂區中平街,47.1年,公寓,38.58,35.11,4房2廳1衛,4樓/4樓,無車位,538,XS137217HB,2025-10-02 03:18:07
廟口旁透天店面,基隆市仁愛區仁三路,75.8年,別墅/透天,81.1,76.09,,1-5樓/5樓,無車位,5,XS137638HB,2025-10-02 03:18:07
信義東明唯美2樓,基隆市信義區東明路,56.0年,公寓,23.32,22.06,3房1廳2衛,2樓/4樓,無車位,698,XS137681HB,2025-10-02 03:18:07
百福低總價2樓,基隆市七堵區福六街,42.8年,公寓,25.94,25.94,3房2廳1衛,2樓/5樓,無車位,588,XS137761HB,2025-10-02 03:18:07
法院商圈4樓,基隆市信義區東明路,52.5年,公寓,22.8,22.8,2房2廳1衛,4樓/4樓,無車位,438,YS178406HB,2025-10-02 03:18:07
百福幸福溫馨二房美寓,基隆市七堵區百七街,45.2年,公寓,30.07,26.72,2房2廳1衛,2樓/4樓,無車位,890,YS180264HB,2025-10-02 03:18:07
C7118七堵農地+農舍魚池,基隆市七堵區友二段,,土地,1760.25,,,0樓/0樓,無車位,3,ZS195752HB,2025-10-02 03:18:07
【冠軍】喜市最前區景觀四房,基隆市安樂區中和路,28.4年,大樓,43.95,35.91,4房2廳2衛,13樓/22樓,無車位,698,2011378CT,2025-10-02 03:18:07
●安和一街寧靜三房,基隆市安樂區安和一街,45.2年,公寓,21.9,21.9,3房2廳1衛,4樓/5樓,無車位,465,2049416CT,2025-10-02 03:18:07
橘郡前區,基隆市安樂區麥金路,28.2年,大樓,32.32,23.98,3房1廳1.5衛,8樓/15樓,無車位,1,XB09081GH,2025-10-02 03:18:07
市區美透天,基隆市仁愛區龍安街,50.8年,別墅/透天,12.12,12.12,5房1廳5衛,1樓/0樓,無車位,788,XB09248GH,2025-10-02 03:18:07
專幸福圓環景觀2房,基隆市暖暖區碇內街,29.6年,華廈,23.6,16.74,2房1廳1衛,10樓/10樓,無車位,348,XS124428HB,2025-10-02 03:18:07
好幸福電梯2+1房,基隆市暖暖區碇內街,29.6年,華廈,35.48,25.83,2房2廳2衛,1-10樓/10樓,無車位,568,XS130489HB,2025-10-02 03:18:07
信義平地一樓,基隆市信義區月眉路,28.8年,公寓,16.46,16.14,2房1廳1衛,0樓/5樓,無車位,498,XS132752HB,2025-10-02 03:18:07
登輝一樓車可到門口,基隆市中正區新豐街,28.9年,公寓,28.17,19.53,3房2廳1衛,1樓/5樓,無車位,758,XS134675HB,2025-10-02 03:18:07
安樂高中旁三房,基隆市安樂區安一路,50.8年,公寓,21.16,21.16,3房2廳1衛,4樓/4樓,無車位,338,XS135806HB,2025-10-02 03:18:07
仁愛國小旁精裝1樓,基隆市仁愛區仁二路,56.5年,公寓,26.17,26.17,4房2廳2衛,-1-1樓/4樓,無車位,1,XS136306HB,2025-10-02 03:18:17
漁港三街一樓美屋,基隆市中正區漁港三街,42.2年,公寓,27.18,24.44,2房2廳2衛,1樓/5樓,無車位,888,XS136494HB,2025-10-02 03:18:17
東信路美三房,基隆市信義區東信路,43.4年,公寓,26.4,23.87,3房2廳1衛,5樓/5樓,無車位,498,XS136510HB,2025-10-02 03:18:17
七堵友蚋透天.深山裡房屋是持份,基隆市七堵區華新二路,29.2年,別墅/透天,31.7,48.2,4房2廳3衛,1-3樓/3樓,無車位,568,XS136642HB,2025-10-02 03:18:17
龍邸中國成家三房車位,基隆市安樂區基金一路,28.8年,華廈,42.38,29.23,3房2廳2衛,7樓/7樓,坡道平面車位,815,XS136943HB,2025-10-02 03:18:17
武隆街大透天,基隆市安樂區武隆街,29.8年,別墅/透天,56.3,32.28,6房3廳4衛,1-3樓/3樓,無車位,1,XS137706HB,2025-10-02 03:18:17
獨家東信路稀有透天,基隆市信義區東信路,56.6年,別墅/透天,43.2,43.2,4房2廳2衛,1-2樓/2樓,無車位,1,XS137799HB,2025-10-02 03:18:17
中華路濱海景觀整新3房,基隆市中山區中華路,44.9年,公寓,30.4,28,3房1廳1衛,3樓/4樓,無車位,468,XS138166HB,2025-10-02 03:18:17
女中旁精品美屋,基隆市信義區東信路,44.9年,公寓,25.53,25.53,3房2廳1衛,4樓/5樓,無車位,498,XS138397HB,2025-10-02 03:18:17
深美邊間庭院四房美透天,基隆市信義區深美街,20.2年,別墅/透天,65.08,65.08,4房4廳4衛,1-5樓/5樓,無車位,2,YS170355HB,2025-10-02 03:18:17
劉銘傳路3房裝潢屋,基隆市仁愛區劉銘傳路,51.0年,公寓,27.21,27.21,3房1廳1衛,4樓/5樓,無車位,598,YS174556HB,2025-10-02 03:18:17
法院商圈華麗3房,基隆市信義區崇法街,30.9年,公寓,30.94,30.3,3房2廳2衛,2樓/5樓,無車位,668,YS178522HB,2025-10-02 03:18:17
綠葉山莊大邊間別墅雙車位,基隆市七堵區綠葉街,26.3年,別墅/透天,73.87,54.14,5房3廳5衛,-1樓/5樓,坡道平面車位,1,YS192077HB,2025-10-02 03:18:17
【冠軍】麗榮皇冠店面,基隆市中正區信一路,24.6年,大樓,10.19,4.35,,3樓/33樓,無車位,450,2041697CT,2025-10-02 03:18:17
【冠軍】光華國宅稀有大露台三房,基隆市仁愛區成功一路,28.3年,大樓,42.62,28.11,3房2廳2衛,4樓/14樓,坡道平面車位,1,2049799CT,2025-10-02 03:18:17
基隆台北大鎮1F挑高+B1,基隆市安樂區基金一路,30.1年,公寓,63.38,31.2,,1樓/5樓,無車位,998,WS44105HB,2025-10-02 03:18:17
福一街51巷學區房,基隆市七堵區福一街,43.1年,公寓,32.62,32.62,3房2廳2衛,5樓/5樓,無車位,600,XB09119GH,2025-10-02 03:18:17
七堵麗景透天,基隆市七堵區麗景二街,34.5年,別墅/透天,128.06,117.07,6房4廳5衛,-1-3樓/3樓,其他,3,XB09181GH,2025-10-02 03:18:17
正市區媽祖廟旁玄關3房,基隆市仁愛區孝二路,49.1年,公寓,25.85,25.85,3房1廳2衛,4樓/5樓,無車位,658,YB05139GH,2025-10-02 03:18:17
悠活台北電梯豪景別墅,基隆市中正區調和街,8.7年,別墅/透天,94.49,87.21,5房3廳4衛,1-4樓/4樓,無車位,2,OS201472HB,2025-10-02 03:18:17
愛一珍寶文藝娛樂城(收租),基隆市仁愛區愛一路,29.1年,大樓,82.65,68.29,6房2衛,4樓/11樓,無車位,3,XS129781HB,2025-10-02 03:18:26
中正金鑽金店面,基隆市中正區中正路,40.2年,公寓,14.04,12.71,,1樓/5樓,無車位,658,XS130613HB,2025-10-02 03:18:26
中平街四房景觀宅,基隆市安樂區中平街,47.1年,公寓,38.58,38.58,4房2廳2衛,4樓/4樓,無車位,538,XS137011HB,2025-10-02 03:18:26
悅莊庭院別墅(2),基隆市安樂區樂利三街,14.3年,別墅/透天,79.44,70.19,4房3廳3衛,1-3樓/3樓,無車位,2,XS137300HB,2025-10-02 03:18:26
星河繪3房加車位,基隆市中正區調和街,6.6年,大樓,58.66,31.33,3房1廳2衛,3樓/14樓,其他,1,XS137534HB,2025-10-02 03:18:26
華城前區3房,基隆市暖暖區碇內街,29.6年,華廈,30.18,21.21,3房2廳2衛,5樓/10樓,無車位,498,XS137666HB,2025-10-02 03:18:26
武昌街小資美3房,基隆市中正區武昌街,40.3年,公寓,32.25,29.47,3房2廳2衛,2樓/5樓,無車位,760,YS172124HB,2025-10-02 03:18:26
安一路平地一樓4房,基隆市安樂區安一路,45.6年,公寓,25.67,25.67,4房1廳2衛,1樓/4樓,無車位,368,YS174308HB,2025-10-02 03:18:26
市區中正路海景３樓,基隆市中正區中正路,36.9年,辦公,29.68,26.8,3房2廳2衛,3樓/10樓,無車位,1,YS178068HB,2025-10-02 03:18:26
孝二路裝潢美三房,基隆市仁愛區孝二路,49.1年,公寓,25.85,24.37,3房1廳2衛,4樓/5樓,無車位,598,YS181182HB,2025-10-02 03:18:26
復興路極致美學3房3樓,基隆市中山區復興路,45.0年,公寓,30.1,30.1,3房2廳2衛,3樓/4樓,無車位,598,XB09084GH,2025-10-02 03:18:26
培德美寓,基隆市信義區培德路,47.2年,公寓,26.49,23.56,3房2廳2衛,4樓/0樓,無車位,498,S2866068PA,2025-10-02 03:18:26
基隆三坑車站旁店面/自住,基隆市仁愛區龍安街,34.7年,店面,49.05,40,,1樓/6樓,無車位,998,XS134114HB,2025-10-02 03:18:26
城上城登峰美景,基隆市安樂區麥金路,9.7年,大樓,45.38,28.38,3房2廳2衛,17樓/18樓,其他,2,XS134601HB,2025-10-02 03:18:26
麗景綠草如茵三房,基隆市信義區深溪路,26.7年,華廈,33.71,27.15,3房2廳2衛,2樓/7樓,無車位,738,XS136406HB,2025-10-02 03:18:26
培德優美2樓,基隆市信義區培德路,35.2年,公寓,32.42,29.6,3房2廳2衛,2樓/5樓,無車位,768,XS137416HB,2025-10-02 03:18:26
愛一路電梯精裝2房,基隆市仁愛區愛一路,46.9年,華廈,23.17,18.85,2房2廳2衛,4樓/10樓,無車位,1,XS137482HB,2025-10-02 03:18:26
東明精裝三房,基隆市信義區東明路,56.0年,公寓,23.32,23.32,3房1廳2衛,2樓/4樓,無車位,698,XS138155HB,2025-10-02 03:18:26
市區便宜屋,基隆市仁愛區南新街,44.3年,公寓,28.38,28.38,3房2廳1.5衛,4樓/4樓,無車位,288,YS169104HB,2025-10-02 03:18:26
安一路採光3房,基隆市安樂區安一路,53.0年,公寓,20,20,3房2廳1衛,4樓/4樓,無車位,338,YS181106HB,2025-10-02 03:18:26
●新橫濱旁精緻3房,基隆市中山區德安路,39.1年,公寓,34.88,34.88,3房2廳1衛,5樓/5樓,無車位,498,1940559CT,2025-10-02 03:18:34
【冠軍】法院旁非頂樓大三房,基隆市信義區東信路,32.7年,公寓,42.7,36.67,3房2廳3衛,4樓/5樓,無車位,666,1984678CT,2025-10-02 03:18:34
●安樂市場旁一樓,基隆市安樂區安一路,27.8年,公寓,31.86,31.11,2衛,1樓/5樓,無車位,880,1994940CT,2025-10-02 03:18:34
【冠軍】信義之心精緻2房車,基隆市信義區崇法街,5.4年,大樓,38.41,19.49,2房2廳1衛,3樓/9樓,其他,1,2032803CT,2025-10-02 03:18:34
港都亮麗三房,基隆市中正區中正路,55.0年,公寓,21.02,21.02,3房2廳1衛,3樓/4樓,無車位,498,DS89164HB,2025-10-02 03:18:34
夢悅城2金店面租售S20,基隆市中山區復興路,1.7年,店面,109.14,71.04,,1樓/13樓,無車位,5,WS58276HB,2025-10-02 03:18:34
中正海景採光電梯三房,基隆市中正區中正路,36.9年,華廈,29.68,26.8,3房2廳2衛,3樓/10樓,無車位,1,XB09069GH,2025-10-02 03:18:34
藝觀天下3房+車位,基隆市暖暖區暖碇路,27.4年,華廈,37.96,26.51,3房2廳2衛,1樓/0樓,其他,888,XB09243GH,2025-10-02 03:18:34
中平街公寓一樓3房,基隆市安樂區中平街,43.8年,公寓,20.66,20.66,3房1廳1衛,1樓/4樓,無車位,458,YB05024GH,2025-10-02 03:18:34
西定路全聯對面店面,基隆市中山區西定路,43.1年,店面,18.82,18.82,,0樓/0樓,無車位,888,S2590375PA,2025-10-02 03:18:34
願景高景觀二房,基隆市安樂區樂利二街,25.8年,大樓,22.36,13.39,2房2廳1衛,0樓/0樓,無車位,650,S2775929PA,2025-10-02 03:18:34
大慶前區美4房,基隆市安樂區中和路,28.8年,公寓,35.85,25.97,4房2廳2衛,4樓/0樓,無車位,558,S2888327PA,2025-10-02 03:18:34
樂一美公寓,基隆市安樂區樂一路,36.1年,公寓,28.37,26.65,3房1廳2衛,0樓/5樓,無車位,628,S2890437PA,2025-10-02 03:18:34
近安樂市場通風三房,基隆市安樂區安一路,53.0年,公寓,21.67,21.67,3房2廳1衛,4樓/4樓,無車位,338,XS132360HB,2025-10-02 03:18:34
水美精美一樓3房+平車,基隆市中正區觀海街,26.7年,大樓,46.26,27.97,3房2廳2衛,1樓/15樓,其他,838,XS133567HB,2025-10-02 03:18:34
暖中路一F+B1,基隆市暖暖區暖中路,44.1年,公寓,27.16,25.47,2廳2衛,-1-1樓/4樓,無車位,658,XS135938HB,2025-10-02 03:18:34
國揚大地好成家,基隆市安樂區基金一路,29.4年,公寓,30.57,25.66,3房2廳2衛,5樓/5樓,無車位,498,XS137480HB,2025-10-02 03:18:34
安樂宏貿臻璽兩房,基隆市安樂區中和路,1.7年,華廈,26.05,16.47,2房2廳1衛,4樓/8樓,無車位,980,XS138580HB,2025-10-02 03:18:34
星河繪綠景四房+車位,基隆市中正區調和街,6.6年,大樓,58.66,34.91,4房2廳2衛,10樓/14樓,無車位,1,YS163307HB,2025-10-02 03:18:34
仁二路燙金透天店面,基隆市仁愛區仁二路,60.7年,店面,151.92,151.92,,1-3樓/3樓,無車位,12,YS175836HB,2025-10-02 03:18:34
新橫濱旁全新裝潢3房,基隆市中山區復興路,45.0年,公寓,30.09,30.09,3房2廳2衛,3樓/4樓,無車位,598,YS176491HB,2025-10-02 03:18:42
市區東明透天電梯金店面,基隆市信義區東明路,43.3年,店面,86.31,83.04,9房9廳9衛,0樓/1樓,無車位,2,S2645735PA,2025-10-02 03:18:42
仁愛市場旁收租雙套房,基隆市仁愛區精一路,44.4年,公寓,11.23,11.23,2房2衛,0樓/5樓,無車位,438,S2857092PA,2025-10-02 03:18:42
仁愛國小旁精裝一樓+地下室,基隆市仁愛區仁二路,56.5年,公寓,26.17,26.17,4房2廳2衛,1樓/4樓,無車位,1,S2889551PA,2025-10-02 03:18:42
東信路美裝電梯四房,基隆市信義區東信路,32.5年,華廈,41.04,29.82,4房2廳2衛,4樓/0樓,無車位,1,S2895995PA,2025-10-02 03:18:42
正市區收租透天厝,基隆市仁愛區仁二路,59.5年,別墅/透天,38.66,38.66,6房6衛,1-4樓/4樓,無車位,1,XS130571HB,2025-10-02 03:18:42
基隆101景觀套房2,基隆市中正區信一路,24.6年,套房,15.14,9.23,1房1衛,26樓/33樓,無車位,815,XS132191HB,2025-10-02 03:18:42
中正路精美大戶,基隆市中正區中正路,40.7年,公寓,32.96,30.26,4房1廳2衛,4樓/5樓,無車位,598,XS134352HB,2025-10-02 03:18:42
凱撒精裝五房,基隆市信義區深澳坑路,30.7年,華廈,44.52,37.65,5房2廳2衛,10樓/10樓,無車位,930,XS136446HB,2025-10-02 03:18:42
武隆超值一樓,基隆市安樂區武隆街,31.4年,公寓,30.84,24.75,3房2廳2衛,1樓/5樓,無車位,598,XS136717HB,2025-10-02 03:18:42
麗景天下優質3房,基隆市七堵區麗景一街,33.8年,公寓,50.54,41.96,3房2廳2衛,2樓/4樓,無車位,1,XS137383HB,2025-10-02 03:18:42
信義區3F超值大空間,基隆市信義區東明路,46.9年,公寓,28,28,3房2廳2衛,3樓/5樓,無車位,558,XS137385HB,2025-10-02 03:18:42
車站旁電梯商辦,基隆市仁愛區孝三路,32.2年,華廈,24.36,19.26,,2樓/5樓,無車位,818,XS137785HB,2025-10-02 03:18:42
我家鄉村4房車,基隆市七堵區百七街,34.1年,大樓,69.37,45.29,4房2廳2衛,7樓/16樓,其他,1,XS138666HB,2025-10-02 03:18:42
水美成家三房,基隆市中正區觀海街,26.7年,大樓,34.18,24.41,3房2廳1.5衛,12樓/15樓,無車位,768,YS175718HB,2025-10-02 03:18:42
信義國中旁透天厝,基隆市信義區東信路,59.0年,別墅/透天,21.13,21.13,3房1廳3衛,1-3樓/3樓,無車位,898,YS176888HB,2025-10-02 03:18:42
新加坡頂加雅寓,基隆市安樂區基金三路,33.2年,公寓,27.13,26.85,4房3廳3衛,5樓/5樓,無車位,480,YS179127HB,2025-10-02 03:18:42
西定路商業土地,基隆市中山區榮華段,,土地,49.01,,,0樓/0樓,無車位,3,YS179952HB,2025-10-02 03:18:42
安一景觀屋,基隆市安樂區安一路,42.2年,公寓,30.86,28.76,5房3廳2衛,5樓/5樓,無車位,498,YS180737HB,2025-10-02 03:18:42
▲西定路四樓頂加大空間,基隆市中山區西定路,30.6年,公寓,19.77,19.06,2房3廳3衛,4樓/4樓,無車位,580,2021294CT,2025-10-02 03:18:42
◆東信路3樓,基隆市信義區東信路,44.2年,公寓,29.17,27.07,3房2廳1衛,3樓/5樓,無車位,430,2049620CT,2025-10-02 03:18:54
●西定國小旁三房,基隆市中山區西定路,42.1年,公寓,16.41,16.41,3房1廳1衛,4樓/5樓,無車位,338,2053029CT,2025-10-02 03:18:54
●幸福華城前區美屋,基隆市暖暖區碇內街,29.6年,大樓,39.41,29.48,1房1廳1衛,3樓/10樓,無車位,600,2057609CT,2025-10-02 03:18:54
【冠軍】國城溫馨三房,基隆市安樂區樂利三街,46.9年,公寓,24.04,24.04,3房2廳2衛,4樓/4樓,無車位,498,2058941CT,2025-10-02 03:18:54
暖暖源遠全聯面寬金店,基隆市暖暖區源遠路,29.7年,店面,402.64,282.37,,-1樓/12樓,無車位,19,WS31367HB,2025-10-02 03:18:54
武昌街1樓美屋,基隆市中正區武昌街,47.2年,公寓,21.29,21.29,1房1廳2衛,1樓/4樓,無車位,598,XB09216GH,2025-10-02 03:18:54
我泉山莊大戶5房+雙車位,基隆市中正區新豐街,12.1年,華廈,115.31,67.14,5房3廳4衛,1-6樓/0樓,坡道平面車位,2,YB04199GH,2025-10-02 03:18:54
大慶前區裝潢4房2衛,基隆市安樂區中和路,28.8年,公寓,35.84,29.95,4房1廳2衛,4樓/5樓,無車位,558,YB04913GH,2025-10-02 03:18:54
東明路二樓雙衛,基隆市信義區東明路,55.4年,公寓,18.79,18.79,2廳2衛,2樓/2樓,無車位,288,YB05114GH,2025-10-02 03:18:54
義二路店面,基隆市中正區義二路,25.7年,店面,203.81,72.54,,2樓/0樓,其他,5,S2537702PA,2025-10-02 03:18:54
七堵友一段土地,基隆市七堵區大成街,,土地,139.21,,,0樓/0樓,無車位,320,XS110828HB,2025-10-02 03:18:54
水美溫馨明亮美3房,基隆市中正區觀海街,26.7年,大樓,28.84,21.92,3房2廳2衛,13樓/16樓,無車位,698,XS132958HB,2025-10-02 03:18:54
國家新城邊間店面,基隆市安樂區樂利三街,36.9年,店面,27.83,26.45,,1樓/5樓,無車位,1,XS133301HB,2025-10-02 03:18:54
南新收租套房,基隆市仁愛區南新街,54.0年,公寓,23.8,23.8,3房3衛,4樓/4樓,無車位,428,XS133307HB,2025-10-02 03:18:54
廟口二三四五樓連賣,基隆市仁愛區仁四路,77.8年,公寓,31.43,31.43,5房4廳4衛,2-5樓/5樓,無車位,1,XS134127HB,2025-10-02 03:18:54
七堵綠意東居2房+平面車位,基隆市七堵區泰安路,6.0年,華廈,37.74,15.98,2房2廳1衛,4樓/7樓,升降平面車位,1,XS135108HB,2025-10-02 03:18:54
暖暖美寓,基隆市暖暖區暖暖街,33.3年,公寓,35.52,33.94,3房2廳2衛,4樓/5樓,無車位,868,XS136055HB,2025-10-02 03:18:54
復興路邊間美透天,基隆市中山區復興路,54.7年,別墅/透天,23.23,23.23,4房1廳2衛,1-2樓/2樓,無車位,688,XS137013HB,2025-10-02 03:18:54
新橫濱店面出租自用兩相宜,基隆市中山區復興路,2.8年,店面,84.69,49.73,,1樓/15樓,坡道平面車位,4,XS137135HB,2025-10-02 03:18:54
