標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
寶睿博苑稀有釋出寶睿博苑,新竹市介壽一路,2.2年,大樓,46.99,23.25,2房2廳2衛,16樓/20樓,坡道平面車位,3,0056LG,2025-09-20 11:13:38
清大商圈精緻優美兩房車位,新竹市忠孝路,9.9年,華廈,29.84,17.8,2房2廳1衛,3樓/7樓,塔式車位,1,8147NJ,2025-09-20 11:13:38
牛埔視野三房車位,新竹市牛埔路,31.1年,華廈,36.85,25.87,3房2廳2衛,7樓/7樓,坡道機械車位,1,8115ND,2025-09-20 11:13:38
近東園國小－哈佛學園３房哈佛學園,新竹市園後街,32.0年,華廈,33.53,26.36,3房2廳2衛,4樓/5樓,無車位,1,3278UM,2025-09-20 11:13:38
師院名盧雙出入口好好住師院名盧,新竹市育英路,29.1年,華廈,35.79,28.98,2房2廳1衛,1樓/7樓,坡道機械車位,1,1073MK,2025-09-20 11:13:38
近大庄生活圈套房,新竹市中華路四段,18.2年,華廈/套房,8.74,4.72,1房1衛,6樓/6樓,無車位,288,8141RS,2025-09-20 11:13:38
首購首選綠盛世,新竹市中央路,1.4年,華廈,41.56,24.94,3房2廳2衛,2樓/7樓,塔式車位,2,7335SJ,2025-09-20 11:13:38
近三民國中寧靜２房附車位,新竹市中華路二段,4.1年,華廈,32.13,18.13,2房2廳1衛,2樓/9樓,其他,2,7008AD,2025-09-20 11:13:38
安康低單價雙層５房投資宅,新竹市安康街,34.0年,華廈/店面,51.33,18.89,5房2廳2衛,B1-1樓/5樓,無車位,1,1167MX,2025-09-20 11:13:38
專任森之妍小資美宅附平車,新竹市明湖路,17.3年,套房/華廈,25.79,8.46,1房1衛,4樓/7樓,坡道平面車位,698,6148GY,2025-09-20 11:13:38
買服１％好市多三房平車長春帝王庭園,新竹市長春街,34.8年,公寓,45.34,30.44,3房2廳2衛,4樓/5樓,坡道平面車位,1,7093BV,2025-09-20 11:13:38
專任正群天下視野大四房正群天下,新竹市武陵路,27.7年,大樓,73.85,49.97,4房2廳2衛,13樓/19樓,坡道平面車位,2,3790GK,2025-09-20 11:13:46
瑞士風情四房雙車位瑞士風情,新竹市明湖路,20.3年,華廈,67.13,40.53,4房2廳2衛,2樓/8樓,兩個以上車位,2,6022PP,2025-09-20 11:13:46
培英大塊文章３＋１雙車位大塊文章丙區,新竹市綠水路,20.0年,大樓,63.58,36.43,3房2廳2衛1室,4樓/14樓,兩個以上車位,3,5856LF,2025-09-20 11:13:46
邊間四房海景透亮煙波行館煙波行館,新竹市天府路一段,17.3年,大樓,47.85,26.98,4房2廳2衛,7樓/14樓,坡道平面車位,1,9896NN,2025-09-20 11:13:46
南清大臨路１樓金住店,新竹市南大路,46.2年,公寓/店面,44.06,44.06,2廳1衛1室(含加蓋1衛1室),1樓/5樓,無車位,1,4609UN,2025-09-20 11:13:46
近關東國小首購採光美屋里長伯,新竹市關東路,29.5年,華廈,40.2,25.43,4房2廳2衛(含加蓋3房1衛),7樓/9樓,坡道平面車位,1,7964FK,2025-09-20 11:13:46
漂亮視野興傳附雙車位興傳,新竹市北大路,7.1年,大樓,77.17,41.22,3房2廳2衛,20樓/27樓,兩個以上車位,4,7771HD,2025-09-20 11:13:46
幸福人生３房車位採光讚幸福人生,新竹市金竹路,31.9年,華廈,37.99,27.9,3房2廳2衛,3樓/9樓,坡道機械車位,1,6295FS,2025-09-20 11:13:46
東園培英採光大四房,新竹市園後街,36.0年,公寓,49.69,41.64,4房2廳2衛,5樓/5樓,無車位,1,8961LS,2025-09-20 11:13:46
中華路。優美採光美宅上品院,新竹市中華路二段,12.3年,大樓,63.01,28.81,2房2廳2衛,3樓/18樓,兩個以上車位,2,4550DZ,2025-09-20 11:13:46
品藏一極高樓層一極,新竹市關新路,13.8年,大樓,50.35,28.26,3房2廳2衛,16樓/24樓,坡道平面車位,3,7787ZL,2025-09-20 11:13:46
麗池賦近公園三房車位麗池賦,新竹市公園路,9.4年,華廈,46.94,28.76,3房2廳2衛,5樓/9樓,塔式車位,2,2461JK,2025-09-20 11:13:46
遠百誠品視野２房,新竹市石坊街,13.2年,大樓,21.55,14.71,2房2廳1衛,7樓/11樓,無車位,1,1800LF,2025-09-20 11:13:46
所有格４３３三民學區三房,新竹市中華路二段,0.9年,大樓,45.77,24.53,3房2廳2衛,12樓/15樓,一樓平面車位,3,91051Z,2025-09-20 11:13:46
近北大路麥當勞三房,新竹市仁德街,41.7年,公寓,20.02,20.02,3房2廳1衛,5樓/5樓,無車位,618,5376DH,2025-09-20 11:13:46
北美館質感美裝三房北美館,新竹市北大路,9.4年,大樓,57.76,33.54,3房2廳2衛,6樓/14樓,坡道平面車位,3,0948DR,2025-09-20 11:13:46
近市區採光獨立陽台套房,新竹市境福街,18.3年,華廈,11.59,7.62,1房1廳1衛,4樓/7樓,無車位,478,9185RH,2025-09-20 11:13:46
近園區光復路有陽台套房竣躍關東,新竹市光復路一段,26.1年,華廈/套房,9.34,6.4,1房1廳1衛,2樓/6樓,無車位,450,3280NP,2025-09-20 11:13:46
前庭後院社區型採光美墅,新竹市新香街,30.7年,透天,71.54,67.14,4房2廳3衛,1-4樓/4樓,無車位,2,9954TR,2025-09-20 11:13:46
低總價有車位方正２＋１藝術名宮NO．9,新竹市牛埔路,31.3年,華廈,36.7,26.37,2房2廳2衛1室,2樓/8樓,坡道機械車位,1,1579AJ,2025-09-20 11:13:46
近園區光復路方正套房竣躍關東,新竹市光復路一段,26.1年,華廈/套房,8.97,6.47,1房1廳1衛,2樓/6樓,無車位,430,3575JP,2025-09-20 11:13:56
稀有觀日大地社區型美透天,新竹市新香街,30.7年,透天,48.24,36.68,3房2廳3衛,B1-3樓/3樓,無車位,1,5465US,2025-09-20 11:13:56
近巨城稀有商業辦公室２樓,新竹市北大路,31.4年,辦公/大樓,172.23,121.3,6衛10室,2樓/12樓,兩個以上車位,3,0266QC,2025-09-20 11:13:56
興傳高樓層視野景觀三房興傳,新竹市北大路,7.1年,大樓,55.36,31.91,3房2廳2衛,23樓/27樓,坡道平面車位,3,9274FP,2025-09-20 11:13:56
稀有近園區金山電梯美宅,新竹市金山六街,20.4年,華廈,9.16,6.89,1房1衛,2樓/5樓,無車位,498,5836AF,2025-09-20 11:13:56
森｜ＶＩＬＬＡ,新竹市中華路六段,1.8年,透天,63.06,54.98,3房3廳3衛,1-3樓/3樓,無車位,2,8676QY,2025-09-20 11:13:56
圓周綠黃金樓層圓周綠,新竹市榮濱路,11.8年,大樓,40.76,25.85,3房2廳2衛,8樓/11樓,無車位,1,7993LN,2025-09-20 11:13:56
稀有釋出水晶香榭大套房,新竹市光華街,34.7年,華廈,18.82,15.65,1房2廳1衛,5樓/7樓,無車位,738,2950PN,2025-09-20 11:13:56
家美生活家採光兩房,新竹市中華路三段,28.4年,辦公/大樓,31.4,16.98,2房2廳1衛,3樓/17樓,坡道機械車位,1,1992JW,2025-09-20 11:13:56
近巨城中央路大空間,新竹市中央路,32.2年,華廈,30.99,24.21,2廳1衛,2樓/7樓,無車位,1,43633S,2025-09-20 11:13:56
臻藏－東區美裝潢套房,新竹市中華路二段,33.7年,辦公/大樓,15.42,12.22,1房1廳1衛,7樓/12樓,無車位,588,0556TV,2025-09-20 11:13:56
高樓層視野佳四季悅舍四季悅舍,新竹市經國路二段,17.2年,華廈,20.49,12.99,2房2廳1衛(含加蓋2房),10樓/10樓,無車位,998,8825HZ,2025-09-20 11:13:56
近遠百火車轉站套房,新竹市林森路,36.7年,大樓,7.95,6.25,1房1衛,5樓/12樓,無車位,368,3253NX,2025-09-20 11:13:56
帝閣１２期三房車位,新竹市天府路二段,7.8年,華廈,41.02,24.56,3房2廳2衛,8樓/10樓,坡道機械車位,1,5359CL,2025-09-20 11:13:56
㊝湳雅商圈近百坪大透天,新竹市光華二街,27.8年,別墅/透天,99.06,73.59,5房2廳5衛,B1-4樓/4樓,其他,3,8302QK,2025-09-20 11:13:56
１４間套房透天含加蓋８間,新竹市南大路,25.9年,套房/透天,43.09,43.09,14房1廳14衛(含加蓋8房8衛),1-4樓/4樓,無車位,1,6222YJ,2025-09-20 11:13:56
大坪數四房公寓,新竹市中山路,43.5年,公寓,39.67,39.67,4房4廳2衛(含加蓋1衛),4樓/5樓,無車位,958,0365PS,2025-09-20 11:13:56
近市區大套房,新竹市竹光路,28.6年,大樓,16.94,11.98,1房2廳1衛,9樓/14樓,無車位,658,7222WU,2025-09-20 11:13:56
田美三街稀有電梯３房,新竹市田美三街,31.9年,華廈,37.76,29.08,3房2廳2衛,5樓/7樓,無車位,850,3843UT,2025-09-20 11:13:56
經國路明亮大套房,新竹市經國路二段,28.2年,套房,13.77,8.83,1房1廳1衛,12樓/12樓,無車位,418,5299HK,2025-09-20 11:13:56
福林重劃區２房１室雙平車,新竹市士林西路,2.3年,華廈,60.23,27.49,2房2廳2衛1室,2樓/7樓,兩個以上車位,2,4011QS,2025-09-20 11:14:06
近車站４４坪採光四房,新竹市南門街,38.8年,公寓,44.87,44.87,4房2廳2衛1室,3樓/3樓,無車位,1,1234QK,2025-09-20 11:14:06
買服１％光復國宅三房光復國宅,新竹市建新路,27.9年,大樓,43.28,27.96,3房2廳2衛,11樓/15樓,無車位,1,2783PF,2025-09-20 11:14:06
哈佛世家帝王樓中樓美屋,新竹市關東路,29.6年,大樓,112.21,72.1,4房2廳2衛1室(含加蓋1室),17-18樓/18樓,坡道平面車位,3,4983KC,2025-09-20 11:14:06
近巨城稀有商業辦公室３樓,新竹市北大路,31.4年,辦公/大樓,168.52,121.54,2衛15室,3樓/12樓,兩個以上車位,3,6619FR,2025-09-20 11:14:06
全新交屋稀有露臺戶,新竹市東大路二段,1.2年,大樓,36.28,19.67,2房2廳1衛,2樓/14樓,坡道平面車位,1,7264HV,2025-09-20 11:14:06
鬧中取靜市中心透天,新竹市愛文街,75.8年,透天,27.73,27.73,4房2廳2衛2室(含加蓋2房1衛2室),1-2樓/2樓,無車位,1,7433CG,2025-09-20 11:14:06
有質感美裝潢南大路透天,新竹市南大路,39.9年,透天,34.25,26.92,4房3廳4衛(含加蓋1房1廳1衛),1-2樓/2樓,無車位,1,3708UF,2025-09-20 11:14:06
武陵首購成家美寓,新竹市武陵路,41.3年,公寓,20.83,18.38,2房2廳1衛,2樓/5樓,無車位,698,5056LZ,2025-09-20 11:14:06
近文化中心電梯套房Ｂ,新竹市水田街,33.7年,華廈,10.35,6.94,1房1廳1衛,5樓/5樓,無車位,398,84582X,2025-09-20 11:14:06
近園區陽光國小美透天,新竹市南大路,37.8年,別墅/透天,40.54,32.37,5房2廳2衛1室(含加蓋1室),1-2樓/2樓,一樓平面車位,1,8868WD,2025-09-20 11:14:06
近巨城三民學區辦公室Ａ,新竹市民生路,34.8年,辦公/大樓,85.38,62.77,1廳2衛6室,11樓/12樓,無車位,2,89073D,2025-09-20 11:14:06
近大全聯武陵公寓,新竹市武陵路,43.8年,公寓,34.03,30.04,3房2廳1.5衛,4樓/5樓,無車位,750,6007RZ,2025-09-20 11:14:06
世界首席朝外有棟距採光優,新竹市介壽一路,1.8年,大樓,55.15,26.33,2房2廳2衛,15樓/21樓,坡道平面車位,3,8282VK,2025-09-20 11:14:06
府後公園華廈三房平面車位,新竹市世界街,35.8年,華廈,49.48,37.34,3房2廳2衛,5樓/7樓,坡道平面車位,2,9897TC,2025-09-20 11:14:06
大霖品悅三房車位,新竹市西濱路一段,0.7年,大樓,51.34,26.24,3房2廳2衛,8樓/12樓,一樓平面車位,1,8988YF,2025-09-20 11:14:06
湳中街大地坪透天,新竹市湳中街,44.7年,透天,41.54,38.01,4房4廳4衛(含加蓋3房3廳3衛),1-2樓/2樓,無車位,2,5949ZT,2025-09-20 11:14:06
絕美夢想家三房,新竹市天府路一段,6.7年,華廈,34.66,15.79,3房2廳1衛,6樓/9樓,坡道平面車位,1,7055GL,2025-09-20 11:14:06
探索２１高樓森林視野美屋探索21,新竹市經國路三段,15.1年,大樓,70.14,35.88,4房2廳2衛,9樓/15樓,兩個以上車位,2,0234WN,2025-09-20 11:14:06
近文化中心電梯套房Ａ,新竹市水田街,33.7年,華廈,10.35,6.94,1房1廳1衛,5樓/5樓,無車位,398,01346E,2025-09-20 11:14:06
建華學區孝親一樓,新竹市高峰路,32.9年,華廈,33.45,23.91,3房2廳2衛,1樓/5樓,無車位,1,3065YU,2025-09-20 11:14:14
昌禾世界島視野景觀戶昌禾世界島,新竹市慈濟路,10.7年,大樓,61.42,35.6,3房2廳2衛,15樓/23樓,坡道平面車位,4,8208UM,2025-09-20 11:14:14
近巨城全新三房平面車位,新竹市民生路,0.5年,華廈,34.5,23.32,3房2廳2衛,3樓/5樓,一樓平面車位,2,5188HJ,2025-09-20 11:14:14
竹文街華廈,新竹市竹文街,31.3年,華廈,34.31,25.93,3房2廳2衛,2樓/7樓,坡道機械車位,1,6890SG,2025-09-20 11:14:14
樂高溫馨兩房平車樂高,新竹市延平路二段,6.5年,華廈,38.65,19.54,2房2廳1衛,1樓/8樓,坡道平面車位,1,4100WN,2025-09-20 11:14:14
近新竹中學三房美寓,新竹市東山街,37.5年,公寓,40.09,35.47,3房2廳2衛,5樓/5樓,無車位,990,6263WK,2025-09-20 11:14:14
近遠百方正三房,新竹市林森路,31.7年,大樓,25.91,18.8,3房1廳1衛,8樓/12樓,無車位,938,1175YX,2025-09-20 11:14:14
近大庄三房溫馨有車位,新竹市中華路五段,3.3年,華廈,26.82,18.51,3房2廳2衛,3樓/5樓,其他,1,7367FD,2025-09-20 11:14:14
金雅閤慕全新三房車位,新竹市金竹路,1.2年,華廈,38.67,22.73,3房2廳2衛,5樓/5樓,一樓平面車位,1,5969DL,2025-09-20 11:14:14
近巨城全新三房平車二樓,新竹市民生路,0.5年,華廈,34.5,23.32,3房2廳2衛,2樓/5樓,一樓平面車位,2,0513DT,2025-09-20 11:14:14
近巨城超值舒適３房,新竹市北大路,31.4年,大樓,31.01,25.54,3房2廳1衛,12樓/12樓,無車位,1,2180KC,2025-09-20 11:14:14
低總價錢進時代套房,新竹市中華路四段,18.2年,華廈,8.57,4.61,1房1衛,4樓/6樓,無車位,298,2492FF,2025-09-20 11:14:14
大遠百旁１樓公寓,新竹市勝利路,45.3年,公寓,25.96,23.42,3房2廳1衛,1樓/4樓,無車位,790,0486MX,2025-09-20 11:14:14
１５ＣＡＳＡ無印良品雅居15CASA,新竹市武陵路,7.1年,華廈,43.69,25.68,2房2廳2衛,6樓/6樓,一樓平面車位,2,9935VW,2025-09-20 11:14:14
關新路｜芬蘭高樓附車位,新竹市關新路,16.9年,辦公/大樓,44.1,25.28,3房2廳2衛,8樓/14樓,坡道平面車位,2,9413WG,2025-09-20 11:14:14
近竹蓮市場稀有透天,新竹市明湖路,41.7年,透天,36.17,34.03,6房2廳3衛(含加蓋2房1廳2衛),1-3樓/3樓,無車位,1,8551RG,2025-09-20 11:14:14
近民富國小4房附車位,新竹市經國路二段,31.8年,華廈,40.59,31.7,4房2廳3衛(含加蓋1衛),3樓/6樓,升降機械車位,1,1766LG,2025-09-20 11:14:14
經國錄附車位雙併戶,新竹市經國路二段,4.3年,大樓,72.81,37.54,2房2廳3衛2室,14樓/14樓,坡道平面車位,3,6585KW,2025-09-20 11:14:14
鄰近三民國中大空間附車位民族星鑽,新竹市民族路,29.7年,辦公,65.91,49.29,5房2廳2衛1室,2樓/8樓,升降機械車位,2,6788PM,2025-09-20 11:14:14
福林大廈兩房美裝潢,新竹市中正路,44.0年,華廈,18.83,14.55,2房1廳1衛,7樓/7樓,無車位,635,0589GL,2025-09-20 11:14:14
膝蓋救星一樓東園培英三房,新竹市東山街,41.5年,公寓,32.3,25.49,3房2廳2衛,1樓/5樓,無車位,1,3524HL,2025-09-20 11:14:23
近巨城柯林頓三房,新竹市北大路,29.8年,大樓,25.47,20.38,3房2廳1衛,11樓/12樓,無車位,1,8652CR,2025-09-20 11:14:23
春福生活大賞四房平面車位,新竹市明湖路,27.1年,華廈,46.06,28.76,4房2廳2衛,9樓/10樓,坡道平面車位,1,9436AF,2025-09-20 11:14:23
鉑金官邸臨路大地坪出價談,新竹市世傑路,15.2年,別墅/透天,80.83,44.04,4房2廳3衛2室,B1-3樓/3樓,其他,4,81252L,2025-09-20 11:14:23
大兩房全新裝潢美屋,新竹市林森路,29.0年,大樓,36.55,29.69,2房2廳2衛,10樓/12樓,無車位,1,4726FJ,2025-09-20 11:14:23
有謙稀有邊間透天,新竹市東大路三段,13.3年,透天,70.54,60.29,4房3廳3.5衛,1-4樓/4樓,無車位,2,8413AQ,2025-09-20 11:14:23
春福大賞樹梢２房,新竹市明湖路,28.2年,華廈,23.02,19.3,2房2廳1衛,4樓/9樓,無車位,788,8567JH,2025-09-20 11:14:23
店長推薦！大地坪車庫透天,新竹市延平路三段,18.0年,透天,87.73,82.66,4房3廳3衛,1-5樓/5樓,無車位,1,2575LQ,2025-09-20 11:14:23
和平透天,新竹市和平路,45.9年,透天,42.87,42.87,4房2廳3衛,1-3樓/3樓,無車位,1,7126AX,2025-09-20 11:14:23
近園區首選頂樓視野採光宅,新竹市關東路,32.3年,華廈,34.04,22.67,4房3廳3衛(含加蓋2房1衛),7樓/7樓,無車位,1,8544VV,2025-09-20 11:14:23
近市區大遠百首購大兩房,新竹市中山路,40.8年,公寓,30.94,27.58,2房2廳1衛,3樓/5樓,無車位,698,5957JP,2025-09-20 11:14:23
東大路邊間厝王社區透天,新竹市東大路四段,10.4年,透天,52.13,52.13,2房2廳4衛,1-4樓/4樓,無車位,1,9957WU,2025-09-20 11:14:23
專世紀莊園大四房極美別墅,新竹市武陵路,21.9年,透天,91.23,50.99,5房3廳5衛1室(含加蓋1房),B1-4樓/4樓,無車位,3,0641ZR,2025-09-20 11:14:23
光復路旁。優住店,新竹市花園街,31.7年,店面,39.4,27.64,2房1廳1.5衛,1-2樓/12樓,無車位,1,4882FV,2025-09-20 11:14:23
水田街朝西南大地坪透天,新竹市水田街,55.0年,透天,42.56,42.56,5房3廳1.5衛(含加蓋1廳),1-2樓/2樓,無車位,3,0805MC,2025-09-20 11:14:23
曙光學區大空間美屋,新竹市北大路,31.7年,大樓,33.97,28.06,5房3廳4衛(含加蓋2房1廳2衛),12樓/12樓,無車位,1,4283VS,2025-09-20 11:14:23
關新低總價昌益月影,新竹市關新路,17.0年,辦公/大樓,11.18,7.37,1房1衛,8樓/13樓,無車位,1,6167BY,2025-09-20 11:14:23
關新路精緻小月影,新竹市關新路,17.0年,辦公/大樓,8.95,5.91,1房1衛,8樓/13樓,無車位,894,6891TZ,2025-09-20 11:14:23
近香山區行政大樓透天,新竹市育德街,16.8年,透天,67.14,59.18,4房3廳3.5衛,1-4樓/4樓,其他,2,7223QM,2025-09-20 11:14:23
竹女市區漂亮四房,新竹市民權路,31.6年,華廈,43.42,33.9,4房2廳2衛,4樓/9樓,無車位,1,8505YQ,2025-09-20 11:14:23
光復路二段賺錢住店透天,新竹市光復路二段,25.0年,透天/店面,55.18,50.77,4房1廳3衛(含加蓋1衛),1-4樓/4樓,無車位,2,3951MX,2025-09-20 11:14:32
大塊瑪奇朵公園視野附車位,新竹市東大路二段,11.2年,辦公/其它,26.37,12.32,3房2廳2衛(含加蓋2房2衛),6樓/9樓,坡道機械車位,1,2261SB,2025-09-20 11:14:32
小城裝潢平面車位新竹小城,新竹市光華二街,31.4年,大樓,49.73,29.9,2房2廳2衛1室,5樓/12樓,坡道平面車位,1,96818Q,2025-09-20 11:14:32
曙光綠園道市區邊間三房,新竹市光華街,44.2年,公寓,27.79,23.55,3房2廳1衛,5樓/5樓,無車位,698,8079TP,2025-09-20 11:14:32
店長推薦－視野邊間有庭院,新竹市明湖路,41.8年,別墅/透天,59.67,41.96,4房2廳2衛(含加蓋1廳),B1-2樓/2樓,無車位,2,63487C,2025-09-20 11:14:32
品藏一極質感美屋一極,新竹市關新路,13.8年,大樓,54.32,31.2,3房2廳2衛,7樓/24樓,坡道平面車位,3,9770CX,2025-09-20 11:14:32
專任陽明清境社區型透天陽明清境,新竹市新香街,29.7年,透天,57.28,44.56,4房2廳2.5衛,B1-3樓/3樓,其他,1,0922GZ,2025-09-20 11:14:32
【城品翫】精品小資宅,新竹市仁德街,5.2年,華廈,12.67,6.01,1房1廳1衛,10樓/10樓,無車位,750,5668VJ,2025-09-20 11:14:32
★近好市多翻新美透天,新竹市光復路一段,49.6年,透天,29.86,29.86,3房2廳2衛(含加蓋1房1衛),1-2樓/2樓,無車位,2,4152AH,2025-09-20 11:14:32
經國路稀有大面寬透天,新竹市經國路一段,38.7年,透天,45.28,41.35,5房3廳3衛1室(含加蓋3房1廳1衛),1-2樓/2樓,無車位,2,8684HZ,2025-09-20 11:14:32
關埔東方明珠外棟視野四房東方明珠,新竹市慈雲路,9.8年,大樓,62.08,34.55,4房2廳2衛,23樓/27樓,坡道平面車位,3,6131QK,2025-09-20 11:14:32
埔頂大辦公寬敞好規劃,新竹市埔頂路,29.7年,辦公/廠房,107.85,70.51,1廳4室(含加蓋2室),4樓/5樓,坡道平面車位,3,0833TY,2025-09-20 11:14:32
花園新城成家透天,新竹市花園新城街,45.7年,透天,25.65,25.65,5房2廳2衛(含加蓋2房),1-2樓/2樓,無車位,950,1171WX,2025-09-20 11:14:32
稀有三民學區邊間透天！,新竹市經國路一段,31.7年,別墅/透天,54.01,50.02,5房2廳4衛2室(含加蓋2衛),1-3樓/3樓,無車位,2,1046VT,2025-09-20 11:14:32
金山大地坪稀有透天,新竹市金山三街,26.9年,透天,83.91,83.91,9房2廳5衛(含加蓋1房),1-4樓/4樓,無車位,5,6485VD,2025-09-20 11:14:32
金竹路漂亮透天,新竹市金竹路,39.0年,透天,35.95,35.95,4房2廳3衛1室(含加蓋3房1衛),1-2樓/2樓,無車位,2,0977WP,2025-09-20 11:14:32
載熙美麗透天之星,新竹市中正路,11.8年,透天,68.54,57.27,4房3廳3.5衛,1-4樓/4樓,無車位,2,5430TB,2025-09-20 11:14:32
采舍八樓有車位采舍新世界,新竹市北新街,16.5年,套房,17.06,9.32,2房2廳1衛(含加蓋2房),8樓/10樓,坡道機械車位,968,1722YK,2025-09-20 11:14:32
品藏新大路大空間新大路,新竹市花園街,25.8年,大樓,33.1,27.91,4房2廳3衛1室(含加蓋2房1衛1室),2樓/12樓,無車位,1,9522FB,2025-09-20 11:14:32
金摩登美景套房金摩登,新竹市光復路二段,18.5年,華廈,8.32,5.3,1房1廳1衛(含加蓋1房),7樓/7樓,無車位,788,4263KS,2025-09-20 11:14:32
里長伯近園區附平面車位里長伯,新竹市關東路,29.5年,華廈,40.2,25.43,5房2廳2.5衛(含加蓋3房1衛),5樓/9樓,坡道平面車位,1,7994TG,2025-09-20 11:14:42
高翠邊間明亮採光透天,新竹市高翠路,31.0年,透天,51.29,40.32,4房2廳3衛,B1-3樓/3樓,無車位,2,4029BP,2025-09-20 11:14:42
自由大道高樓有平面車位自由大道,新竹市中華路四段,10.4年,大樓,41.81,21.59,2房2廳1衛,11樓/13樓,坡道平面車位,1,4687KF,2025-09-20 11:14:42
延平生活圈庭園停車透天,新竹市延平路三段,11.8年,透天,56.62,56.62,4房2廳3衛,1-4樓/4樓,其他,2,5663CU,2025-09-20 11:14:42
荷蘭村稀有樓中樓荷蘭村C區,新竹市武陵路,27.2年,大樓,81.32,54.85,4房3廳3衛,1-2樓/22樓,坡道平面車位,2,3571XG,2025-09-20 11:14:42
近車站勝利路黃金店面透天,新竹市勝利路,58.8年,店面,58.66,53.65,2廳2衛,1-2樓/2樓,無車位,5,3978PZ,2025-09-20 11:14:42
富宇住店有平面車位,新竹市中山路,9.0年,店面,41.28,17.15,3房2廳2.5衛(含加蓋2房1衛),1樓/14樓,坡道平面車位,2,4464AC,2025-09-20 11:14:42
竹慶金璽四房坡平車位竹慶金璽,新竹市金雅西街,4.9年,大樓,48.55,28.96,4房2廳2衛,7樓/14樓,坡道平面車位,3,6302NP,2025-09-20 11:14:42
振興路金店面圓緣園,新竹市振興路,31.3年,店面/大樓,57.07,45.05,2房3廳2衛,1-2樓/12樓,無車位,2,1191ND,2025-09-20 11:14:42
高第採光好視野高第,新竹市東光路,16.5年,華廈,34.68,18.51,4房2廳2衛(含加蓋2房1衛),5樓/10樓,坡道機械車位,2,5530BB,2025-09-20 11:14:42
近巨城社區型透天,新竹市世界街,21.5年,透天/其它,76.16,76.16,5房2廳4衛,1-5樓/5樓,無車位,3,8361TS,2025-09-20 11:14:42
遠百生活圈１＋２黃金住店坤山綠水晶,新竹市經國路三段,28.0年,店面,42.05,28.9,2房2廳1.5衛,1-2樓/13樓,坡道機械車位,1,0728AQ,2025-09-20 11:14:42
⭐關埔區兩房平面車位富春居,新竹市埔頂一路,5.4年,辦公/大樓,34,13.16,2房1廳1衛(含加蓋1房),3樓/21樓,坡道平面車位,2,0313YQ,2025-09-20 11:14:42
龍山邊間車庫別墅,新竹市科學園路,37.2年,透天,76.68,60.97,5房2廳4衛1室(含加蓋1房1衛),B1-4樓/4樓,其他,4,9496QX,2025-09-20 11:14:42
太睿國寶稀有透天店面太睿國寶,新竹市北門街,9.9年,店面/大樓,142.01,79.76,3房2廳3衛,B1-3樓/24樓,其他,8,42813R,2025-09-20 11:14:42
典藏悅揚精美裝潢兩房竹科悅揚,新竹市慈濟路,4.7年,大樓,33.97,15.92,2房2廳1衛,8樓/24樓,坡道平面車位,2,9566KS,2025-09-20 11:14:42
磐龍壹號樓高樓尊爵戶磐龍壹號樓,新竹市中央路,6.9年,大樓,135.98,66.5,2廳4衛1室,21樓/23樓,兩個以上車位,8,6582XN,2025-09-20 11:14:42
新家華家里人美三房家里人,新竹市金雅二街,2.9年,華廈,47.55,25.52,3房2廳2衛,5樓/10樓,坡道平面車位,2,0236QP,2025-09-20 11:14:42
高峰路大空間邊間透天,新竹市高峰路,38.4年,透天,57.11,42.95,4房3廳3衛,B1-2樓/2樓,其他,2,7048XT,2025-09-20 11:14:42
森ＶＩＬＬＡ採光美透天,新竹市中華路六段,1.8年,透天,68.77,60.86,4房2廳3衛,1-3樓/3樓,無車位,2,6107KD,2025-09-20 11:14:42
牛埔帝寶稀有大透天,新竹市牛埔東路,18.3年,透天,131.65,109.63,7房4廳8衛2室(含加蓋1廳1衛),1-4樓/4樓,兩個以上車位,6,0492BD,2025-09-20 11:14:51
采舍高樓視野非凡采舍新世界,新竹市北新街,16.5年,辦公,12.87,7,2房2廳1衛(含加蓋2房),9樓/10樓,無車位,850,8167VG,2025-09-20 11:14:51
典藏挪威麗園方正兩房幸福城邦三期-挪...,新竹市東竹路,4.0年,大樓,33.17,17.21,2房2廳1衛,10樓/15樓,坡道平面車位,2,4541VM,2025-09-20 11:14:51
澄舍加車位,新竹市頂埔路,16.7年,辦公,24.69,12.19,2房1廳2衛(含加蓋2房1衛),4樓/7樓,其他,988,9701ZU,2025-09-20 11:14:51
近大遠百大地坪透天,新竹市林森路,52.7年,透天,49.95,49.95,4房4廳(含加蓋1房1廳),1-2樓/2樓,無車位,2,9268WU,2025-09-20 11:14:51
濱湖天尊豪邸有保全,新竹市明湖路,19.2年,透天,137.58,73.95,5房3廳6衛(含加蓋1房1廳1衛),B1-3樓/3樓,其他,5,9943UM,2025-09-20 11:14:51
晨曦大地雙併美宅,新竹市高峰路,23.4年,透天,100.85,96.38,5房4廳3.5衛5室(含加蓋2房1廳1室),1-4樓/4樓,一樓平面車位,3,1467RN,2025-09-20 11:14:51
安康社區田字車庫美墅,新竹市安康街,37.5年,透天,36.71,33.82,3房3廳2衛1室(含加蓋1廳),1-2樓/2樓,其他,2,5493CP,2025-09-20 11:14:51
