標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
多戶可選！六合孟居Ｃ,雲林縣莿桐鄉東興,1.0年,別墅/透天,46.68,46.68,3房2廳3衛,1-3樓/3樓,無車位,1,2777WG,2025-10-01 10:57:16
建成路角間店鋪,雲林縣斗六市建成路,31.1年,店面,55.28,32.99,3廳2衛1室,1-2樓/8樓,無車位,1,0694MB,2025-10-01 10:57:16
多戶可選！六合孟居Ｄ,雲林縣莿桐鄉東興,1.0年,別墅/透天,48.35,48.35,4房2廳3衛,1-3樓/3樓,無車位,1,8926HM,2025-10-01 10:57:16
多戶可選！六合孟居Ｂ,雲林縣莿桐鄉東興,1.0年,別墅/透天,44.13,44.13,3房2廳3衛,1-3樓/3樓,無車位,1,6974HW,2025-10-01 10:57:16
多戶可選！六合孟居Ａ,雲林縣莿桐鄉東興,1.0年,別墅/透天,46.25,46.25,3房2廳3衛,1-3樓/3樓,無車位,1,2550XB,2025-10-01 10:57:16
雲林東勢安南方正乙種建地,雲林縣東勢鄉安南路,,土地,248.05,,,,無車位,496,32699E,2025-10-01 10:57:16
店長推薦雲林斗六四房平車,雲林縣斗六市江厝路,26.0年,公寓,45.75,31.86,4房2廳2衛,4-5樓/5樓,一樓平面車位,398,58255A,2025-10-01 10:57:16
同德街臨路別墅,雲林縣斗六市同德街,12.9年,透天/店面,63.89,58.65,5房2廳3衛2室(含加蓋1房1廳),1-3樓/3樓,無車位,2,4355AC,2025-10-01 10:57:16
北港透店稀有釋出,雲林縣北港鎮華南路,11.4年,店面/透天,120.92,120.93,4房4廳6衛,1-5樓/5樓,無車位,3,6949JF,2025-10-01 10:57:16
雲林褒忠千坪農地,雲林縣褒忠鄉泰安路,,土地,1026.59,,,,無車位,489,8360PR,2025-10-01 10:57:16
莿桐農地,雲林縣莿桐鄉大美路,,土地,2191.81,,,,無車位,1,8929GV,2025-10-01 10:57:16
歡迎出價古坑兩千坪地,雲林縣古坑鄉雲２００縣道,,土地,2062.75,,,,無車位,1,4501UG,2025-10-01 10:57:16
哇！是特種農業用地ㄟ,雲林縣元長鄉嘉慶路,,土地,621.94,,,,無車位,399,2141NC,2025-10-01 10:57:16
雲林褒忠農地,雲林縣褒忠鄉泰安路,,土地,524.33,,,,無車位,250,9655UV,2025-10-01 10:57:16
近雲林科工區整合地,雲林縣斗六市興農路,,土地,1782.78,,,,無車位,4,2299BZ,2025-10-01 10:57:16
雲林斗六地形方正無套匯推,雲林縣斗六市興農路,,土地,1439.54,,,,無車位,3,2339KY,2025-10-01 10:57:16
虎科大置產聖品,雲林縣虎尾鎮林森路二段,23.2年,別墅/透天,196.78,193.24,27房27衛1室(含加蓋1室),1-4樓/4樓,無車位,6,8784QL,2025-10-01 10:57:16
雲林高鐵商業千坪金雞母,雲林縣虎尾鎮科園路,,土地,1016.21,,,,無車位,55,1349XV,2025-10-01 10:57:16
雲林斗六地形方正地Ａ,雲林縣斗六市興農路,,土地,933.28,,,,無車位,2,5251NK,2025-10-01 10:57:16
雲林高鐵千坪住宅金雞母,雲林縣虎尾鎮六十甲路,,土地,1349.91,,,,無車位,60,9462PS,2025-10-01 10:57:16
雲林高鐵住宅三角窗金雞母,雲林縣虎尾鎮松園三路,,土地,292.38,,,,無車位,12,9713AL,2025-10-01 10:57:24
雲林好種田農地,雲林縣東勢鄉安南路,,土地,343.85,,,,無車位,280,71209B,2025-10-01 10:57:24
精選雲林元長方正土地,雲林縣元長鄉中山路,,土地,2942.12,,,,無車位,2,9520AR,2025-10-01 10:57:24
雲林四湖安慶段方正農地,雲林縣四湖鄉東庄路,,土地,760.02,,,,無車位,238,3798RQ,2025-10-01 10:57:24
雲林頂庄段農作地,雲林縣林內鄉增產路,,土地,1349.9,,,,無車位,580,51499N,2025-10-01 10:57:24
超過３００坪方正土地,雲林縣北港鎮西湖,,土地,313.48,,,0樓/0樓,無車位,888,4139AP,2025-10-01 10:57:24
１２米活路吃市金店面,雲林縣斗六市成功路,39.1年,透天/店面,56.61,53.85,6房1廳3衛1室(含加蓋1室),1-3樓/3樓,無車位,1,1798UT,2025-10-01 10:57:24
雲林農地９６９坪,雲林縣虎尾鎮工專一街,,土地,969.82,,,,無車位,3,5730BJ,2025-10-01 10:57:24
雲林斗六美地,雲林縣斗六市十三東路,,土地,1077.2,,,,無車位,1,00616D,2025-10-01 10:57:24
雲林四連棟毛胚透天,雲林縣四湖鄉文化路,38.9年,透天,143.31,129.5,1廳,1-2樓/2樓,無車位,512,2196CQ,2025-10-01 10:57:24
麥寮雙面臨路農地,雲林縣麥寮鄉崙後村,,土地,349.39,,,,無車位,980,3559UF,2025-10-01 10:57:24
麥寮農地１,雲林縣麥寮鄉崙後村,,土地,529.68,,,,無車位,530,1220CZ,2025-10-01 10:57:24
麥寮農地２,雲林縣麥寮鄉沙崙後,,土地,1483.76,,,,無車位,2,1352MU,2025-10-01 10:57:24
雲林大埤鄉土地,雲林縣大埤鄉民族路,,土地,79.05,,,,無車位,680,2514SM,2025-10-01 10:57:24
庭院平房開心農場,雲林縣斗六市榮譽路,49.7年,透天,15.84,15.84,3房2廳1衛,1-1樓/1樓,無車位,580,8349TX,2025-10-01 10:57:24
雲林虎尾台大旁千坪土地,雲林縣虎尾鎮文科路,,土地,1000.37,,,,無車位,7,6802YY,2025-10-01 10:57:24
虎尾交流道約２９４坪農地,雲林縣虎尾鎮西園路,,土地,293.73,,,,無車位,398,7498DC,2025-10-01 10:57:24
雲林虎尾市區住宅地,雲林縣虎尾鎮中正路,41.3年,土地,746.49,802.29,,,無車位,41,0974FZ,2025-10-01 10:57:24
雲林雞舍,雲林縣四湖鄉文化路,8.9年,倉庫/其它,261.97,260.68,1房,1-1樓/1樓,無車位,2,08843H,2025-10-01 10:57:24
雲林土庫乙種建築用地持份,雲林縣土庫鎮馬光路,,土地,1.56,,,,無車位,20,26142X,2025-10-01 10:57:24
雲林乙種建築用地,雲林縣二崙鄉雲三四鄉道,,土地,27.23,,,,無車位,160,57741Y,2025-10-01 10:57:36
台西溪頂村3.7分農地,雲林縣臺西鄉丘厝,,土地,1093.08,,,0樓/0樓,無車位,346,JB04127GH,2025-10-01 10:57:36
褒忠商業透天店住,雲林縣褒忠鄉中正路,31.8年,別墅/透天,128.48,128.48,5房2廳5衛,1-4樓/4樓,無車位,2,JB06339GH,2025-10-01 10:57:36
斗六大面寬美透天,雲林縣斗六市中南路,43.8年,別墅/透天,33.17,33.17,4房2廳2衛,1-2樓/2樓,其他,880,JB06885GH,2025-10-01 10:57:36
古坑荷苞農地,雲林縣古坑鄉荷苞段,,土地,1517.12,,,0樓/0樓,無車位,600,JB07023GH,2025-10-01 10:57:36
高鐵沐晴二&#8226;套房平車,雲林縣虎尾鎮虎興西一街,1.4年,套房,18.46,11.63,1房1廳1衛,2樓/5樓,一樓平面車位,596,JB07076GH,2025-10-01 10:57:36
土庫招財大路邊店住,雲林縣土庫鎮建國路,50.9年,別墅/透天,49.14,49.14,8房4廳5衛,1-2樓/2樓,無車位,1,JB07193GH,2025-10-01 10:57:36
東和庄邊農地,雲林縣古坑鄉文化路,,土地,765.02,,,0樓/0樓,無車位,938,JB07261GH,2025-10-01 10:57:36
麥寮表福店面建地,雲林縣麥寮鄉拱範段,,土地,58,,,0樓/0樓,無車位,2,JB07328GH,2025-10-01 10:57:36
水林溪墘農地,雲林縣水林鄉後寮,,土地,398.7,,,1樓/0樓,無車位,158,JS91872HB,2025-10-01 10:57:36
斗南阿丹農地2,雲林縣斗南鎮永光路,,土地,692.73,,,0樓/0樓,無車位,498,JS93706HB,2025-10-01 10:57:36
林內中正東路全新別墅A1,雲林縣林內鄉中正東路,0.5年,別墅/透天,47.8,47.8,5房2廳4衛,1-3樓/3樓,其他,1,JS95561HB,2025-10-01 10:57:36
近高鐵農地,雲林縣虎尾鎮北溪厝段,,土地,1179.15,,,0樓/0樓,無車位,5,JS95601HB,2025-10-01 10:57:36
虎尾市區稀有大面寬大地坪住店,雲林縣虎尾鎮自由路,50.9年,店面,65.25,65.25,7房3廳4衛,3樓/0樓,其他,2,JS97018HB,2025-10-01 10:57:36
虎尾市中心超讚大店面,雲林縣虎尾鎮光復路,30.6年,華廈,339.61,246.79,8房8廳8衛,1-8樓/8樓,無車位,4,JS97199HB,2025-10-01 10:57:36
石榴美建地+透天,雲林縣斗六市榴中路,45.2年,土地,204.1,57.3,4房3廳3衛,1-3樓/3樓,其他,2,JS97312HB,2025-10-01 10:57:36
梅林庄邊美農地,雲林縣斗六市梅林路,,土地,439.9,,,0樓/0樓,無車位,620,JS97445HB,2025-10-01 10:57:36
G039水林後寮美農地2,雲林縣水林鄉湖子內,,土地,314.6,,,0樓/0樓,無車位,158,QS32396HB,2025-10-01 10:57:36
O1水林大興國小農地,雲林縣水林鄉大興段,,土地,854.26,,,0樓/0樓,無車位,288,FS198255HB,2025-10-01 10:57:36
雲科大精緻套房A,雲林縣斗六市樂利街,15.6年,華廈,4.67,2.7,1房1廳1衛,3樓/7樓,無車位,128,HS75676HB,2025-10-01 10:57:36
北港劉厝段4.2分農地,雲林縣北港鎮劉厝,,土地,1231.98,,,0樓/0樓,無車位,600,JB02137GH,2025-10-01 10:57:44
虎尾市區收租透天,雲林縣虎尾鎮北平路,46.5年,別墅/透天,36.92,36.92,3房2廳3衛,1-3樓/3樓,無車位,788,JB04751GH,2025-10-01 10:57:44
正心中學前全新電梯豪宅,雲林縣斗六市斗六二路,2.6年,別墅/透天,65.81,65.81,4房2廳5衛,1-3樓/3樓,無車位,2,JB05528GH,2025-10-01 10:57:44
台西全聯優質透天厝B,雲林縣臺西鄉民族路10巷293弄2號,45.5年,別墅/透天,35.97,35.97,4房2廳1衛,1-3樓/3樓,無車位,298,JB05755GH,2025-10-01 10:57:44
虎尾福氣商用透天,雲林縣虎尾鎮福民路,61.4年,其它,80.66,80.66,5房2廳3衛,1-4樓/4樓,無車位,1,JB05911GH,2025-10-01 10:57:44
成功商圈店住,雲林縣斗六市永安路,57.8年,店面,46.95,46.95,3房1廳2衛,1-3樓/3樓,無車位,1,JB06061GH,2025-10-01 10:57:44
後站商圈店住,雲林縣斗六市西平路,28.4年,店面,26.3,22.18,3房1廳2衛,1樓/16樓,無車位,538,JB06352GH,2025-10-01 10:57:44
近民生南路幸福透天6號,雲林縣斗六市幸福街,46.4年,別墅/透天,37.25,37.25,2房2廳2衛,1-2樓/2樓,無車位,1,JB06665GH,2025-10-01 10:57:44
鎮北全新整理透天,雲林縣斗六市鎮北路,44.5年,別墅/透天,27.49,27.49,3房2廳3衛,1-2樓/2樓,其他,960,JB06712GH,2025-10-01 10:57:44
好收持分乙建322P,雲林縣北港鎮三仙段,,土地,322.57,,,0樓/0樓,無車位,645,JB06833GH,2025-10-01 10:57:44
明德北路店面,雲林縣斗六市明德北路三段,21.4年,店面,61.29,60.88,4房2廳4衛,1-4樓/4樓,無車位,1,JB06935GH,2025-10-01 10:57:44
斗六聖德全新兩房,雲林縣斗六市樂利街,0.6年,華廈,39.78,27.87,2房1廳2衛,5樓/5樓,其他,1,JB07100GH,2025-10-01 10:57:44
莿桐六合建地,雲林縣莿桐鄉新庄子段,,土地,814.03,,,0樓/0樓,無車位,5,JB07188GH,2025-10-01 10:57:44
棒球場輕屋齡雙車別墅,雲林縣斗六市棒球二街,6.5年,別墅/透天,73.41,70.59,5房3廳5衛,1-4樓/4樓,其他,2,JB07303GH,2025-10-01 10:57:44
莿桐五華農地,雲林縣莿桐鄉五華段,,土地,1356.92,,,0樓/0樓,無車位,850,JS93393HB,2025-10-01 10:57:44
近家樂福立仁國小旁透天,雲林縣虎尾鎮林森路二段,46.5年,別墅/透天,25.88,25.88,4房2廳3衛,2樓/0樓,無車位,880,JS94439HB,2025-10-01 10:57:44
鎮東國小旁華廈3,雲林縣斗六市警民街,32.2年,華廈,41.57,26.65,3房2廳2衛,1樓/6樓,無車位,868,JS96384HB,2025-10-01 10:57:44
民生路公保地,雲林縣斗六市民生路,,土地,40.35,,,1樓/0樓,無車位,580,JS97329HB,2025-10-01 10:57:44
斗六成大建地2,雲林縣斗六市社口街,,土地,110.44,,,0樓/0樓,無車位,4,MS73821HB,2025-10-01 10:57:44
台西特定農業區農牧用地,雲林縣臺西鄉成功段,,土地,4561.7,,,0樓/0樓,無車位,1,WB01088GH,2025-10-01 10:57:44
四湖新下寮美農地B,雲林縣四湖鄉雲林縣,,土地,558.11,,,0樓/0樓,無車位,308,FS107567HB,2025-10-01 10:57:55
斗六璞璞高樓層兩房附平車,雲林縣斗六市文化路,2.2年,華廈,36.8,17.99,2房1廳1衛,9樓/10樓,坡道平面車位,830,FS204293HB,2025-10-01 10:57:55
元長興茂段乙建地,雲林縣元長鄉興茂段,,土地,72.6,,,0樓/0樓,無車位,290,OS193748HB,2025-10-01 10:57:55
北港路旁美田,雲林縣北港鎮大北段,,土地,979,,,0樓/0樓,無車位,862,JB06434GH,2025-10-01 10:57:55
古坑蘿莎旁農地,雲林縣古坑鄉大湖口段,,土地,1507.28,,,0樓/0樓,無車位,758,JB06580GH,2025-10-01 10:57:55
興農路近工業區方正農地,雲林縣斗六市興農路,,土地,1051.03,,,0樓/0樓,無車位,1,JB06641GH,2025-10-01 10:57:55
二崙近高鐵雙車墅,雲林縣二崙鄉三塊厝,6.7年,別墅/透天,68.77,64.13,4房2廳5衛,1-3樓/0樓,其他,1,JB06843GH,2025-10-01 10:57:55
西螺交流道大面寬農地,雲林縣西螺鎮茄西段,,土地,366.23,,,0樓/0樓,無車位,3,JB06956GH,2025-10-01 10:57:55
四湖大建坪透天,雲林縣四湖鄉金山街,30.4年,別墅/透天,82.39,80.11,4房3廳4衛,1-4樓/4樓,無車位,598,JB07127GH,2025-10-01 10:57:55
下湳田地,雲林縣西螺鎮下湳里,,土地,1034.25,,,0樓/0樓,無車位,728,JB07240GH,2025-10-01 10:57:55
虎尾(近中科)農保田,雲林縣虎尾鎮新屯段,,土地,423.5,,,0樓/0樓,無車位,364,JB07290GH,2025-10-01 10:57:55
西螺交流道農地,雲林縣西螺鎮大新,,土地,2217.33,,,0樓/0樓,無車位,2,JS93464HB,2025-10-01 10:57:55
斗六雙併合法農舍,雲林縣斗六市保長路,31.0年,其它,108.3,90.79,8房5廳4衛,1-3樓/0樓,無車位,3,JS93845HB,2025-10-01 10:57:55
湖山建地,雲林縣斗六市咬狗庄段,,土地,2149.98,,,0樓/0樓,無車位,15,JS96471HB,2025-10-01 10:57:55
斗南市場店面,雲林縣斗南鎮圓環街,38.6年,店面,8.77,8.77,1廳1衛,1-2樓/0樓,無車位,788,MS82582HB,2025-10-01 10:57:55
雲林土庫近中科美建地,雲林縣土庫鎮新庄,,土地,1308.19,,,0樓/0樓,無車位,11,FS118113HB,2025-10-01 10:57:55
北港農保農地,雲林縣北港鎮後溝子,,土地,1634,,,0樓/0樓,無車位,138,FS199103HB,2025-10-01 10:57:55
北港東榮國小旁建地,雲林縣北港鎮大北段,,土地,254.1,,,0樓/0樓,無車位,2,FS200442HB,2025-10-01 10:57:55
麥寮海豐快樂建地,雲林縣麥寮鄉後安段,,土地,74,,,0樓/0樓,無車位,223,JB06704GH,2025-10-01 10:57:55
晉捷-崙背市中心別墅,雲林縣崙背鄉崙前,1.3年,別墅/透天,62.47,62.47,3房2廳4衛,1-3樓/3樓,其他,1,JB06963GH,2025-10-01 10:57:55
林內全新別墅A5,雲林縣林內鄉中正東路,0.5年,別墅/透天,45.26,45.26,4房2廳4衛,1-3樓/3樓,其他,1,JB07175GH,2025-10-01 10:58:03
鎮南國小旁建地、平房,雲林縣斗六市南揚街,57.8年,別墅/透天,16.11,16.11,,1樓/0樓,無車位,1,JS81387HB,2025-10-01 10:58:03
斗六竹圍農地,雲林縣斗六市竹圍路,,土地,1812.04,,,0樓/0樓,無車位,1,JS84158HB,2025-10-01 10:58:03
斗南車站店面2,雲林縣斗南鎮文元街,56.8年,店面,39.31,39.31,4房2廳4衛,1-2樓/2樓,無車位,1,JS90497HB,2025-10-01 10:58:03
斗六久安全新整理透天,雲林縣斗六市久安路,41.0年,別墅/透天,37.88,37.88,5房2廳4衛,1-3樓/0樓,無車位,832,JS93139HB,2025-10-01 10:58:03
莿桐麻園農地A,雲林縣莿桐鄉麻園段,,土地,379.03,,,0樓/0樓,無車位,258,JS97888HB,2025-10-01 10:58:03
東勢仁愛美農地,雲林縣東勢鄉雲林縣,,土地,712.18,,,0樓/0樓,無車位,328,FS107579HB,2025-10-01 10:58:03
斗六中山國寶大樓B,雲林縣斗六市大智街,31.7年,大樓,32.68,22.59,3房2廳2衛,5樓/11樓,坡道機械車位,698,FS192825HB,2025-10-01 10:58:03
斗南世紀庭園美3房+平車,雲林縣斗南鎮明昌路,31.8年,大樓,38.11,23.44,3房2廳2衛,6樓/12樓,坡道平面車位,780,FS203015HB,2025-10-01 10:58:03
麥寮橋頭郵局旁別墅,雲林縣麥寮鄉仁德路,18.9年,別墅/透天,61.11,61.11,5房2廳5衛,1-3樓/3樓,其他,1,FS205594HB,2025-10-01 10:58:03
莿桐大美縱貫路農地,雲林縣莿桐鄉大埔尾段,,土地,1357.62,,,0樓/0樓,無車位,2,JB03203GH,2025-10-01 10:58:03
土庫故事屋建地D-66P,雲林縣土庫鎮成功路,,土地,65.88,,,0樓/0樓,無車位,898,JB04735GH,2025-10-01 10:58:03
二崙都計內農地,雲林縣二崙鄉崙北段,,土地,945.11,,,0樓/0樓,無車位,1,JB06003GH,2025-10-01 10:58:03
水林土厝大地坪建地,雲林縣水林鄉土厝段,,土地,155.18,,,0樓/0樓,其他,1,JB06298GH,2025-10-01 10:58:03
雲科大獨棟電梯別墅,雲林縣斗六市府文路,13.2年,別墅/透天,181.77,162.93,5房3廳6衛,1-4樓/4樓,其他,3,JB06372GH,2025-10-01 10:58:03
曜禾居2,雲林縣土庫鎮新興,0.7年,別墅/透天,56.73,56.73,5房2廳4衛,1-4樓/4樓,其他,1,JB06549GH,2025-10-01 10:58:03
斗六優質美建地,雲林縣斗六市溝子埧段柴裡小段,,土地,272.86,,,0樓/0樓,無車位,1,JB06696GH,2025-10-01 10:58:03
麥寮利眾農田,雲林縣麥寮鄉成德段,,土地,385,,,0樓/0樓,無車位,1,JB07118GH,2025-10-01 10:58:03
斗南市區二房含平車,雲林縣斗南鎮民權路,2.2年,大樓,39.32,17.28,2房1廳1衛,11樓/12樓,升降平面車位,888,JB07304GH,2025-10-01 10:58:03
二崙永定美農地,雲林縣二崙鄉永定路,,土地,3610.64,,,0樓/0樓,無車位,7,JS83760HB,2025-10-01 10:58:03
斗六工業區廠房,雲林縣斗六市斗工三路,27.1年,廠房,1238.6,1228.49,,1-3樓/3樓,無車位,25,JS87799HB,2025-10-01 10:58:11
石榴全新別墅B,雲林縣斗六市榴 六街,3.5年,別墅/透天,52.22,52.22,4房2廳3衛,1-3樓/3樓,其他,1,JS89152HB,2025-10-01 10:58:11
虎尾堀頭全新別墅,雲林縣虎尾鎮堀頭,2.8年,別墅/透天,59.06,59.06,4房2廳4衛,1-3樓/3樓,無車位,1,JS94517HB,2025-10-01 10:58:11
虎尾永瑞林森華廈,雲林縣虎尾鎮林森路一段,32.5年,華廈,39.47,29.92,3房2廳2衛,2樓/0樓,無車位,651,JS94754HB,2025-10-01 10:58:11
雲林元長農地,雲林縣元長鄉鹿南段,,土地,287.38,,,0樓/0樓,無車位,138,FS198608HB,2025-10-01 10:58:11
雲林口湖都內農地,雲林縣口湖鄉新湖段,,土地,1316.93,,,0樓/0樓,無車位,968,KS186193HB,2025-10-01 10:58:11
雲林虎尾合法網室有機農地,雲林縣虎尾鎮埒內段,,土地,650.38,,,0樓/0樓,無車位,1,HS84870HB,2025-10-01 10:58:11
斗南全新透天A1,雲林縣斗南鎮新庄,3.0年,別墅/透天,34.4,34.4,3房2廳3衛,1-3樓/3樓,無車位,958,JB05030GH,2025-10-01 10:58:11
雲林溪建地B(面大學路),雲林縣斗六市雲林溪段,,土地,155.91,,,0樓/0樓,無車位,7,JB05292GH,2025-10-01 10:58:11
麥寮改造小窩,雲林縣麥寮鄉和平街,45.0年,別墅/透天,41.32,41.32,3房2廳3衛,1-2樓/2樓,無車位,790,JB06971GH,2025-10-01 10:58:11
近虎尾交流道真柏園,雲林縣虎尾鎮惠來厝段,,土地,766.84,,,0樓/0樓,無車位,1,JB06993GH,2025-10-01 10:58:11
斗南市區3房,雲林縣斗南鎮光復街,26.5年,大樓,50.55,33.9,3房2廳2衛,10樓/12樓,無車位,598,JB07008GH,2025-10-01 10:58:11
科技工業區產業用地丁建,雲林縣斗六市科加段,,土地,4385.38,,,0樓/0樓,無車位,83,JB07134GH,2025-10-01 10:58:11
麥寮麥豐區段路邊田,雲林縣麥寮鄉麥豐段,,土地,801,,,0樓/0樓,無車位,4,JB07331GH,2025-10-01 10:58:11
文化路美別墅,雲林縣斗六市文化路,21.6年,別墅/透天,56.64,56.64,3房3廳3衛,1-3樓/3樓,其他,1,JB07387GH,2025-10-01 10:58:11
湖山農地9甲9分4,雲林縣斗六市咬狗段,,土地,29180.06,,,0樓/0樓,無車位,9,JS96112HB,2025-10-01 10:58:11
合庫九樓15套房,雲林縣虎尾鎮中正路,36.4年,華廈,190.93,170.61,15房1廳15衛,9樓/9樓,無車位,4,MB12597GH,2025-10-01 10:58:11
保水路工業建地,雲林縣斗六市雲林縣,,土地,221.31,,,0樓/0樓,無車位,4,MS80827HB,2025-10-01 10:58:11
鑽石大廈高樓景觀戶,雲林縣北港鎮文仁路,28.7年,大樓,38.57,28.58,3房2廳2衛,8樓/10樓,坡道機械車位,598,TB10685GH,2025-10-01 10:58:11
斗六警民街美三房,雲林縣斗六市警民街,32.2年,華廈,41.58,29.94,3房2廳2衛,2-6樓/0樓,無車位,848,FS187935HB,2025-10-01 10:58:11
斗六麥當勞旁店住,雲林縣斗六市建成路,31.1年,店面,55.27,32.98,,1-2樓/8樓,無車位,1,FS192796HB,2025-10-01 10:58:19
I6褒忠雙面路商業建地,雲林縣褒忠鄉忠興段,,土地,134.01,,,0樓/0樓,無車位,3,FS202206HB,2025-10-01 10:58:19
900AO北港農地12米路,雲林縣北港鎮扶朝段,,土地,1436.88,,,0樓/0樓,無車位,1,TS134693HB,2025-10-01 10:58:19
斗南市區旁美3房,雲林縣斗南鎮明昌路,31.8年,華廈,32.9,23.3,3房2廳2衛,2樓/7樓,無車位,680,HS86073HB,2025-10-01 10:58:19
林內農地,雲林縣林內鄉芎林段,,土地,707.34,,,0樓/0樓,無車位,580,JB03968GH,2025-10-01 10:58:19
斗六棒球場全新別墅,雲林縣斗六市斗六二路,2.7年,別墅/透天,65.81,65.81,4房2廳5衛,1-3樓/3樓,其他,2,JB05494GH,2025-10-01 10:58:19
黃厝農地,雲林縣斗六市黃厝,,土地,534.52,,,0樓/0樓,無車位,600,JB05843GH,2025-10-01 10:58:19
保長正心春天668農地,雲林縣斗六市保長&#24269;段保長&,,土地,668.53,,,0樓/0樓,無車位,1,JB05974GH,2025-10-01 10:58:19
崙背郵局旁住宅建地,雲林縣崙背鄉天后段,,土地,33.36,,,0樓/0樓,無車位,433,JB06194GH,2025-10-01 10:58:19
高林全新獨棟電梯別墅A,雲林縣古坑鄉高林,1.8年,別墅/透天,94.69,94.69,5房3廳6衛,1-4樓/4樓,其他,2,JB06619GH,2025-10-01 10:58:19
太平路建地161坪,雲林縣北港鎮新北段,,土地,161.09,,,0樓/0樓,無車位,2,JB06819GH,2025-10-01 10:58:19
市中心商業區商辦Ⅰ,雲林縣斗六市大同路,31.0年,華廈,68.86,67.76,2廳2衛,8樓/11樓,無車位,1,JB06855GH,2025-10-01 10:58:19
國民運動中心孝親別墅,雲林縣斗六市凱旋街,34.1年,別墅/透天,56.36,56.36,5房3廳4衛,1-3樓/3樓,其他,1,JB07159GH,2025-10-01 10:58:19
林內全新別墅A3,雲林縣林內鄉中正東路,0.5年,別墅/透天,48.18,48.18,4房2廳4衛,1-3樓/3樓,其他,1,JB07173GH,2025-10-01 10:58:19
斗南田頭透天,雲林縣斗南鎮田福路,30.7年,別墅/透天,45.12,45.12,3房2廳2衛,1-3樓/3樓,無車位,698,JB07219GH,2025-10-01 10:58:19
近斗六市便宜透天,雲林縣斗六市榮譽路,26.3年,別墅/透天,32.4,32.4,4房2廳3衛,1-3樓/3樓,無車位,588,JB07263GH,2025-10-01 10:58:19
林內休閒莊園,雲林縣林內鄉長興路,44.3年,其它,56.54,56.54,6房5廳3衛,1-2樓/2樓,無車位,1,JS88994HB,2025-10-01 10:58:19
豐興路透天,雲林縣斗六市豐興路,33.4年,別墅/透天,51.75,46.23,4房2廳2衛,1-3樓/3樓,其他,888,JS90919HB,2025-10-01 10:58:19
土庫市區近學區優質美建地,雲林縣土庫鎮光復段,,土地,43.26,,,0樓/0樓,無車位,510,JS94934HB,2025-10-01 10:58:19
榴邨別墅,雲林縣斗六市榴?二十街,23.7年,別墅/透天,49.69,49.69,5房2廳3衛,1-3樓/0樓,無車位,880,JS96100HB,2025-10-01 10:58:19
虎尾新吉里建地,雲林縣虎尾鎮新吉,,土地,500.46,,,0樓/0樓,無車位,7,JS96916HB,2025-10-01 10:58:28
東勢市區建地,雲林縣東勢鄉東南段,,土地,158.51,,,0樓/0樓,無車位,1,JS97922HB,2025-10-01 10:58:28
A619五分地有水有電,雲林縣斗六市竹圍路,,土地,1554.25,,,0樓/0樓,無車位,986,QS28641HB,2025-10-01 10:58:28
麥寮許厝寮農地,雲林縣麥寮鄉0341許厝寮段許厝寮,,土地,680.02,,,0樓/0樓,無車位,1,WS45078HB,2025-10-01 10:58:28
百利花園廣場美套房,雲林縣斗六市明德北路三段,28.4年,大樓,9.79,6.35,1房1衛,7樓/16樓,無車位,268,FS177881HB,2025-10-01 10:58:28
林內鹽讚合法太陽光電農舍,雲林縣林內鄉重興,31.7年,其它,129.13,129.13,8房3廳5衛,1-3樓/3樓,無車位,4,GS121138HB,2025-10-01 10:58:28
口湖鄉公所對面農地,雲林縣口湖鄉中正路一段,,土地,730.48,,,0樓/0樓,無車位,498,HS52176HB,2025-10-01 10:58:28
近竹圍子工業區農地B,雲林縣斗六市新溪洲段,,土地,871.97,,,0樓/0樓,無車位,808,JB03512GH,2025-10-01 10:58:28
斗南都內建地,雲林縣斗南鎮北銘段,,土地,42,,,0樓/0樓,無車位,362,JB05897GH,2025-10-01 10:58:28
保長正心春天540農地,雲林縣斗六市保長?段保長?小段,,土地,540.87,,,0樓/0樓,無車位,1,JB05972GH,2025-10-01 10:58:28
坪頂農地,雲林縣林內鄉林內段,,土地,2590.61,,,0樓/0樓,無車位,1,JB06033GH,2025-10-01 10:58:28
麥寮麥小旁精緻透天,雲林縣麥寮鄉明志街,5.9年,別墅/透天,51.82,51.82,4房2廳3衛,1-4樓/4樓,無車位,1,JB06388GH,2025-10-01 10:58:28
北港忠誠街健身公寓,雲林縣北港鎮忠誠街,35.3年,公寓,37.1,35,3房2廳2衛,4樓/0樓,無車位,598,JB07048GH,2025-10-01 10:58:28
新庄子633沉香農地,雲林縣莿桐鄉新庄子段,,土地,633.53,,,0樓/0樓,無車位,398,JB07122GH,2025-10-01 10:58:28
麥寮123發財透天,雲林縣麥寮鄉中山路,45.8年,別墅/透天,57.96,57.96,5房2廳3衛,1-3樓/3樓,無車位,1,JB07196GH,2025-10-01 10:58:28
虎尾林森路金店面,雲林縣虎尾鎮林森路二段,27.2年,華廈,48.61,28.25,2房1廳1衛,1-2樓/0樓,無車位,858,JB07390GH,2025-10-01 10:58:28
大埤民族角建地,雲林縣大埤鄉民族路,,土地,84.7,,,0樓/0樓,無車位,680,JS91190HB,2025-10-01 10:58:28
