縣市,行政區,BUILD,平均單價元平方公尺,交易筆數,季度
南投縣,南投市,中古屋,27892.65,130,105年第一季
南投縣,南投市,新成屋,64208.34,35,105年第一季
南投縣,名間鄉,中古屋,27923.56,9,105年第一季
南投縣,國姓鄉,中古屋,26806.0,2,105年第一季
南投縣,國姓鄉,新成屋,23608.0,1,105年第一季
南投縣,埔里鎮,中古屋,32014.02,81,105年第一季
南投縣,埔里鎮,新成屋,47343.33,3,105年第一季
南投縣,水里鄉,中古屋,26085.67,3,105年第一季
南投縣,竹山鎮,中古屋,19988.37,63,105年第一季
南投縣,竹山鎮,新成屋,34334.33,3,105年第一季
南投縣,草屯鎮,中古屋,29976.04,103,105年第一季
南投縣,草屯鎮,新成屋,49173.0,8,105年第一季
南投縣,集集鎮,中古屋,26033.0,6,105年第一季
南投縣,魚池鄉,中古屋,39656.25,4,105年第一季
南投縣,鹿谷鄉,中古屋,34668.75,4,105年第一季
台中市,中區,中古屋,32495.48,29,105年第一季
台中市,北區,中古屋,44946.24,1162,105年第一季
台中市,北區,新成屋,77944.94,67,105年第一季
台中市,北屯區,中古屋,46162.06,1366,105年第一季
台中市,北屯區,新成屋,67151.18,354,105年第一季
台中市,南區,中古屋,38287.29,851,105年第一季
台中市,南區,新成屋,67111.57,660,105年第一季
台中市,南屯區,中古屋,58294.08,968,105年第一季
台中市,南屯區,新成屋,89060.66,152,105年第一季
台中市,后里區,中古屋,42202.81,32,105年第一季
台中市,后里區,新成屋,65214.73,11,105年第一季
台中市,外埔區,中古屋,37219.0,7,105年第一季
台中市,大安區,中古屋,20051.0,1,105年第一季
台中市,大甲區,中古屋,39092.98,43,105年第一季
台中市,大甲區,新成屋,49461.43,7,105年第一季
台中市,大肚區,中古屋,28750.33,36,105年第一季
台中市,大肚區,新成屋,48479.67,3,105年第一季
台中市,大里區,中古屋,41987.11,349,105年第一季
台中市,大里區,新成屋,68482.98,41,105年第一季
台中市,大雅區,中古屋,42781.07,149,105年第一季
台中市,大雅區,新成屋,71379.05,22,105年第一季
台中市,太平區,中古屋,38131.81,428,105年第一季
台中市,太平區,新成屋,61724.7,186,105年第一季
台中市,新社區,中古屋,45998.5,2,105年第一季
台中市,新社區,新成屋,63977.0,1,105年第一季
台中市,東勢區,中古屋,29714.78,23,105年第一季
台中市,東區,中古屋,45806.86,162,105年第一季
台中市,東區,新成屋,77731.67,231,105年第一季
台中市,梧棲區,中古屋,33398.62,58,105年第一季
台中市,梧棲區,新成屋,48512.62,61,105年第一季
台中市,沙鹿區,中古屋,38042.34,116,105年第一季
台中市,沙鹿區,新成屋,54739.62,170,105年第一季
台中市,清水區,中古屋,23519.09,76,105年第一季
台中市,清水區,新成屋,47616.39,28,105年第一季
台中市,潭子區,中古屋,43458.04,284,105年第一季
台中市,潭子區,新成屋,50019.6,40,105年第一季
台中市,烏日區,中古屋,38411.66,61,105年第一季
台中市,烏日區,新成屋,48902.15,67,105年第一季
台中市,石岡區,中古屋,42808.25,4,105年第一季
台中市,神岡區,中古屋,36403.15,47,105年第一季
台中市,神岡區,新成屋,59287.4,15,105年第一季
台中市,西區,中古屋,43635.94,675,105年第一季
台中市,西區,新成屋,94846.63,46,105年第一季
台中市,西屯區,中古屋,56340.33,1756,105年第一季
台中市,西屯區,新成屋,74083.03,286,105年第一季
台中市,豐原區,中古屋,44307.04,270,105年第一季
台中市,豐原區,新成屋,70611.73,49,105年第一季
台中市,霧峰區,中古屋,44683.91,34,105年第一季
台中市,霧峰區,新成屋,91628.0,1,105年第一季
台中市,龍井區,中古屋,36663.69,100,105年第一季
台中市,龍井區,新成屋,48814.5,6,105年第一季
台北市,中山區,中古屋,132713.43,784,105年第一季
台北市,中山區,新成屋,184383.2,70,105年第一季
台北市,中正區,中古屋,162035.68,370,105年第一季
台北市,中正區,新成屋,239968.12,69,105年第一季
台北市,信義區,中古屋,137227.46,523,105年第一季
台北市,信義區,新成屋,259457.35,49,105年第一季
台北市,內湖區,中古屋,131464.56,1151,105年第一季
台北市,內湖區,新成屋,171309.81,259,105年第一季
台北市,北投區,中古屋,109605.87,695,105年第一季
台北市,北投區,新成屋,135320.39,152,105年第一季
台北市,南港區,中古屋,149798.75,249,105年第一季
台北市,南港區,新成屋,158400.41,196,105年第一季
台北市,士林區,中古屋,114811.23,904,105年第一季
台北市,士林區,新成屋,163797.19,104,105年第一季
台北市,大同區,中古屋,126545.18,118,105年第一季
台北市,大同區,新成屋,185960.48,33,105年第一季
台北市,大安區,中古屋,187066.63,898,105年第一季
台北市,大安區,新成屋,228677.59,54,105年第一季
台北市,文山區,中古屋,116123.49,742,105年第一季
台北市,文山區,新成屋,155285.75,271,105年第一季
台北市,松山區,中古屋,151324.95,478,105年第一季
台北市,松山區,新成屋,83049.04,53,105年第一季
台北市,萬華區,中古屋,103940.4,215,105年第一季
台北市,萬華區,新成屋,115552.78,37,105年第一季
台南市,下營區,中古屋,25654.0,2,105年第一季
台南市,下營區,新成屋,27108.0,1,105年第一季
台南市,中西區,中古屋,28080.82,206,105年第一季
台南市,中西區,新成屋,56502.75,16,105年第一季
台南市,仁德區,中古屋,30498.34,134,105年第一季
台南市,仁德區,新成屋,44506.62,29,105年第一季
台南市,佳里區,中古屋,34726.48,31,105年第一季
台南市,佳里區,新成屋,38405.55,22,105年第一季
台南市,六甲區,中古屋,23605.0,6,105年第一季
台南市,六甲區,新成屋,36867.5,8,105年第一季
台南市,北區,中古屋,36165.9,458,105年第一季
台南市,北區,新成屋,61539.63,35,105年第一季
台南市,南區,中古屋,27364.32,410,105年第一季
台南市,南區,新成屋,58773.13,31,105年第一季
台南市,善化區,中古屋,33220.17,41,105年第一季
台南市,善化區,新成屋,48072.75,84,105年第一季
台南市,大內區,中古屋,13515.0,3,105年第一季
台南市,學甲區,中古屋,15349.88,17,105年第一季
台南市,安南區,中古屋,30744.94,237,105年第一季
台南市,安南區,新成屋,49286.01,149,105年第一季
台南市,安定區,中古屋,27885.25,8,105年第一季
台南市,安定區,新成屋,42899.0,1,105年第一季
台南市,安平區,中古屋,34804.15,426,105年第一季
台南市,安平區,新成屋,51695.16,98,105年第一季
台南市,官田區,中古屋,17041.0,5,105年第一季
台南市,官田區,新成屋,38091.0,2,105年第一季
台南市,將軍區,中古屋,15754.0,1,105年第一季
