縣市,行政區,BUILD,平均單價元平方公尺,交易筆數,季度
南投縣,中寮鄉,中古屋,54091,1,112年第二季
南投縣,南投市,中古屋,49169.54,103,112年第二季
南投縣,南投市,新成屋,72841.16,19,112年第二季
南投縣,名間鄉,中古屋,32793.27,15,112年第二季
南投縣,名間鄉,新成屋,77400.88,8,112年第二季
南投縣,國姓鄉,中古屋,42103.5,2,112年第二季
南投縣,埔里鎮,中古屋,51372.74,61,112年第二季
南投縣,水里鄉,中古屋,39972.5,4,112年第二季
南投縣,水里鄉,新成屋,63274,2,112年第二季
南投縣,竹山鎮,中古屋,27619.59,32,112年第二季
南投縣,竹山鎮,新成屋,49825.94,16,112年第二季
南投縣,草屯鎮,中古屋,24058.92,89,112年第二季
南投縣,草屯鎮,新成屋,71417.1,10,112年第二季
南投縣,集集鎮,中古屋,46118.4,5,112年第二季
南投縣,集集鎮,新成屋,59715,1,112年第二季
南投縣,鹿谷鄉,中古屋,32337,4,112年第二季
台中市,中區,中古屋,298.67,6,112年第二季
台中市,北區,中古屋,54960.68,1411,112年第二季
台中市,北區,新成屋,37027.14,7,112年第二季
台中市,北屯區,中古屋,63195.32,2045,112年第二季
台中市,北屯區,新成屋,72226.67,470,112年第二季
台中市,南區,中古屋,60517.33,857,112年第二季
台中市,南區,新成屋,66290.38,58,112年第二季
台中市,南屯區,中古屋,71231.72,1095,112年第二季
台中市,南屯區,新成屋,96959.18,188,112年第二季
台中市,后里區,中古屋,68771.69,16,112年第二季
台中市,后里區,新成屋,84585.75,4,112年第二季
台中市,外埔區,中古屋,27941.75,4,112年第二季
台中市,大安區,中古屋,44109,6,112年第二季
台中市,大甲區,中古屋,47687.27,55,112年第二季
台中市,大甲區,新成屋,48160.87,23,112年第二季
台中市,大肚區,中古屋,39948.22,40,112年第二季
台中市,大肚區,新成屋,18583.5,4,112年第二季
台中市,大里區,中古屋,53876.23,483,112年第二季
台中市,大里區,新成屋,75282.68,71,112年第二季
台中市,大雅區,中古屋,61003.44,151,112年第二季
台中市,大雅區,新成屋,77922.39,28,112年第二季
台中市,太平區,中古屋,56658.81,619,112年第二季
台中市,太平區,新成屋,79690.48,80,112年第二季
台中市,新社區,中古屋,47646,4,112年第二季
台中市,新社區,新成屋,73553,1,112年第二季
台中市,東勢區,中古屋,54960.5,24,112年第二季
台中市,東勢區,新成屋,73237.6,5,112年第二季
台中市,東區,中古屋,59471.43,223,112年第二季
台中市,東區,新成屋,81832.45,53,112年第二季
台中市,梧棲區,中古屋,37978.71,59,112年第二季
台中市,梧棲區,新成屋,62114.22,37,112年第二季
台中市,沙鹿區,中古屋,49582.44,263,112年第二季
台中市,沙鹿區,新成屋,38674.58,252,112年第二季
台中市,清水區,中古屋,37378.52,71,112年第二季
台中市,清水區,新成屋,58209.18,62,112年第二季
台中市,潭子區,中古屋,63054.52,342,112年第二季
台中市,潭子區,新成屋,83171.77,13,112年第二季
台中市,烏日區,中古屋,60988.57,186,112年第二季
台中市,烏日區,新成屋,39088.22,108,112年第二季
台中市,石岡區,中古屋,62.5,2,112年第二季
台中市,神岡區,中古屋,55259.52,66,112年第二季
台中市,神岡區,新成屋,69996.45,11,112年第二季
