113,,112,,111,,110,,109,,108,,107,,106,,105,,104,,103,,102,,101,
區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 ,區　域　別, 年底人口數 
　大肚區　,"55,708",　大肚區　,"55,955",　大肚區　,"56,129",　大肚區　,"56,458",　大肚區　,"56,777",　大肚區　,"57,085",　大肚區　,"57,324",　大肚區　,"57,322",　大肚區　,"57,207",　大肚區　,"56,627",　大肚區　,"56,364",　下營區　,"25,333",　下營區　,"25,612"
　龍井區　,"79,030",　龍井區　,"78,413",　龍井區　,"77,887",　龍井區　,"77,976",　龍井區　,"78,095",　龍井區　,"78,027",　龍井區　,"77,998",　龍井區　,"77,818",　龍井區　,"77,236",　龍井區　,"76,666",　龍井區　,"76,164",　六甲區　,"23,151",　六甲區　,"23,346"
　霧峰區　,"63,342",　霧峰區　,"63,822",　霧峰區　,"64,091",　霧峰區　,"64,602",　霧峰區　,"65,094",　霧峰區　,"65,419",　霧峰區　,"65,619",　霧峰區　,"65,393",　霧峰區　,"64,898",　霧峰區　,"64,657",　霧峰區　,"64,496",　官田區　,"21,823",　官田區　,"21,912"
　太平區　,"200,007",　太平區　,"198,212",　太平區　,"196,011",　太平區　,"195,613",　太平區　,"194,970",　太平區　,"193,729",　太平區　,"191,752",　太平區　,"189,066",　太平區　,"186,271",　太平區　,"183,923",　太平區　,"181,537",　大內區　,"10,408",　大內區　,"10,537"
　大里區　,"212,166",　大里區　,"212,511",　大里區　,"211,469",　大里區　,"212,253",　大里區　,"213,117",　大里區　,"212,711",　大里區　,"212,104",　大里區　,"211,492",　大里區　,"210,285",　大里區　,"208,406",　大里區　,"206,318",　佳里區　,"59,372",　佳里區　,"59,289"
※和平區　,"10,656",※和平區　,"10,794",※和平區　,"10,919",※和平區　,"10,870",※和平區　,"10,809",※和平區　,"10,902",※和平區　,"11,015",※和平區　,"10,949",※和平區　,"10,795",※和平區　,"10,726",※和平區　,"10,825",　學甲區　,"27,167",　學甲區　,"27,414"
臺  南  市　,"1,858,651",臺  南  市　,"1,859,946",臺  南  市　,"1,852,997",臺  南  市　,"1,862,059",臺  南  市　,"1,874,917",臺  南  市　,"1,880,906",臺  南  市　,"1,883,831",臺  南  市　,"1,886,522",臺  南  市　,"1,886,033",臺  南  市　,"1,885,541",臺  南  市　,"1,884,284",　西港區　,"24,914",　西港區　,"25,034"
　新營區　,"74,782",　新營區　,"74,921",　新營區　,"74,908",　新營區　,"75,506",　新營區　,"76,331",　新營區　,"76,969",　新營區　,"77,617",　新營區　,"77,966",　新營區　,"78,101",　新營區　,"78,165",　新營區　,"78,231",　七股區　,"23,871",　七股區　,"24,225"
　鹽水區　,"23,969",　鹽水區　,"24,251",　鹽水區　,"24,452",　鹽水區　,"24,777",　鹽水區　,"25,001",　鹽水區　,"25,223",　鹽水區　,"25,395",　鹽水區　,"25,583",　鹽水區　,"25,871",　鹽水區　,"26,085",　鹽水區　,"26,322",　將軍區　,"20,808",　將軍區　,"21,005"
　白河區　,"25,393",　白河區　,"25,862",　白河區　,"26,203",　白河區　,"26,693",　白河區　,"27,245",　白河區　,"27,688",　白河區　,"28,105",　白河區　,"28,520",　白河區　,"28,819",　白河區　,"29,271",　白河區　,"29,731",　北門區　,"11,876",　北門區　,"12,083"
　柳營區　,"20,007",　柳營區　,"20,306",　柳營區　,"20,407",　柳營區　,"20,618",　柳營區　,"20,826",　柳營區　,"21,068",　柳營區　,"21,205",　柳營區　,"21,365",　柳營區　,"21,520",　柳營區　,"21,629",　柳營區　,"21,828",　新化區　,"43,836",　新化區　,"43,940"
　後壁區　,"21,292",　後壁區　,"21,616",　後壁區　,"21,891",　後壁區　,"22,322",　後壁區　,"22,755",　後壁區　,"23,001",　後壁區　,"23,346",　後壁區　,"23,718",　後壁區　,"24,066",　後壁區　,"24,329",　後壁區　,"24,589",　善化區　,"45,167",　善化區　,"44,619"
　東山區　,"18,836",　東山區　,"19,156",　東山區　,"19,366",　東山區　,"19,788",　東山區　,"20,152",　東山區　,"20,449",　東山區　,"20,788",　東山區　,"21,049",　東山區　,"21,320",　東山區　,"21,603",　東山區　,"21,920",　新市區　,"35,336",　新市區　,"35,187"
　麻豆區　,"43,036",　麻豆區　,"43,056",　麻豆區　,"42,933",　麻豆區　,"43,373",　麻豆區　,"43,713",　麻豆區　,"43,993",　麻豆區　,"44,260",　麻豆區　,"44,603",　麻豆區　,"44,812",　麻豆區　,"44,987",　麻豆區　,"45,067",　安定區　,"30,215",　安定區　,"30,298"
　下營區　,"22,077",　下營區　,"22,420",　下營區　,"22,635",　下營區　,"23,062",　下營區　,"23,452",　下營區　,"23,686",　下營區　,"23,916",　下營區　,"24,239",　下營區　,"24,508",　下營區　,"24,786",　下營區　,"25,068",　山上區　,"7,570",　山上區　,"7,696"
　六甲區　,"21,110",　六甲區　,"21,189",　六甲區　,"21,342",　六甲區　,"21,488",　六甲區　,"21,668",　六甲區　,"21,886",　六甲區　,"22,148",　六甲區　,"22,275",　六甲區　,"22,406",　六甲區　,"22,586",　六甲區　,"22,832",　玉井區　,"14,821",　玉井區　,"15,058"
　官田區　,"20,669",　官田區　,"20,835",　官田區　,"20,849",　官田區　,"21,035",　官田區　,"21,212",　官田區　,"21,371",　官田區　,"21,314",　官田區　,"21,448",　官田區　,"21,535",　官田區　,"21,685",　官田區　,"21,706",　楠西區　,"10,186",　楠西區　,"10,272"
　大內區　,"8,588",　大內區　,"8,728",　大內區　,"8,847",　大內區　,"9,048",　大內區　,"9,200",　大內區　,"9,391",　大內區　,"9,605",　大內區　,"9,761",　大內區　,"9,962",　大內區　,"10,054",　大內區　,"10,248",　南化區　,"8,894",　南化區　,"8,814"
　佳里區　,"58,470",　佳里區　,"58,232",　佳里區　,"58,063",　佳里區　,"58,482",　佳里區　,"58,785",　佳里區　,"59,089",　佳里區　,"59,083",　佳里區　,"59,380",　佳里區　,"59,458",　佳里區　,"59,555",　佳里區　,"59,533",　左鎮區　,"5,211",　左鎮區　,"5,294"
　學甲區　,"24,537",　學甲區　,"24,672",　學甲區　,"24,749",　學甲區　,"24,981",　學甲區　,"25,293",　學甲區　,"25,501",　學甲區　,"25,665",　學甲區　,"26,078",　學甲區　,"26,377",　學甲區　,"26,652",　學甲區　,"26,949",　仁德區　,"72,444",　仁德區　,"71,270"
　西港區　,"25,004",　西港區　,"24,990",　西港區　,"24,713",　西港區　,"24,495",　西港區　,"24,522",　西港區　,"24,554",　西港區　,"24,690",　西港區　,"24,758",　西港區　,"24,870",　西港區　,"24,921",　西港區　,"24,896",　歸仁區　,"67,101",　歸仁區　,"66,655"
　七股區　,"20,760",　七股區　,"21,210",　七股區　,"21,439",　七股區　,"21,757",　七股區　,"22,142",　七股區　,"22,299",　七股區　,"22,732",　七股區　,"22,974",　七股區　,"23,172",　七股區　,"23,365",　七股區　,"23,608",　關廟區　,"35,105",　關廟區　,"35,353"
　將軍區　,"18,070",　將軍區　,"18,255",　將軍區　,"18,618",　將軍區　,"18,843",　將軍區　,"19,073",　將軍區　,"19,353",　將軍區　,"19,664",　將軍區　,"19,849",　將軍區　,"20,051",　將軍區　,"20,309",　將軍區　,"20,568",　龍崎區　,"4,310",　龍崎區　,"4,325"
　北門區　,"9,712",　北門區　,"9,994",　北門區　,"10,183",　北門區　,"10,397",　北門區　,"10,601",　北門區　,"10,830",　北門區　,"11,051",　北門區　,"11,188",　北門區　,"11,333",　北門區　,"11,527",　北門區　,"11,691",　永康區　,"226,875",　永康區　,"224,303"
　新化區　,"42,292",　新化區　,"42,793",　新化區　,"42,467",　新化區　,"42,809",　新化區　,"43,317",　新化區　,"43,254",　新化區　,"43,456",　新化區　,"43,630",　新化區　,"43,727",　新化區　,"43,828",　新化區　,"43,782",　東　區　,"191,576",　東　區　,"192,972"
　善化區　,"53,300",　善化區　,"52,444",　善化區　,"51,842",　善化區　,"51,265",　善化區　,"50,814",　善化區　,"50,018",　善化區　,"48,968",　善化區　,"48,386",　善化區　,"47,660",　善化區　,"46,933",　善化區　,"46,100",　南　區　,"125,611",　南　區　,"126,018"
　新市區　,"37,913",　新市區　,"37,624",　新市區　,"37,482",　新市區　,"37,546",　新市區　,"37,660",　新市區　,"37,269",　新市區　,"36,898",　新市區　,"36,574",　新市區　,"36,268",　新市區　,"35,853",　新市區　,"35,482",　北　區　,"132,336",　北　區　,"132,233"
　安定區　,"29,842",　安定區　,"29,926",　安定區　,"29,904",　安定區　,"30,105",　安定區　,"30,374",　安定區　,"30,413",　安定區　,"30,483",　安定區　,"30,564",　安定區　,"30,447",　安定區　,"30,331",　安定區　,"30,298",　安南區　,"185,412",　安南區　,"182,749"
　山上區　,"6,916",　山上區　,"7,018",　山上區　,"6,976",　山上區　,"6,996",　山上區　,"7,128",　山上區　,"7,199",　山上區　,"7,317",　山上區　,"7,314",　山上區　,"7,359",　山上區　,"7,437",　山上區　,"7,500",　安平區　,"64,589",　安平區　,"64,348"
　玉井區　,"12,830",　玉井區　,"13,043",　玉井區　,"13,118",　玉井區　,"13,342",　玉井區　,"13,602",　玉井區　,"13,769",　玉井區　,"13,997",　玉井區　,"14,151",　玉井區　,"14,281",　玉井區　,"14,388",　玉井區　,"14,561",　中西區　,"78,498",　中西區　,"78,666"
　楠西區　,"8,532",　楠西區　,"8,708",　楠西區　,"8,870",　楠西區　,"9,031",　楠西區　,"9,178",　楠西區　,"9,319",　楠西區　,"9,537",　楠西區　,"9,717",　楠西區　,"9,898",　楠西區　,"10,032",　楠西區　,"10,116",高  雄  市　,"2,779,877",高  雄  市　,"2,778,659"
　南化區　,"7,786",　南化區　,"7,996",　南化區　,"8,114",　南化區　,"8,264",　南化區　,"8,398",　南化區　,"8,583",　南化區　,"8,724",　南化區　,"8,787",　南化區　,"8,838",　南化區　,"8,893",　南化區　,"9,001",　鹽埕區　,"25,847",　鹽埕區　,"26,222"
　左鎮區　,"4,124",　左鎮區　,"4,231",　左鎮區　,"4,366",　左鎮區　,"4,428",　左鎮區　,"4,569",　左鎮區　,"4,676",　左鎮區　,"4,781",　左鎮區　,"4,876",　左鎮區　,"4,980",　左鎮區　,"5,071",　左鎮區　,"5,181",　鼓山區　,"135,102",　鼓山區　,"133,964"
　仁德區　,"77,574",　仁德區　,"77,312",　仁德區　,"76,896",　仁德區　,"76,497",　仁德區　,"76,385",　仁德區　,"76,094",　仁德區　,"75,878",　仁德區　,"75,518",　仁德區　,"74,637",　仁德區　,"73,887",　仁德區　,"73,099",　左營區　,"195,436",　左營區　,"194,815"
　歸仁區　,"69,818",　歸仁區　,"68,726",　歸仁區　,"68,044",　歸仁區　,"68,001",　歸仁區　,"68,164",　歸仁區　,"68,135",　歸仁區　,"68,403",　歸仁區　,"68,424",　歸仁區　,"68,170",　歸仁區　,"67,906",　歸仁區　,"67,504",　楠梓區　,"177,579",　楠梓區　,"175,798"
　關廟區　,"33,048",　關廟區　,"33,270",　關廟區　,"33,424",　關廟區　,"33,860",　關廟區　,"33,941",　關廟區　,"34,202",　關廟區　,"34,353",　關廟區　,"34,433",　關廟區　,"34,601",　關廟區　,"34,719",　關廟區　,"34,865",　三民區　,"348,488",　三民區　,"349,710"
　龍崎區　,"3,352",　龍崎區　,"3,476",　龍崎區　,"3,601",　龍崎區　,"3,668",　龍崎區　,"3,768",　龍崎區　,"3,900",　龍崎區　,"3,995",　龍崎區　,"4,038",　龍崎區　,"4,107",　龍崎區　,"4,196",　龍崎區　,"4,292",　新興區　,"53,170",　新興區　,"53,749"
　永康區　,"235,623",　永康區　,"234,953",　永康區　,"234,130",　永康區　,"234,624",　永康區　,"235,415",　永康區　,"235,699",　永康區　,"234,891",　永康區　,"233,905",　永康區　,"232,210",　永康區　,"230,806",　永康區　,"228,651",　前金區　,"28,038",　前金區　,"28,250"
　東　區　,"181,962",　東　區　,"182,034",　東　區　,"180,511",　東　區　,"182,489",　東　區　,"184,958",　東　區　,"186,009",　東　區　,"186,250",　東　區　,"186,841",　東　區　,"187,834",　東　區　,"188,865",　東　區　,"190,233",　苓雅區　,"177,716",　苓雅區　,"179,512"
　南　區　,"120,323",　南　區　,"121,189",　南　區　,"121,035",　南　區　,"122,345",　南　區　,"123,789",　南　區　,"124,696",　南　區　,"124,824",　南　區　,"125,394",　南　區　,"125,768",　南　區　,"125,738",　南　區　,"125,691",　前鎮區　,"194,835",　前鎮區　,"196,246"
　北　區　,"125,821",　北　區　,"126,575",　北　區　,"126,068",　北　區　,"127,913",　北　區　,"130,094",　北　區　,"131,480",　北　區　,"132,112",　北　區　,"132,726",　北　區　,"133,091",　北　區　,"132,651",　北　區　,"132,558",　旗津區　,"29,040",　旗津區　,"29,468"
　安南區　,"203,838",　安南區　,"201,824",　安南區　,"199,118",　安南區　,"197,061",　安南區　,"195,623",　安南區　,"194,228",　安南區　,"193,438",　安南區　,"192,224",　安南區　,"191,196",　安南區　,"189,620",　安南區　,"187,775",　小港區　,"156,115",　小港區　,"155,779"
　安平區　,"70,321",　安平區　,"69,015",　安平區　,"68,025",　安平區　,"67,446",　安平區　,"67,213",　安平區　,"67,119",　安平區　,"66,775",　安平區　,"66,496",　安平區　,"65,813",　安平區　,"65,380",　安平區　,"64,898",　鳳山區　,"352,574",　鳳山區　,"349,816"
　中西區　,"77,124",　中西區　,"78,096",　中西區　,"77,408",　中西區　,"77,704",　中西區　,"78,556",　中西區　,"78,493",　中西區　,"78,167",　中西區　,"77,770",　中西區　,"76,967",　中西區　,"77,498",　中西區　,"77,910",　林園區　,"70,436",　林園區　,"70,383"
高  雄  市　,"2,731,412",高  雄  市　,"2,737,941",高  雄  市　,"2,728,137",高  雄  市　,"2,744,691",高  雄  市　,"2,765,932",高  雄  市　,"2,773,198",高  雄  市　,"2,773,533",高  雄  市　,"2,776,912",高  雄  市　,"2,779,371",高  雄  市　,"2,778,918",高  雄  市　,"2,778,992",　大寮區　,"110,449",　大寮區　,"109,780"
　鹽埕區　,"22,275",　鹽埕區　,"22,539",　鹽埕區　,"22,481",　鹽埕區　,"22,912",　鹽埕區　,"23,553",　鹽埕區　,"23,889",　鹽埕區　,"24,059",　鹽埕區　,"24,219",　鹽埕區　,"24,659",　鹽埕區　,"25,032",　鹽埕區　,"25,400",　大樹區　,"43,418",　大樹區　,"43,429"
　鼓山區　,"141,277",　鼓山區　,"140,701",　鼓山區　,"139,590",　鼓山區　,"140,410",　鼓山區　,"141,488",　鼓山區　,"141,055",　鼓山區　,"140,133",　鼓山區　,"139,259",　鼓山區　,"138,099",　鼓山區　,"136,665",　鼓山區　,"135,667",　大社區　,"34,097",　大社區　,"33,766"
　左營區　,"197,784",　左營區　,"197,276",　左營區　,"195,296",　左營區　,"196,314",　左營區　,"197,306",　左營區　,"197,728",　左營區　,"196,872",　左營區　,"197,072",　左營區　,"196,936",　左營區　,"196,244",　左營區　,"195,643",　仁武區　,"79,392",　仁武區　,"77,371"
　楠梓區　,"194,404",　楠梓區　,"193,139",　楠梓區　,"191,313",　楠梓區　,"190,149",　楠梓區　,"189,426",　楠梓區　,"187,999",　楠梓區　,"185,687",　楠梓區　,"183,751",　楠梓區　,"181,845",　楠梓區　,"179,931",　楠梓區　,"178,532",　鳥松區　,"43,781",　鳥松區　,"43,696"
　三民區　,"330,287",　三民區　,"331,995",　三民區　,"330,419",　三民區　,"333,038",　三民區　,"336,868",　三民區　,"339,269",　三民區　,"340,913",　三民區　,"343,243",　三民區　,"344,888",　三民區　,"346,169",　三民區　,"347,619",　岡山區　,"97,800",　岡山區　,"97,587"
　新興區　,"49,573",　新興區　,"49,598",　新興區　,"49,068",　新興區　,"49,383",　新興區　,"50,490",　新興區　,"51,014",　新興區　,"51,032",　新興區　,"51,153",　新興區　,"51,431",　新興區　,"51,955",　新興區　,"52,534",　橋頭區　,"37,010",　橋頭區　,"36,962"
　前金區　,"27,199",　前金區　,"27,098",　前金區　,"26,633",　前金區　,"26,416",　前金區　,"26,668",　前金區　,"26,879",　前金區　,"26,831",　前金區　,"26,991",　前金區　,"27,151",　前金區　,"27,388",　前金區　,"27,832",　燕巢區　,"30,542",　燕巢區　,"30,758"
　苓雅區　,"163,295",　苓雅區　,"163,838",　苓雅區　,"162,642",　苓雅區　,"164,572",　苓雅區　,"167,280",　苓雅區　,"168,825",　苓雅區　,"169,648",　苓雅區　,"171,033",　苓雅區　,"172,895",　苓雅區　,"174,515",　苓雅區　,"175,854",　田寮區　,"7,732",　田寮區　,"7,852"
　前鎮區　,"178,290",　前鎮區　,"179,854",　前鎮區　,"180,282",　前鎮區　,"182,805",　前鎮區　,"185,828",　前鎮區　,"187,524",　前鎮區　,"188,340",　前鎮區　,"189,839",　前鎮區　,"191,262",　前鎮區　,"192,593",　前鎮區　,"193,952",　阿蓮區　,"29,795",　阿蓮區　,"30,033"
　旗津區　,"25,587",　旗津區　,"26,220",　旗津區　,"26,671",　旗津區　,"27,204",　旗津區　,"27,785",　旗津區　,"28,129",　旗津區　,"28,506",　旗津區　,"28,763",　旗津區　,"28,898",　旗津區　,"29,008",　旗津區　,"28,958",　路竹區　,"53,036",　路竹區　,"53,145"
　小港區　,"154,354",　小港區　,"155,009",　小港區　,"154,808",　小港區　,"156,035",　小港區　,"157,356",　小港區　,"157,793",　小港區　,"157,742",　小港區　,"157,475",　小港區　,"157,023",　小港區　,"156,256",　小港區　,"156,171",　湖內區　,"29,203",　湖內區　,"29,120"
　鳳山區　,"355,175",　鳳山區　,"356,536",　鳳山區　,"356,016",　鳳山區　,"357,946",　鳳山區　,"359,576",　鳳山區　,"359,882",　鳳山區　,"359,519",　鳳山區　,"359,120",　鳳山區　,"357,768",　鳳山區　,"356,320",　鳳山區　,"354,093",　茄萣區　,"30,868",　茄萣區　,"30,999"
　林園區　,"67,903",　林園區　,"68,216",　林園區　,"68,429",　林園區　,"68,893",　林園區　,"69,478",　林園區　,"69,604",　林園區　,"69,870",　林園區　,"69,990",　林園區　,"70,201",　林園區　,"70,401",　林園區　,"70,476",　永安區　,"14,138",　永安區　,"14,129"
　大寮區　,"112,213",　大寮區　,"111,986",　大寮區　,"111,514",　大寮區　,"111,933",　大寮區　,"112,265",　大寮區　,"112,259",　大寮區　,"112,421",　大寮區　,"112,397",　大寮區　,"112,258",　大寮區　,"111,663",　大寮區　,"111,191",　彌陀區　,"19,920",　彌陀區　,"20,123"
　大樹區　,"40,163",　大樹區　,"40,432",　大樹區　,"40,732",　大樹區　,"41,257",　大樹區　,"41,764",　大樹區　,"42,142",　大樹區　,"42,390",　大樹區　,"42,757",　大樹區　,"43,067",　大樹區　,"43,161",　大樹區　,"43,190",　梓官區　,"36,381",　梓官區　,"36,519"
　大社區　,"33,754",　大社區　,"33,729",　大社區　,"33,670",　大社區　,"34,050",　大社區　,"34,324",　大社區　,"34,410",　大社區　,"34,604",　大社區　,"34,577",　大社區　,"34,615",　大社區　,"34,566",　大社區　,"34,455",　旗山區　,"38,563",　旗山區　,"39,038"
　仁武區　,"98,956",　仁武區　,"97,337",　仁武區　,"95,089",　仁武區　,"93,581",　仁武區　,"91,893",　仁武區　,"89,595",　仁武區　,"87,694",　仁武區　,"85,894",　仁武區　,"84,122",　仁武區　,"82,614",　仁武區　,"80,994",　美濃區　,"41,668",　美濃區　,"42,157"
　鳥松區　,"44,233",　鳥松區　,"44,373",　鳥松區　,"44,168",　鳥松區　,"44,393",　鳥松區　,"44,938",　鳥松區　,"44,960",　鳥松區　,"44,469",　鳥松區　,"44,291",　鳥松區　,"44,265",　鳥松區　,"43,965",　鳥松區　,"43,735",　六龜區　,"13,943",　六龜區　,"14,203"
　岡山區　,"95,176",　岡山區　,"95,574",　岡山區　,"95,349",　岡山區　,"95,922",　岡山區　,"96,841",　岡山區　,"97,127",　岡山區　,"97,103",　岡山區　,"97,329",　岡山區　,"97,643",　岡山區　,"97,827",　岡山區　,"97,751",　甲仙區　,"6,444",　甲仙區　,"6,625"
　橋頭區　,"42,671",　橋頭區　,"41,712",　橋頭區　,"40,470",　橋頭區　,"40,094",　橋頭區　,"38,955",　橋頭區　,"38,254",　橋頭區　,"37,650",　橋頭區　,"37,579",　橋頭區　,"37,448",　橋頭區　,"37,317",　橋頭區　,"37,198",　杉林區　,"12,587",　杉林區　,"12,577"
　燕巢區　,"28,576",　燕巢區　,"28,776",　燕巢區　,"28,963",　燕巢區　,"29,244",　燕巢區　,"29,493",　燕巢區　,"29,686",　燕巢區　,"29,820",　燕巢區　,"29,922",　燕巢區　,"29,960",　燕巢區　,"30,124",　燕巢區　,"30,397",　內門區　,"15,351",　內門區　,"15,510"
　田寮區　,"6,298",　田寮區　,"6,530",　田寮區　,"6,655",　田寮區　,"6,788",　田寮區　,"6,919",　田寮區　,"7,043",　田寮區　,"7,159",　田寮區　,"7,245",　田寮區　,"7,340",　田寮區　,"7,473",　田寮區　,"7,680",※茂林區　,"1,832",※茂林區　,"1,839"
　阿蓮區　,"27,131",　阿蓮區　,"27,409",　阿蓮區　,"27,656",　阿蓮區　,"28,011",　阿蓮區　,"28,331",　阿蓮區　,"28,489",　阿蓮區　,"28,658",　阿蓮區　,"28,844",　阿蓮區　,"29,093",　阿蓮區　,"29,319",　阿蓮區　,"29,566",※桃源區　,"4,406",※桃源區　,"4,559"
　路竹區　,"49,715",　路竹區　,"50,355",　路竹區　,"50,602",　路竹區　,"51,217",　路竹區　,"51,726",　路竹區　,"52,185",　路竹區　,"52,538",　路竹區　,"52,761",　路竹區　,"53,007",　路竹區　,"53,033",　路竹區　,"53,064",※那瑪夏區,"3,145",※那瑪夏區,"3,170"
　湖內區　,"29,396",　湖內區　,"29,525",　湖內區　,"29,540",　湖內區　,"29,648",　湖內區　,"29,882",　湖內區　,"29,684",　湖內區　,"29,794",　湖內區　,"29,803",　湖內區　,"29,876",　湖內區　,"29,615",　湖內區　,"29,399",宜  蘭  縣　,"458,456",宜  蘭  縣　,"458,595"
　茄萣區　,"28,959",　茄萣區　,"29,241",　茄萣區　,"29,480",　茄萣區　,"29,812",　茄萣區　,"29,960",　茄萣區　,"30,006",　茄萣區　,"30,089",　茄萣區　,"30,217",　茄萣區　,"30,412",　茄萣區　,"30,551",　茄萣區　,"30,690",　宜蘭市　,"95,985",　宜蘭市　,"96,016"
　永安區　,"13,823",　永安區　,"13,863",　永安區　,"13,776",　永安區　,"13,618",　永安區　,"13,705",　永安區　,"13,786",　永安區　,"13,909",　永安區　,"13,980",　永安區　,"14,039",　永安區　,"14,152",　永安區　,"14,148",　羅東鎮　,"72,352",　羅東鎮　,"72,468"
　彌陀區　,"18,069",　彌陀區　,"18,273",　彌陀區　,"18,468",　彌陀區　,"18,627",　彌陀區　,"18,872",　彌陀區　,"19,049",　彌陀區　,"19,252",　彌陀區　,"19,383",　彌陀區　,"19,555",　彌陀區　,"19,655",　彌陀區　,"19,854",　蘇澳鎮　,"41,382",　蘇澳鎮　,"41,855"
　梓官區　,"34,792",　梓官區　,"34,813",　梓官區　,"34,845",　梓官區　,"35,117",　梓官區　,"35,517",　梓官區　,"35,750",　梓官區　,"35,940",　梓官區　,"36,116",　梓官區　,"36,252",　梓官區　,"36,429",　梓官區　,"36,384",　頭城鎮　,"30,043",　頭城鎮　,"30,304"
　旗山區　,"33,818",　旗山區　,"34,304",　旗山區　,"34,622",　旗山區　,"35,162",　旗山區　,"35,764",　旗山區　,"36,313",　旗山區　,"36,652",　旗山區　,"36,940",　旗山區　,"37,342",　旗山區　,"37,770",　旗山區　,"38,100",　礁溪鄉　,"35,998",　礁溪鄉　,"36,010"
　美濃區　,"36,545",　美濃區　,"37,008",　美濃區　,"37,317",　美濃區　,"37,949",　美濃區　,"38,611",　美濃區　,"39,074",　美濃區　,"39,589",　美濃區　,"39,973",　美濃區　,"40,399",　美濃區　,"40,810",　美濃區　,"41,258",　壯圍鄉　,"24,468",　壯圍鄉　,"24,551"
　六龜區　,"11,511",　六龜區　,"11,700",　六龜區　,"11,920",　六龜區　,"12,135",　六龜區　,"12,391",　六龜區　,"12,633",　六龜區　,"12,939",　六龜區　,"13,016",　六龜區　,"13,217",　六龜區　,"13,467",　六龜區　,"13,663",　員山鄉　,"32,159",　員山鄉　,"32,106"
　甲仙區　,"5,412",　甲仙區　,"5,543",　甲仙區　,"5,661",　甲仙區　,"5,788",　甲仙區　,"5,877",　甲仙區　,"5,943",　甲仙區　,"6,026",　甲仙區　,"6,107",　甲仙區　,"6,214",　甲仙區　,"6,291",　甲仙區　,"6,420",　冬山鄉　,"53,731",　冬山鄉　,"53,363"
　杉林區　,"10,714",　杉林區　,"10,955",　杉林區　,"11,094",　杉林區　,"11,288",　杉林區　,"11,541",　杉林區　,"11,681",　杉林區　,"11,795",　杉林區　,"12,038",　杉林區　,"12,201",　杉林區　,"12,383",　杉林區　,"12,531",　五結鄉　,"39,230",　五結鄉　,"38,999"
　內門區　,"12,893",　內門區　,"13,184",　內門區　,"13,499",　內門區　,"13,770",　內門區　,"13,976",　內門區　,"14,195",　內門區　,"14,437",　內門區　,"14,540",　內門區　,"14,743",　內門區　,"14,978",　內門區　,"15,178",　三星鄉　,"21,191",　三星鄉　,"21,122"
※茂林區　,"1,869",※茂林區　,"1,905",※茂林區　,"1,940",※茂林區　,"1,874",※茂林區　,"1,915",※茂林區　,"1,937",※茂林區　,"1,994",※茂林區　,"1,924",※茂林區　,"1,896",※茂林區　,"1,890",※茂林區　,"1,915",※大同鄉　,"6,005",※大同鄉　,"5,915"
※桃源區　,"4,190",※桃源區　,"4,230",※桃源區　,"4,258",※桃源區　,"4,193",※桃源區　,"4,223",※桃源區　,"4,261",※桃源區　,"4,311",※桃源區　,"4,246",※桃源區　,"4,220",※桃源區　,"4,239",※桃源區　,"4,296",※南澳鄉　,"5,912",※南澳鄉　,"5,886"
※那瑪夏區,"3,132",※那瑪夏區,"3,165",※那瑪夏區,"3,201",※那瑪夏區,"3,143",※那瑪夏區,"3,147",※那瑪夏區,"3,146",※那瑪夏區,"3,148",※那瑪夏區,"3,125",※那瑪夏區,"3,131",※那瑪夏區,"3,149",※那瑪夏區,"3,204",桃  園  縣　,"2,044,023",桃  園  縣　,"2,030,161"
宜  蘭  縣　,"449,212",宜  蘭  縣　,"449,890",宜  蘭  縣　,"449,062",宜  蘭  縣　,"450,692",宜  蘭  縣　,"453,087",宜  蘭  縣　,"454,178",宜  蘭  縣　,"455,221",宜  蘭  縣　,"456,607",宜  蘭  縣　,"457,538",宜  蘭  縣　,"458,117",宜  蘭  縣　,"458,777",　桃園市　,"415,414",　桃園市　,"413,488"
　宜蘭市　,"94,890",　宜蘭市　,"94,991",　宜蘭市　,"94,679",　宜蘭市　,"94,869",　宜蘭市　,"95,395",　宜蘭市　,"95,562",　宜蘭市　,"95,732",　宜蘭市　,"95,918",　宜蘭市　,"95,907",　宜蘭市　,"96,051",　宜蘭市　,"95,885",　中壢市　,"378,918",　中壢市　,"376,217"
　羅東鎮　,"69,638",　羅東鎮　,"69,960",　羅東鎮　,"70,012",　羅東鎮　,"70,732",　羅東鎮　,"71,484",　羅東鎮　,"71,898",　羅東鎮　,"72,433",　羅東鎮　,"72,319",　羅東鎮　,"72,485",　羅東鎮　,"72,404",　羅東鎮　,"72,533",　平鎮市　,"211,146",　平鎮市　,"209,552"
