縣市,行政區,BUILD,平均單價元平方公尺,交易筆數,季度
南投縣,南投市,中古屋,30627.08,114,104年第三季
南投縣,南投市,新成屋,62151.0,13,104年第三季
南投縣,名間鄉,中古屋,21859.75,4,104年第三季
南投縣,國姓鄉,中古屋,29378.0,1,104年第三季
南投縣,埔里鎮,中古屋,30797.16,96,104年第三季
南投縣,埔里鎮,新成屋,113876.0,1,104年第三季
南投縣,水里鄉,中古屋,19972.57,7,104年第三季
南投縣,竹山鎮,中古屋,20809.79,52,104年第三季
南投縣,竹山鎮,新成屋,36829.67,6,104年第三季
南投縣,草屯鎮,中古屋,28932.68,96,104年第三季
南投縣,草屯鎮,新成屋,57289.88,16,104年第三季
南投縣,集集鎮,中古屋,25844.2,10,104年第三季
南投縣,魚池鄉,中古屋,39685.0,2,104年第三季
台中市,中區,中古屋,32169.31,42,104年第三季
台中市,北區,中古屋,47658.05,1045,104年第三季
台中市,北區,新成屋,78461.6,30,104年第三季
台中市,北屯區,中古屋,46713.54,1392,104年第三季
台中市,北屯區,新成屋,58211.79,352,104年第三季
台中市,南區,中古屋,44062.36,761,104年第三季
台中市,南區,新成屋,53966.85,415,104年第三季
台中市,南屯區,中古屋,56119.79,954,104年第三季
台中市,南屯區,新成屋,72517.52,159,104年第三季
台中市,后里區,中古屋,44060.69,16,104年第三季
台中市,后里區,新成屋,57187.5,6,104年第三季
台中市,外埔區,中古屋,43683.0,3,104年第三季
台中市,大安區,中古屋,25812.0,2,104年第三季
台中市,大甲區,中古屋,31551.55,65,104年第三季
台中市,大甲區,新成屋,44745.0,1,104年第三季
台中市,大肚區,中古屋,31797.68,38,104年第三季
台中市,大肚區,新成屋,34987.67,3,104年第三季
台中市,大里區,中古屋,41695.26,392,104年第三季
台中市,大里區,新成屋,63445.38,61,104年第三季
台中市,大雅區,中古屋,40930.89,122,104年第三季
台中市,大雅區,新成屋,67070.07,15,104年第三季
台中市,太平區,中古屋,37884.37,496,104年第三季
台中市,太平區,新成屋,54525.34,190,104年第三季
台中市,新社區,中古屋,32883.29,7,104年第三季
台中市,東勢區,中古屋,23476.0,37,104年第三季
台中市,東勢區,新成屋,50339.5,2,104年第三季
台中市,東區,中古屋,47475.6,215,104年第三季
台中市,東區,新成屋,61597.57,23,104年第三季
台中市,梧棲區,中古屋,29474.79,43,104年第三季
台中市,梧棲區,新成屋,50171.43,14,104年第三季
台中市,沙鹿區,中古屋,40624.31,101,104年第三季
台中市,沙鹿區,新成屋,52717.7,159,104年第三季
台中市,清水區,中古屋,28984.93,61,104年第三季
台中市,清水區,新成屋,50505.31,13,104年第三季
台中市,潭子區,中古屋,42462.3,391,104年第三季
台中市,潭子區,新成屋,56132.47,32,104年第三季
台中市,烏日區,中古屋,44350.34,86,104年第三季
台中市,烏日區,新成屋,52300.75,53,104年第三季
台中市,石岡區,中古屋,43895.0,1,104年第三季
台中市,石岡區,新成屋,40363.0,1,104年第三季
台中市,神岡區,中古屋,35229.12,65,104年第三季
台中市,神岡區,新成屋,60929.67,3,104年第三季
台中市,西區,中古屋,47235.29,786,104年第三季
台中市,西區,新成屋,73978.97,59,104年第三季
台中市,西屯區,中古屋,53597.37,1560,104年第三季
台中市,西屯區,新成屋,66419.7,354,104年第三季
台中市,豐原區,中古屋,44133.94,298,104年第三季
台中市,豐原區,新成屋,70255.15,20,104年第三季
台中市,霧峰區,中古屋,36286.32,31,104年第三季
台中市,龍井區,中古屋,28427.39,100,104年第三季
台中市,龍井區,新成屋,49443.9,21,104年第三季
台北市,中山區,中古屋,124830.19,655,104年第三季
台北市,中山區,新成屋,219094.94,144,104年第三季
台北市,中正區,中古屋,166462.64,268,104年第三季
台北市,中正區,新成屋,153247.65,94,104年第三季
台北市,信義區,中古屋,117882.67,430,104年第三季
台北市,信義區,新成屋,179027.02,44,104年第三季
台北市,內湖區,中古屋,131094.36,1059,104年第三季
台北市,內湖區,新成屋,166074.12,270,104年第三季
台北市,北投區,中古屋,125631.77,550,104年第三季
台北市,北投區,新成屋,144789.12,301,104年第三季
台北市,南港區,中古屋,157810.78,183,104年第三季
台北市,南港區,新成屋,149511.18,147,104年第三季
台北市,士林區,中古屋,129360.61,738,104年第三季
台北市,士林區,新成屋,163046.98,147,104年第三季
台北市,大同區,中古屋,135250.9,115,104年第三季
台北市,大同區,新成屋,132831.42,45,104年第三季
台北市,大安區,中古屋,181644.95,596,104年第三季
台北市,大安區,新成屋,258057.85,85,104年第三季
台北市,文山區,中古屋,129893.83,623,104年第三季
台北市,文山區,新成屋,147350.01,227,104年第三季
台北市,松山區,中古屋,147627.32,407,104年第三季
台北市,松山區,新成屋,182215.84,19,104年第三季
台北市,萬華區,中古屋,110297.54,188,104年第三季
台北市,萬華區,新成屋,102518.38,74,104年第三季
台南市,下營區,中古屋,18973.33,3,104年第三季
台南市,中西區,中古屋,31149.74,183,104年第三季
台南市,中西區,新成屋,75370.8,5,104年第三季
台南市,仁德區,中古屋,29133.46,124,104年第三季
台南市,仁德區,新成屋,60848.76,62,104年第三季
台南市,佳里區,中古屋,28528.88,41,104年第三季
台南市,佳里區,新成屋,37034.04,27,104年第三季
台南市,六甲區,中古屋,23824.25,4,104年第三季
台南市,六甲區,新成屋,34556.5,2,104年第三季
台南市,北區,中古屋,37054.93,439,104年第三季
台南市,北區,新成屋,56399.51,246,104年第三季
台南市,南區,中古屋,29696.37,356,104年第三季
台南市,南區,新成屋,58524.68,25,104年第三季
台南市,善化區,中古屋,31754.1,40,104年第三季
台南市,善化區,新成屋,46469.52,54,104年第三季
台南市,大內區,中古屋,9017.0,1,104年第三季
台南市,學甲區,中古屋,17242.64,11,104年第三季
台南市,學甲區,新成屋,35058.0,3,104年第三季
台南市,安南區,中古屋,33835.91,276,104年第三季
台南市,安南區,新成屋,49396.59,145,104年第三季
台南市,安定區,中古屋,43176.0,1,104年第三季
台南市,安定區,新成屋,35997.0,1,104年第三季
台南市,安平區,中古屋,35808.06,455,104年第三季
台南市,安平區,新成屋,49541.96,112,104年第三季
台南市,官田區,中古屋,34652.67,3,104年第三季
台南市,將軍區,新成屋,27434.0,1,104年第三季
台南市,山上區,中古屋,12692.0,1,104年第三季
台南市,後壁區,中古屋,18137.0,1,104年第三季
台南市,新化區,中古屋,26719.85,26,104年第三季
台南市,新市區,中古屋,30993.11,47,104年第三季
台南市,新市區,新成屋,33818.5,4,104年第三季
台南市,新營區,中古屋,25533.18,128,104年第三季
台南市,新營區,新成屋,39116.85,33,104年第三季
台南市,東區,中古屋,35592.3,794,104年第三季
台南市,東區,新成屋,59085.94,69,104年第三季
台南市,東山區,中古屋,22967.0,1,104年第三季
台南市,柳營區,中古屋,20201.0,2,104年第三季
台南市,楠西區,中古屋,50128.5,2,104年第三季
台南市,歸仁區,中古屋,29820.84,61,104年第三季
台南市,歸仁區,新成屋,50584.53,19,104年第三季
台南市,永康區,中古屋,32681.46,1264,104年第三季
台南市,永康區,新成屋,56158.35,69,104年第三季
台南市,玉井區,中古屋,22017.73,11,104年第三季
台南市,白河區,中古屋,25169.0,6,104年第三季
台南市,白河區,新成屋,38413.6,5,104年第三季
台南市,西港區,中古屋,20838.5,6,104年第三季
台南市,西港區,新成屋,34735.78,9,104年第三季
台南市,關廟區,中古屋,23975.77,13,104年第三季
台南市,關廟區,新成屋,36768.88,32,104年第三季
台南市,鹽水區,中古屋,18929.8,20,104年第三季
台南市,鹽水區,新成屋,34830.67,3,104年第三季
台南市,麻豆區,中古屋,29238.67,18,104年第三季
台南市,麻豆區,新成屋,45405.67,3,104年第三季
台東縣,卑南鄉,中古屋,6068.83,450,104年第三季
台東縣,台東市,中古屋,38586.28,786,104年第三季
台東縣,台東市,新成屋,38570.4,5,104年第三季
台東縣,太麻里鄉,中古屋,31255.54,39,104年第三季
台東縣,成功鎮,中古屋,20212.12,8,104年第三季
台東縣,池上鄉,中古屋,26941.0,2,104年第三季
台東縣,關山鎮,中古屋,33234.5,4,104年第三季
台東縣,鹿野鄉,中古屋,16842.71,7,104年第三季
嘉義市,嘉義市,中古屋,28925.57,966,104年第三季
嘉義市,嘉義市,新成屋,55622.85,52,104年第三季
嘉義縣,中埔鄉,中古屋,31437.33,12,104年第三季
嘉義縣,中埔鄉,新成屋,14980.0,1,104年第三季
嘉義縣,大林鎮,中古屋,27921.09,11,104年第三季
嘉義縣,大林鎮,新成屋,52079.5,2,104年第三季
嘉義縣,太保市,中古屋,23425.94,33,104年第三季
嘉義縣,太保市,新成屋,40354.0,4,104年第三季
嘉義縣,布袋鎮,中古屋,15630.0,14,104年第三季
嘉義縣,新港鄉,中古屋,24784.25,8,104年第三季
嘉義縣,新港鄉,新成屋,38092.0,2,104年第三季
嘉義縣,朴子市,中古屋,26145.44,72,104年第三季
嘉義縣,朴子市,新成屋,47978.0,7,104年第三季
嘉義縣,梅山鄉,中古屋,36880.5,8,104年第三季
嘉義縣,民雄鄉,中古屋,24149.01,99,104年第三季
嘉義縣,民雄鄉,新成屋,44440.67,6,104年第三季
嘉義縣,水上鄉,中古屋,25678.0,7,104年第三季
嘉義縣,水上鄉,新成屋,40076.0,2,104年第三季
嘉義縣,溪口鄉,中古屋,28876.5,2,104年第三季
