縣市,行政區,113年第四季,113年第三季,113年第二季,113年第一季,112年第四季,112年第三季,112年第二季,112年第一季,111年第四季,111年第三季,111年第二季,111年第一季,110年第四季,110年第三季,110年第二季,110年第一季,109年第四季,109年第三季,109年第二季,109年第一季,108年第四季,108年第三季,108年第二季,108年第一季,107年第四季,107年第三季,107年第二季,107年第一季,106年第四季,106年第三季,106年第二季,106年第一季,105年第四季,105年第三季,105年第二季,105年第一季,104年第四季,104年第三季,104年第二季,104年第一季,103年第四季,103年第三季,103年第二季,103年第一季,102年第四季,102年第三季,102年第二季,102年第一季,101年第四季,101年第三季,101年第二季,101年第一季
高雄市,橋頭區,42671,42671,42671,42671,41712,41712,41712,41712,40470,40470,40470,40470,40094,40094,40094,40094,38955,38955,38955,38955,38254,38254,38254,38254,37650,37650,37650,37650,37579,37579,37579,37579,37448,37448,37448,37448,37317,37317,37317,37317,37198,37198,37198,37198,12587,12587,12587,12587,12577,12577,12577,12577
高雄市,燕巢區,28576,28576,28576,28576,28776,28776,28776,28776,28963,28963,28963,28963,29244,29244,29244,29244,29493,29493,29493,29493,29686,29686,29686,29686,29820,29820,29820,29820,29922,29922,29922,29922,29960,29960,29960,29960,30124,30124,30124,30124,30397,30397,30397,30397,15351,15351,15351,15351,15510,15510,15510,15510
高雄市,田寮區,6298,6298,6298,6298,6530,6530,6530,6530,6655,6655,6655,6655,6788,6788,6788,6788,6919,6919,6919,6919,7043,7043,7043,7043,7159,7159,7159,7159,7245,7245,7245,7245,7340,7340,7340,7340,7473,7473,7473,7473,7680,7680,7680,7680,1832,1832,1832,1832,1839,1839,1839,1839
高雄市,阿蓮區,27131,27131,27131,27131,27409,27409,27409,27409,27656,27656,27656,27656,28011,28011,28011,28011,28331,28331,28331,28331,28489,28489,28489,28489,28658,28658,28658,28658,28844,28844,28844,28844,29093,29093,29093,29093,29319,29319,29319,29319,29566,29566,29566,29566,4406,4406,4406,4406,4559,4559,4559,4559
高雄市,路竹區,49715,49715,49715,49715,50355,50355,50355,50355,50602,50602,50602,50602,51217,51217,51217,51217,51726,51726,51726,51726,52185,52185,52185,52185,52538,52538,52538,52538,52761,52761,52761,52761,53007,53007,53007,53007,53033,53033,53033,53033,53064,53064,53064,53064,3145,3145,3145,3145,3170,3170,3170,3170
高雄市,湖內區,29396,29396,29396,29396,29525,29525,29525,29525,29540,29540,29540,29540,29648,29648,29648,29648,29882,29882,29882,29882,29684,29684,29684,29684,29794,29794,29794,29794,29803,29803,29803,29803,29876,29876,29876,29876,29615,29615,29615,29615,29399,29399,29399,29399,9234448,9234448,9234448,9234448,9233673,9233673,9233673,9233673
高雄市,茄萣區,28959,28959,28959,28959,29241,29241,29241,29241,29480,29480,29480,29480,29812,29812,29812,29812,29960,29960,29960,29960,30006,30006,30006,30006,30089,30089,30089,30089,30217,30217,30217,30217,30412,30412,30412,30412,30551,30551,30551,30551,30690,30690,30690,30690,458456,458456,458456,458456,458595,458595,458595,458595
高雄市,永安區,13823,13823,13823,13823,13863,13863,13863,13863,13776,13776,13776,13776,13618,13618,13618,13618,13705,13705,13705,13705,13786,13786,13786,13786,13909,13909,13909,13909,13980,13980,13980,13980,14039,14039,14039,14039,14152,14152,14152,14152,14148,14148,14148,14148,95985,95985,95985,95985,96016,96016,96016,96016
高雄市,彌陀區,18069,18069,18069,18069,18273,18273,18273,18273,18468,18468,18468,18468,18627,18627,18627,18627,18872,18872,18872,18872,19049,19049,19049,19049,19252,19252,19252,19252,19383,19383,19383,19383,19555,19555,19555,19555,19655,19655,19655,19655,19854,19854,19854,19854,72352,72352,72352,72352,72468,72468,72468,72468
高雄市,梓官區,34792,34792,34792,34792,34813,34813,34813,34813,34845,34845,34845,34845,35117,35117,35117,35117,35517,35517,35517,35517,35750,35750,35750,35750,35940,35940,35940,35940,36116,36116,36116,36116,36252,36252,36252,36252,36429,36429,36429,36429,36384,36384,36384,36384,41382,41382,41382,41382,41855,41855,41855,41855
高雄市,旗山區,33818,33818,33818,33818,34304,34304,34304,34304,34622,34622,34622,34622,35162,35162,35162,35162,35764,35764,35764,35764,36313,36313,36313,36313,36652,36652,36652,36652,36940,36940,36940,36940,37342,37342,37342,37342,37770,37770,37770,37770,38100,38100,38100,38100,30043,30043,30043,30043,30304,30304,30304,30304
高雄市,美濃區,36545,36545,36545,36545,37008,37008,37008,37008,37317,37317,37317,37317,37949,37949,37949,37949,38611,38611,38611,38611,39074,39074,39074,39074,39589,39589,39589,39589,39973,39973,39973,39973,40399,40399,40399,40399,40810,40810,40810,40810,41258,41258,41258,41258,35998,35998,35998,35998,36010,36010,36010,36010
高雄市,六龜區,11511,11511,11511,11511,11700,11700,11700,11700,11920,11920,11920,11920,12135,12135,12135,12135,12391,12391,12391,12391,12633,12633,12633,12633,12939,12939,12939,12939,13016,13016,13016,13016,13217,13217,13217,13217,13467,13467,13467,13467,13663,13663,13663,13663,24468,24468,24468,24468,24551,24551,24551,24551
高雄市,甲仙區,5412,5412,5412,5412,5543,5543,5543,5543,5661,5661,5661,5661,5788,5788,5788,5788,5877,5877,5877,5877,5943,5943,5943,5943,6026,6026,6026,6026,6107,6107,6107,6107,6214,6214,6214,6214,6291,6291,6291,6291,6420,6420,6420,6420,32159,32159,32159,32159,32106,32106,32106,32106
高雄市,杉林區,10714,10714,10714,10714,10955,10955,10955,10955,11094,11094,11094,11094,11288,11288,11288,11288,11541,11541,11541,11541,11681,11681,11681,11681,11795,11795,11795,11795,12038,12038,12038,12038,12201,12201,12201,12201,12383,12383,12383,12383,12531,12531,12531,12531,53731,53731,53731,53731,53363,53363,53363,53363
高雄市,內門區,12893,12893,12893,12893,13184,13184,13184,13184,13499,13499,13499,13499,13770,13770,13770,13770,13976,13976,13976,13976,14195,14195,14195,14195,14437,14437,14437,14437,14540,14540,14540,14540,14743,14743,14743,14743,14978,14978,14978,14978,15178,15178,15178,15178,39230,39230,39230,39230,38999,38999,38999,38999
高雄市,茂林區,1869,1869,1869,1869,1905,1905,1905,1905,1940,1940,1940,1940,1874,1874,1874,1874,1915,1915,1915,1915,1937,1937,1937,1937,1994,1994,1994,1994,1924,1924,1924,1924,1896,1896,1896,1896,1890,1890,1890,1890,1915,1915,1915,1915,21191,21191,21191,21191,21122,21122,21122,21122
高雄市,桃源區,4190,4190,4190,4190,4230,4230,4230,4230,4258,4258,4258,4258,4193,4193,4193,4193,4223,4223,4223,4223,4261,4261,4261,4261,4311,4311,4311,4311,4246,4246,4246,4246,4220,4220,4220,4220,4239,4239,4239,4239,4296,4296,4296,4296,6005,6005,6005,6005,5915,5915,5915,5915
高雄市,那瑪夏區,3132,3132,3132,3132,3165,3165,3165,3165,3201,3201,3201,3201,3143,3143,3143,3143,3147,3147,3147,3147,3146,3146,3146,3146,3148,3148,3148,3148,3125,3125,3125,3125,3131,3131,3131,3131,3149,3149,3149,3149,3204,3204,3204,3204,5912,5912,5912,5912,5886,5886,5886,5886
宜蘭縣,宜蘭縣,449212,449212,449212,449212,449890,449890,449890,449890,449062,449062,449062,449062,450692,450692,450692,450692,453087,453087,453087,453087,454178,454178,454178,454178,455221,455221,455221,455221,456607,456607,456607,456607,457538,457538,457538,457538,458117,458117,458117,458117,458777,458777,458777,458777,415414,415414,415414,415414,413488,413488,413488,413488
宜蘭縣,宜蘭市,94890,94890,94890,94890,94991,94991,94991,94991,94679,94679,94679,94679,94869,94869,94869,94869,95395,95395,95395,95395,95562,95562,95562,95562,95732,95732,95732,95732,95918,95918,95918,95918,95907,95907,95907,95907,96051,96051,96051,96051,95885,95885,95885,95885,378918,378918,378918,378918,376217,376217,376217,376217
宜蘭縣,羅東鎮,69638,69638,69638,69638,69960,69960,69960,69960,70012,70012,70012,70012,70732,70732,70732,70732,71484,71484,71484,71484,71898,71898,71898,71898,72433,72433,72433,72433,72319,72319,72319,72319,72485,72485,72485,72485,72404,72404,72404,72404,72533,72533,72533,72533,211146,211146,211146,211146,209552,209552,209552,209552
宜蘭縣,蘇澳鎮,36882,36882,36882,36882,37458,37458,37458,37458,37867,37867,37867,37867,38272,38272,38272,38272,38864,38864,38864,38864,39155,39155,39155,39155,39682,39682,39682,39682,40056,40056,40056,40056,40493,40493,40493,40493,40726,40726,40726,40726,41018,41018,41018,41018,179502,179502,179502,179502,178889,178889,178889,178889
宜蘭縣,頭城鎮,27982,27982,27982,27982,28292,28292,28292,28292,28453,28453,28453,28453,28544,28544,28544,28544,28819,28819,28819,28819,28985,28985,28985,28985,29133,29133,29133,29133,29398,29398,29398,29398,29666,29666,29666,29666,29798,29798,29798,29798,29890,29890,29890,29890,155754,155754,155754,155754,154324,154324,154324,154324
宜蘭縣,礁溪鄉,35399,35399,35399,35399,34948,34948,34948,34948,34800,34800,34800,34800,35057,35057,35057,35057,35274,35274,35274,35274,35417,35417,35417,35417,35619,35619,35619,35619,35777,35777,35777,35777,35948,35948,35948,35948,35838,35838,35838,35838,35945,35945,35945,35945,91961,91961,91961,91961,91891,91891,91891,91891
宜蘭縣,壯圍鄉,24469,24469,24469,24469,24380,24380,24380,24380,24417,24417,24417,24417,24391,24391,24391,24391,24366,24366,24366,24366,24424,24424,24424,24424,24302,24302,24302,24302,24250,24250,24250,24250,24236,24236,24236,24236,24258,24258,24258,24258,24492,24492,24492,24492,149852,149852,149852,149852,146779,146779,146779,146779
宜蘭縣,員山鄉,31986,31986,31986,31986,32138,32138,32138,32138,31918,31918,31918,31918,32056,32056,32056,32056,32258,32258,32258,32258,32284,32284,32284,32284,32281,32281,32281,32281,32458,32458,32458,32458,32376,32376,32376,32376,32277,32277,32277,32277,32377,32377,32377,32377,83586,83586,83586,83586,82756,82756,82756,82756
宜蘭縣,冬山鄉,53117,53117,53117,53117,53249,53249,53249,53249,52761,52761,52761,52761,52928,52928,52928,52928,53024,53024,53024,53024,53103,53103,53103,53103,52880,52880,52880,52880,53289,53289,53289,53289,53327,53327,53327,53327,53634,53634,53634,53634,53482,53482,53482,53482,140509,140509,140509,140509,139605,139605,139605,139605
宜蘭縣,五結鄉,41600,41600,41600,41600,41052,41052,41052,41052,40662,40662,40662,40662,40539,40539,40539,40539,40297,40297,40297,40297,39959,39959,39959,39959,39543,39543,39543,39543,39673,39673,39673,39673,39657,39657,39657,39657,39559,39559,39559,39559,39378,39378,39378,39378,115728,115728,115728,115728,115146,115146,115146,115146
宜蘭縣,三星鄉,21179,21179,21179,21179,21272,21272,21272,21272,21235,21235,21235,21235,21206,21206,21206,21206,21215,21215,21215,21215,21278,21278,21278,21278,21359,21359,21359,21359,21467,21467,21467,21467,21422,21422,21422,21422,21441,21441,21441,21441,21503,21503,21503,21503,48025,48025,48025,48025,48276,48276,48276,48276
宜蘭縣,大同鄉,5980,5980,5980,5980,6036,6036,6036,6036,6139,6139,6139,6139,6088,6088,6088,6088,6137,6137,6137,6137,6143,6143,6143,6143,6242,6242,6242,6242,6102,6102,6102,6102,6083,6083,6083,6083,6080,6080,6080,6080,6127,6127,6127,6127,63003,63003,63003,63003,62612,62612,62612,62612
宜蘭縣,南澳鄉,6090,6090,6090,6090,6114,6114,6114,6114,6119,6119,6119,6119,6010,6010,6010,6010,5954,5954,5954,5954,5970,5970,5970,5970,6015,6015,6015,6015,5900,5900,5900,5900,5938,5938,5938,5938,6051,6051,6051,6051,6147,6147,6147,6147,10625,10625,10625,10625,10626,10626,10626,10626
新竹縣,新竹縣,594641,594641,594641,594641,589289,589289,589289,589289,580503,580503,580503,580503,575580,575580,575580,575580,570775,570775,570775,570775,563933,563933,563933,563933,557010,557010,557010,557010,552169,552169,552169,552169,547481,547481,547481,547481,542042,542042,542042,542042,537630,537630,537630,537630,530486,530486,530486,530486,523993,523993,523993,523993
新竹縣,竹北市,219605,219605,219605,219605,215952,215952,215952,215952,209221,209221,209221,209221,206189,206189,206189,206189,200782,200782,200782,200782,194516,194516,194516,194516,187336,187336,187336,187336,181955,181955,181955,181955,176604,176604,176604,176604,170790,170790,170790,170790,165118,165118,165118,165118,158849,158849,158849,158849,152617,152617,152617,152617
新竹縣,關西鎮,26388,26388,26388,26388,26825,26825,26825,26825,27099,27099,27099,27099,27377,27377,27377,27377,27775,27775,27775,27775,28055,28055,28055,28055,28537,28537,28537,28537,28896,28896,28896,28896,29408,29408,29408,29408,29936,29936,29936,29936,30751,30751,30751,30751,30919,30919,30919,30919,31239,31239,31239,31239
新竹縣,新埔鎮,33464,33464,33464,33464,33234,33234,33234,33234,33055,33055,33055,33055,32975,32975,32975,32975,33027,33027,33027,33027,32798,32798,32798,32798,33104,33104,33104,33104,33415,33415,33415,33415,33737,33737,33737,33737,34111,34111,34111,34111,34427,34427,34427,34427,34674,34674,34674,34674,34960,34960,34960,34960
新竹縣,竹東鎮,97733,97733,97733,97733,96906,96906,96906,96906,96375,96375,96375,96375,96590,96590,96590,96590,97100,97100,97100,97100,97127,97127,97127,97127,96380,96380,96380,96380,96918,96918,96918,96918,96817,96817,96817,96817,96311,96311,96311,96311,96059,96059,96059,96059,96326,96326,96326,96326,96594,96594,96594,96594
新竹縣,湖口鄉,83748,83748,83748,83748,82617,82617,82617,82617,81232,81232,81232,81232,79602,79602,79602,79602,78971,78971,78971,78971,77908,77908,77908,77908,77668,77668,77668,77668,77444,77444,77444,77444,77524,77524,77524,77524,77280,77280,77280,77280,77210,77210,77210,77210,76753,76753,76753,76753,76501,76501,76501,76501
新竹縣,橫山鄉,11990,11990,11990,11990,12186,12186,12186,12186,12212,12212,12212,12212,12343,12343,12343,12343,12547,12547,12547,12547,12789,12789,12789,12789,12942,12942,12942,12942,13064,13064,13064,13064,13298,13298,13298,13298,13515,13515,13515,13515,13810,13810,13810,13810,13912,13912,13912,13912,14013,14013,14013,14013
新竹縣,新豐鄉,59336,59336,59336,59336,58956,58956,58956,58956,58651,58651,58651,58651,57908,57908,57908,57908,57511,57511,57511,57511,57292,57292,57292,57292,56980,56980,56980,56980,56836,56836,56836,56836,56452,56452,56452,56452,56125,56125,56125,56125,55826,55826,55826,55826,55386,55386,55386,55386,54427,54427,54427,54427
新竹縣,芎林鄉,20404,20404,20404,20404,20377,20377,20377,20377,20159,20159,20159,20159,19936,19936,19936,19936,19872,19872,19872,19872,19934,19934,19934,19934,20025,20025,20025,20025,20061,20061,20061,20061,20165,20165,20165,20165,20284,20284,20284,20284,20301,20301,20301,20301,20256,20256,20256,20256,20354,20354,20354,20354
新竹縣,寶山鄉,14534,14534,14534,14534,14507,14507,14507,14507,14391,14391,14391,14391,14504,14504,14504,14504,14619,14619,14619,14619,14626,14626,14626,14626,14647,14647,14647,14647,14550,14550,14550,14550,14378,14378,14378,14378,14325,14325,14325,14325,14365,14365,14365,14365,14103,14103,14103,14103,14085,14085,14085,14085
新竹縣,北埔鄉,8396,8396,8396,8396,8543,8543,8543,8543,8672,8672,8672,8672,8797,8797,8797,8797,9035,9035,9035,9035,9178,9178,9178,9178,9335,9335,9335,9335,9390,9390,9390,9390,9531,9531,9531,9531,9691,9691,9691,9691,9784,9784,9784,9784,9838,9838,9838,9838,9883,9883,9883,9883
新竹縣,峨眉鄉,5081,5081,5081,5081,5192,5192,5192,5192,5319,5319,5319,5319,5309,5309,5309,5309,5403,5403,5403,5403,5479,5479,5479,5479,5587,5587,5587,5587,5538,5538,5538,5538,5593,5593,5593,5593,5642,5642,5642,5642,5744,5744,5744,5744,5764,5764,5764,5764,5831,5831,5831,5831
新竹縣,尖石鄉,9523,9523,9523,9523,9552,9552,9552,9552,9574,9574,9574,9574,9577,9577,9577,9577,9646,9646,9646,9646,9638,9638,9638,9638,9695,9695,9695,9695,9543,9543,9543,9543,9412,9412,9412,9412,9417,9417,9417,9417,9506,9506,9506,9506,9167,9167,9167,9167,8964,8964,8964,8964
新竹縣,五峰鄉,4439,4439,4439,4439,4442,4442,4442,4442,4543,4543,4543,4543,4473,4473,4473,4473,4487,4487,4487,4487,4593,4593,4593,4593,4774,4774,4774,4774,4559,4559,4559,4559,4562,4562,4562,4562,4615,4615,4615,4615,4729,4729,4729,4729,4539,4539,4539,4539,4525,4525,4525,4525
苗栗縣,苗栗縣,532854,532854,532854,532854,534575,534575,534575,534575,535132,535132,535132,535132,538178,538178,538178,538178,542590,542590,542590,542590,545459,545459,545459,545459,548863,548863,548863,548863,553807,553807,553807,553807,559189,559189,559189,559189,563912,563912,563912,563912,567132,567132,567132,567132,565554,565554,565554,565554,563976,563976,563976,563976
苗栗縣,苗栗市,86025,86025,86025,86025,86307,86307,86307,86307,86112,86112,86112,86112,86939,86939,86939,86939,87671,87671,87671,87671,87976,87976,87976,87976,88216,88216,88216,88216,89165,89165,89165,89165,89892,89892,89892,89892,90469,90469,90469,90469,90963,90963,90963,90963,91109,91109,91109,91109,91007,91007,91007,91007
苗栗縣,頭份市,107478,107478,107478,107478,106350,106350,106350,106350,105354,105354,105354,105354,105084,105084,105084,105084,104441,104441,104441,104441,103701,103701,103701,103701,103081,103081,103081,103081,103147,103147,103147,103147,103157,103157,103157,103157,103239,103239,103239,103239,48589,48589,48589,48589,48493,48493,48493,48493,48452,48452,48452,48452
苗栗縣,苑裡鎮,43446,43446,43446,43446,43728,43728,43728,43728,43927,43927,43927,43927,44256,44256,44256,44256,44562,44562,44562,44562,44848,44848,44848,44848,45211,45211,45211,45211,45976,45976,45976,45976,47040,47040,47040,47040,47849,47849,47849,47849,36941,36941,36941,36941,37155,37155,37155,37155,37449,37449,37449,37449
苗栗縣,通霄鎮,30893,30893,30893,30893,31300,31300,31300,31300,31835,31835,31835,31835,32441,32441,32441,32441,33061,33061,33061,33061,33471,33471,33471,33471,33992,33992,33992,33992,34691,34691,34691,34691,35433,35433,35433,35433,36172,36172,36172,36172,83622,83622,83622,83622,82351,82351,82351,82351,80864,80864,80864,80864
苗栗縣,竹南鎮,90668,90668,90668,90668,89708,89708,89708,89708,88364,88364,88364,88364,87365,87365,87365,87365,87190,87190,87190,87190,86565,86565,86565,86565,86130,86130,86130,86130,85587,85587,85587,85587,85010,85010,85010,85010,84469,84469,84469,84469,102654,102654,102654,102654,101527,101527,101527,101527,99993,99993,99993,99993
苗栗縣,後龍鎮,33701,33701,33701,33701,34113,34113,34113,34113,34358,34358,34358,34358,34694,34694,34694,34694,35221,35221,35221,35221,35675,35675,35675,35675,36257,36257,36257,36257,36750,36750,36750,36750,37251,37251,37251,37251,37837,37837,37837,37837,38360,38360,38360,38360,38439,38439,38439,38439,38777,38777,38777,38777
苗栗縣,卓蘭鎮,14890,14890,14890,14890,15212,15212,15212,15212,15514,15514,15514,15514,15866,15866,15866,15866,16196,16196,16196,16196,16448,16448,16448,16448,16732,16732,16732,16732,17134,17134,17134,17134,17612,17612,17612,17612,18057,18057,18057,18057,18353,18353,18353,18353,18460,18460,18460,18460,18480,18480,18480,18480
苗栗縣,大湖鄉,12641,12641,12641,12641,12964,12964,12964,12964,13219,13219,13219,13219,13530,13530,13530,13530,13884,13884,13884,13884,14194,14194,14194,14194,14482,14482,14482,14482,14738,14738,14738,14738,15070,15070,15070,15070,15276,15276,15276,15276,15549,15549,15549,15549,15694,15694,15694,15694,15798,15798,15798,15798
苗栗縣,公館鄉,30871,30871,30871,30871,31235,31235,31235,31235,31445,31445,31445,31445,31867,31867,31867,31867,32397,32397,32397,32397,32754,32754,32754,32754,33261,33261,33261,33261,33773,33773,33773,33773,34210,34210,34210,34210,34536,34536,34536,34536,34847,34847,34847,34847,34790,34790,34790,34790,34932,34932,34932,34932
苗栗縣,銅鑼鄉,16265,16265,16265,16265,16505,16505,16505,16505,16682,16682,16682,16682,16871,16871,16871,16871,17279,17279,17279,17279,17588,17588,17588,17588,17871,17871,17871,17871,18138,18138,18138,18138,18465,18465,18465,18465,18710,18710,18710,18710,18909,18909,18909,18909,19036,19036,19036,19036,19178,19178,19178,19178
苗栗縣,南庄鄉,8686,8686,8686,8686,8843,8843,8843,8843,9046,9046,9046,9046,9328,9328,9328,9328,9573,9573,9573,9573,9813,9813,9813,9813,10042,10042,10042,10042,10176,10176,10176,10176,10391,10391,10391,10391,10577,10577,10577,10577,10674,10674,10674,10674,10742,10742,10742,10742,10863,10863,10863,10863
苗栗縣,頭屋鄉,9627,9627,9627,9627,9788,9788,9788,9788,9948,9948,9948,9948,10026,10026,10026,10026,10240,10240,10240,10240,10455,10455,10455,10455,10667,10667,10667,10667,10840,10840,10840,10840,11102,11102,11102,11102,11236,11236,11236,11236,11377,11377,11377,11377,11408,11408,11408,11408,11454,11454,11454,11454
苗栗縣,三義鄉,14713,14713,14713,14713,14949,14949,14949,14949,15151,15151,15151,15151,15388,15388,15388,15388,15665,15665,15665,15665,15970,15970,15970,15970,16204,16204,16204,16204,16530,16530,16530,16530,16813,16813,16813,16813,17020,17020,17020,17020,17235,17235,17235,17235,17411,17411,17411,17411,17495,17495,17495,17495
苗栗縣,西湖鄉,6035,6035,6035,6035,6258,6258,6258,6258,6440,6440,6440,6440,6558,6558,6558,6558,6729,6729,6729,6729,6877,6877,6877,6877,7033,7033,7033,7033,7154,7154,7154,7154,7288,7288,7288,7288,7466,7466,7466,7466,7589,7589,7589,7589,7649,7649,7649,7649,7748,7748,7748,7748
苗栗縣,造橋鄉,11582,11582,11582,11582,11602,11602,11602,11602,11706,11706,11706,11706,11956,11956,11956,11956,12177,12177,12177,12177,12473,12473,12473,12473,12701,12701,12701,12701,12952,12952,12952,12952,13166,13166,13166,13166,13354,13354,13354,13354,13456,13456,13456,13456,13517,13517,13517,13517,13626,13626,13626,13626
苗栗縣,三灣鄉,5814,5814,5814,5814,5975,5975,5975,5975,6143,6143,6143,6143,6201,6201,6201,6201,6364,6364,6364,6364,6532,6532,6532,6532,6613,6613,6613,6613,6756,6756,6756,6756,6884,6884,6884,6884,6994,6994,6994,6994,7132,7132,7132,7132,7126,7126,7126,7126,7191,7191,7191,7191
苗栗縣,獅潭鄉,4008,4008,4008,4008,4095,4095,4095,4095,4149,4149,4149,4149,4117,4117,4117,4117,4158,4158,4158,4158,4231,4231,4231,4231,4331,4331,4331,4331,4417,4417,4417,4417,4475,4475,4475,4475,4606,4606,4606,4606,4725,4725,4725,4725,4678,4678,4678,4678,4777,4777,4777,4777
苗栗縣,泰安鄉,5511,5511,5511,5511,5643,5643,5643,5643,5739,5739,5739,5739,5691,5691,5691,5691,5782,5782,5782,5782,5888,5888,5888,5888,6039,6039,6039,6039,5883,5883,5883,5883,5930,5930,5930,5930,6045,6045,6045,6045,6157,6157,6157,6157,5969,5969,5969,5969,5892,5892,5892,5892
彰化縣,彰化縣,1225675,1225675,1225675,1225675,1239048,1239048,1239048,1239048,1245239,1245239,1245239,1245239,1255330,1255330,1255330,1255330,1266670,1266670,1266670,1266670,1272802,1272802,1272802,1272802,1277824,1277824,1277824,1277824,1282458,1282458,1282458,1282458,1287146,1287146,1287146,1287146,1289072,1289072,1289072,1289072,1291474,1291474,1291474,1291474,1296013,1296013,1296013,1296013,1299868,1299868,1299868,1299868
彰化縣,彰化市,223689,223689,223689,223689,226046,226046,226046,226046,226519,226519,226519,226519,228470,228470,228470,228470,231317,231317,231317,231317,232259,232259,232259,232259,232729,232729,232729,232729,233613,233613,233613,233613,234690,234690,234690,234690,235010,235010,235010,235010,235022,235022,235022,235022,236172,236172,236172,236172,236636,236636,236636,236636
彰化縣,員林市,122742,122742,122742,122742,123004,123004,123004,123004,122367,122367,122367,122367,122757,122757,122757,122757,124263,124263,124263,124263,125008,125008,125008,125008,124890,124890,124890,124890,124632,124632,124632,124632,124932,124932,124932,124932,124837,124837,124837,124837,86100,86100,86100,86100,85964,85964,85964,85964,85858,85858,85858,85858
彰化縣,鹿港鎮,83588,83588,83588,83588,84643,84643,84643,84643,85370,85370,85370,85370,85837,85837,85837,85837,86550,86550,86550,86550,86931,86931,86931,86931,86818,86818,86818,86818,86799,86799,86799,86799,86709,86709,86709,86709,86407,86407,86407,86407,90741,90741,90741,90741,90541,90541,90541,90541,90298,90298,90298,90298
彰化縣,和美鎮,87370,87370,87370,87370,88046,88046,88046,88046,88666,88666,88666,88666,89558,89558,89558,89558,90095,90095,90095,90095,90530,90530,90530,90530,90782,90782,90782,90782,90986,90986,90986,90986,91162,91162,91162,91162,91113,91113,91113,91113,33198,33198,33198,33198,33151,33151,33151,33151,33280,33280,33280,33280
彰化縣,北斗鎮,33238,33238,33238,33238,33294,33294,33294,33294,33259,33259,33259,33259,33303,33303,33303,33303,33358,33358,33358,33358,33348,33348,33348,33348,33321,33321,33321,33321,33355,33355,33355,33355,33253,33253,33253,33253,33225,33225,33225,33225,124725,124725,124725,124725,124938,124938,124938,124938,125141,125141,125141,125141
彰化縣,溪湖鎮,53385,53385,53385,53385,53898,53898,53898,53898,54056,54056,54056,54056,54340,54340,54340,54340,54814,54814,54814,54814,55185,55185,55185,55185,55365,55365,55365,55365,55686,55686,55686,55686,55675,55675,55675,55675,55742,55742,55742,55742,55788,55788,55788,55788,55802,55802,55802,55802,55899,55899,55899,55899
彰化縣,田中鎮,38819,38819,38819,38819,39336,39336,39336,39336,39693,39693,39693,39693,40123,40123,40123,40123,40717,40717,40717,40717,41244,41244,41244,41244,41541,41541,41541,41541,41890,41890,41890,41890,42152,42152,42152,42152,42490,42490,42490,42490,42745,42745,42745,42745,43106,43106,43106,43106,43428,43428,43428,43428
彰化縣,二林鎮,47119,47119,47119,47119,47898,47898,47898,47898,48390,48390,48390,48390,49082,49082,49082,49082,49687,49687,49687,49687,50075,50075,50075,50075,50536,50536,50536,50536,50980,50980,50980,50980,51516,51516,51516,51516,51882,51882,51882,51882,52330,52330,52330,52330,52864,52864,52864,52864,53198,53198,53198,53198
彰化縣,線西鄉,16182,16182,16182,16182,16203,16203,16203,16203,16303,16303,16303,16303,16486,16486,16486,16486,16665,16665,16665,16665,16733,16733,16733,16733,16860,16860,16860,16860,16928,16928,16928,16928,16939,16939,16939,16939,17040,17040,17040,17040,17119,17119,17119,17119,17123,17123,17123,17123,17056,17056,17056,17056
彰化縣,伸港鄉,38422,38422,38422,38422,38491,38491,38491,38491,37948,37948,37948,37948,37838,37838,37838,37838,37740,37740,37740,37740,37449,37449,37449,37449,37121,37121,37121,37121,36957,36957,36957,36957,36756,36756,36756,36756,36464,36464,36464,36464,36182,36182,36182,36182,36114,36114,36114,36114,36037,36037,36037,36037
彰化縣,福興鄉,44773,44773,44773,44773,45186,45186,45186,45186,45445,45445,45445,45445,45956,45956,45956,45956,46399,46399,46399,46399,46748,46748,46748,46748,47059,47059,47059,47059,47332,47332,47332,47332,47479,47479,47479,47479,47618,47618,47618,47618,47810,47810,47810,47810,48015,48015,48015,48015,48182,48182,48182,48182
彰化縣,秀水鄉,37773,37773,37773,37773,38141,38141,38141,38141,38258,38258,38258,38258,38633,38633,38633,38633,38872,38872,38872,38872,39068,39068,39068,39068,39291,39291,39291,39291,39357,39357,39357,39357,39344,39344,39344,39344,39352,39352,39352,39352,39326,39326,39326,39326,39385,39385,39385,39385,39429,39429,39429,39429
彰化縣,花壇鄉,43338,43338,43338,43338,43936,43936,43936,43936,44296,44296,44296,44296,44795,44795,44795,44795,45232,45232,45232,45232,45566,45566,45566,45566,45853,45853,45853,45853,45924,45924,45924,45924,46142,46142,46142,46142,45984,45984,45984,45984,45916,45916,45916,45916,45987,45987,45987,45987,46017,46017,46017,46017
彰化縣,芬園鄉,21772,21772,21772,21772,22202,22202,22202,22202,22456,22456,22456,22456,22827,22827,22827,22827,23188,23188,23188,23188,23383,23383,23383,23383,23583,23583,23583,23583,23755,23755,23755,23755,23881,23881,23881,23881,24003,24003,24003,24003,24155,24155,24155,24155,24258,24258,24258,24258,24457,24457,24457,24457
