縣市,行政區,113年第四季,113年第三季,113年第二季,113年第一季,112年第四季,112年第三季,112年第二季,112年第一季,111年第四季,111年第三季,111年第二季,111年第一季,110年第四季,110年第三季,110年第二季,110年第一季,109年第四季,109年第三季,109年第二季,109年第一季,108年第四季,108年第三季,108年第二季,108年第一季,107年第四季,107年第三季,107年第二季,107年第一季,106年第四季,106年第三季,106年第二季,106年第一季,105年第四季,105年第三季,105年第二季,105年第一季,104年第四季,104年第三季,104年第二季,104年第一季,103年第四季,103年第三季,103年第二季,103年第一季,102年第四季,102年第三季,102年第二季,102年第一季,101年第四季,101年第三季,101年第二季,101年第一季
台中市,西屯區,236821,236821,236821,236821,235441,235441,235441,235441,231866,231866,231866,231866,230888,230888,230888,230888,231730,231730,231730,231730,230501,230501,230501,230501,228630,228630,228630,228630,227043,227043,227043,227043,224601,224601,224601,224601,221785,221785,221785,221785,218540,218540,218540,218540,15636,15636,15636,15636,15763,15763,15763,15763
台中市,南屯區,185192,185192,185192,185192,182232,182232,182232,182232,177930,177930,177930,177930,176782,176782,176782,176782,176062,176062,176062,176062,173532,173532,173532,173532,170618,170618,170618,170618,168760,168760,168760,168760,166685,166685,166685,166685,164575,164575,164575,164575,161906,161906,161906,161906,31845,31845,31845,31845,31797,31797,31797,31797
台中市,北屯區,310965,310965,310965,310965,304179,304179,304179,304179,295677,295677,295677,295677,290653,290653,290653,290653,287344,287344,287344,287344,283621,283621,283621,283621,279297,279297,279297,279297,274819,274819,274819,274819,270547,270547,270547,270547,265159,265159,265159,265159,259742,259742,259742,259742,19720,19720,19720,19720,19910,19910,19910,19910
台中市,豐原區,163163,163163,163163,163163,163948,163948,163948,163948,163476,163476,163476,163476,164726,164726,164726,164726,166053,166053,166053,166053,166875,166875,166875,166875,167025,167025,167025,167025,166879,166879,166879,166879,166778,166778,166778,166778,166749,166749,166749,166749,166458,166458,166458,166458,70624,70624,70624,70624,70068,70068,70068,70068
台中市,東勢區,47088,47088,47088,47088,47468,47468,47468,47468,47817,47817,47817,47817,48333,48333,48333,48333,49169,49169,49169,49169,49773,49773,49773,49773,50256,50256,50256,50256,50714,50714,50714,50714,50952,50952,50952,50952,51308,51308,51308,51308,51485,51485,51485,51485,55995,55995,55995,55995,55863,55863,55863,55863
台中市,大甲區,74206,74206,74206,74206,74684,74684,74684,74684,74737,74737,74737,74737,75516,75516,75516,75516,76130,76130,76130,76130,76822,76822,76822,76822,77625,77625,77625,77625,77761,77761,77761,77761,77656,77656,77656,77656,77714,77714,77714,77714,77607,77607,77607,77607,75664,75664,75664,75664,75138,75138,75138,75138
台中市,清水區,90501,90501,90501,90501,89924,89924,89924,89924,88947,88947,88947,88947,88366,88366,88366,88366,88009,88009,88009,88009,87587,87587,87587,87587,86862,86862,86862,86862,86420,86420,86420,86420,86350,86350,86350,86350,86146,86146,86146,86146,85957,85957,85957,85957,64280,64280,64280,64280,64183,64183,64183,64183
台中市,沙鹿區,100152,100152,100152,100152,98805,98805,98805,98805,97002,97002,97002,97002,96039,96039,96039,96039,95226,95226,95226,95226,94755,94755,94755,94755,94079,94079,94079,94079,92645,92645,92645,92645,91338,91338,91338,91338,89592,89592,89592,89592,87742,87742,87742,87742,178870,178870,178870,178870,176594,176594,176594,176594
台中市,梧棲區,62701,62701,62701,62701,61019,61019,61019,61019,59848,59848,59848,59848,59517,59517,59517,59517,59273,59273,59273,59273,58921,58921,58921,58921,58218,58218,58218,58218,57993,57993,57993,57993,57645,57645,57645,57645,57108,57108,57108,57108,56643,56643,56643,56643,204846,204846,204846,204846,203239,203239,203239,203239
台中市,后里區,53309,53309,53309,53309,53653,53653,53653,53653,53667,53667,53667,53667,53961,53961,53961,53961,54343,54343,54343,54343,54666,54666,54666,54666,54775,54775,54775,54775,54482,54482,54482,54482,54332,54332,54332,54332,54344,54344,54344,54344,54106,54106,54106,54106,10589,10589,10589,10589,10556,10556,10556,10556
台中市,神岡區,64007,64007,64007,64007,64362,64362,64362,64362,64308,64308,64308,64308,64841,64841,64841,64841,65529,65529,65529,65529,65679,65679,65679,65679,65711,65711,65711,65711,65553,65553,65553,65553,65496,65496,65496,65496,65178,65178,65178,65178,64956,64956,64956,64956,1883208,1883208,1883208,1883208,1881645,1881645,1881645,1881645
台中市,潭子區,109415,109415,109415,109415,108979,108979,108979,108979,108639,108639,108639,108639,109270,109270,109270,109270,109309,109309,109309,109309,109324,109324,109324,109324,108952,108952,108952,108952,108288,108288,108288,108288,107530,107530,107530,107530,106557,106557,106557,106557,105165,105165,105165,105165,78521,78521,78521,78521,78475,78475,78475,78475
台中市,大雅區,95229,95229,95229,95229,95708,95708,95708,95708,95275,95275,95275,95275,95521,95521,95521,95521,95693,95693,95693,95693,95772,95772,95772,95772,95815,95815,95815,95815,95203,95203,95203,95203,94488,94488,94488,94488,93661,93661,93661,93661,92628,92628,92628,92628,26426,26426,26426,26426,26695,26695,26695,26695
台中市,新社區,22849,22849,22849,22849,23089,23089,23089,23089,23283,23283,23283,23283,23650,23650,23650,23650,24064,24064,24064,24064,24289,24289,24289,24289,24576,24576,24576,24576,24754,24754,24754,24754,24947,24947,24947,24947,25086,25086,25086,25086,25242,25242,25242,25242,30178,30178,30178,30178,30602,30602,30602,30602
台中市,石岡區,13877,13877,13877,13877,14093,14093,14093,14093,14154,14154,14154,14154,14419,14419,14419,14419,14670,14670,14670,14670,14758,14758,14758,14758,14956,14956,14956,14956,15066,15066,15066,15066,15174,15174,15174,15174,15295,15295,15295,15295,15405,15405,15405,15405,21932,21932,21932,21932,22160,22160,22160,22160
台中市,外埔區,30902,30902,30902,30902,31163,31163,31163,31163,31264,31264,31264,31264,31564,31564,31564,31564,31940,31940,31940,31940,32224,32224,32224,32224,32230,32230,32230,32230,32185,32185,32185,32185,32034,32034,32034,32034,31899,31899,31899,31899,31800,31800,31800,31800,24910,24910,24910,24910,25280,25280,25280,25280
台中市,大安區,17793,17793,17793,17793,18073,18073,18073,18073,18230,18230,18230,18230,18485,18485,18485,18485,18864,18864,18864,18864,19111,19111,19111,19111,19267,19267,19267,19267,19303,19303,19303,19303,19409,19409,19409,19409,19542,19542,19542,19542,19654,19654,19654,19654,22195,22195,22195,22195,22529,22529,22529,22529
台中市,烏日區,81284,81284,81284,81284,80194,80194,80194,80194,78122,78122,78122,78122,77245,77245,77245,77245,76494,76494,76494,76494,75610,75610,75610,75610,75372,75372,75372,75372,74554,74554,74554,74554,73647,73647,73647,73647,72514,72514,72514,72514,71520,71520,71520,71520,45230,45230,45230,45230,45377,45377,45377,45377
台中市,大肚區,55708,55708,55708,55708,55955,55955,55955,55955,56129,56129,56129,56129,56458,56458,56458,56458,56777,56777,56777,56777,57085,57085,57085,57085,57324,57324,57324,57324,57322,57322,57322,57322,57207,57207,57207,57207,56627,56627,56627,56627,56364,56364,56364,56364,25333,25333,25333,25333,25612,25612,25612,25612
台中市,龍井區,79030,79030,79030,79030,78413,78413,78413,78413,77887,77887,77887,77887,77976,77976,77976,77976,78095,78095,78095,78095,78027,78027,78027,78027,77998,77998,77998,77998,77818,77818,77818,77818,77236,77236,77236,77236,76666,76666,76666,76666,76164,76164,76164,76164,23151,23151,23151,23151,23346,23346,23346,23346
台中市,霧峰區,63342,63342,63342,63342,63822,63822,63822,63822,64091,64091,64091,64091,64602,64602,64602,64602,65094,65094,65094,65094,65419,65419,65419,65419,65619,65619,65619,65619,65393,65393,65393,65393,64898,64898,64898,64898,64657,64657,64657,64657,64496,64496,64496,64496,21823,21823,21823,21823,21912,21912,21912,21912
台中市,太平區,200007,200007,200007,200007,198212,198212,198212,198212,196011,196011,196011,196011,195613,195613,195613,195613,194970,194970,194970,194970,193729,193729,193729,193729,191752,191752,191752,191752,189066,189066,189066,189066,186271,186271,186271,186271,183923,183923,183923,183923,181537,181537,181537,181537,10408,10408,10408,10408,10537,10537,10537,10537
台中市,大里區,212166,212166,212166,212166,212511,212511,212511,212511,211469,211469,211469,211469,212253,212253,212253,212253,213117,213117,213117,213117,212711,212711,212711,212711,212104,212104,212104,212104,211492,211492,211492,211492,210285,210285,210285,210285,208406,208406,208406,208406,206318,206318,206318,206318,59372,59372,59372,59372,59289,59289,59289,59289
台中市,和平區,10656,10656,10656,10656,10794,10794,10794,10794,10919,10919,10919,10919,10870,10870,10870,10870,10809,10809,10809,10809,10902,10902,10902,10902,11015,11015,11015,11015,10949,10949,10949,10949,10795,10795,10795,10795,10726,10726,10726,10726,10825,10825,10825,10825,27167,27167,27167,27167,27414,27414,27414,27414
台南市,台南市,1858651,1858651,1858651,1858651,1859946,1859946,1859946,1859946,1852997,1852997,1852997,1852997,1862059,1862059,1862059,1862059,1874917,1874917,1874917,1874917,1880906,1880906,1880906,1880906,1883831,1883831,1883831,1883831,1886522,1886522,1886522,1886522,1886033,1886033,1886033,1886033,1885541,1885541,1885541,1885541,1884284,1884284,1884284,1884284,24914,24914,24914,24914,25034,25034,25034,25034
台南市,新營區,74782,74782,74782,74782,74921,74921,74921,74921,74908,74908,74908,74908,75506,75506,75506,75506,76331,76331,76331,76331,76969,76969,76969,76969,77617,77617,77617,77617,77966,77966,77966,77966,78101,78101,78101,78101,78165,78165,78165,78165,78231,78231,78231,78231,23871,23871,23871,23871,24225,24225,24225,24225
台南市,鹽水區,23969,23969,23969,23969,24251,24251,24251,24251,24452,24452,24452,24452,24777,24777,24777,24777,25001,25001,25001,25001,25223,25223,25223,25223,25395,25395,25395,25395,25583,25583,25583,25583,25871,25871,25871,25871,26085,26085,26085,26085,26322,26322,26322,26322,20808,20808,20808,20808,21005,21005,21005,21005
台南市,白河區,25393,25393,25393,25393,25862,25862,25862,25862,26203,26203,26203,26203,26693,26693,26693,26693,27245,27245,27245,27245,27688,27688,27688,27688,28105,28105,28105,28105,28520,28520,28520,28520,28819,28819,28819,28819,29271,29271,29271,29271,29731,29731,29731,29731,11876,11876,11876,11876,12083,12083,12083,12083
台南市,柳營區,20007,20007,20007,20007,20306,20306,20306,20306,20407,20407,20407,20407,20618,20618,20618,20618,20826,20826,20826,20826,21068,21068,21068,21068,21205,21205,21205,21205,21365,21365,21365,21365,21520,21520,21520,21520,21629,21629,21629,21629,21828,21828,21828,21828,43836,43836,43836,43836,43940,43940,43940,43940
台南市,後壁區,21292,21292,21292,21292,21616,21616,21616,21616,21891,21891,21891,21891,22322,22322,22322,22322,22755,22755,22755,22755,23001,23001,23001,23001,23346,23346,23346,23346,23718,23718,23718,23718,24066,24066,24066,24066,24329,24329,24329,24329,24589,24589,24589,24589,45167,45167,45167,45167,44619,44619,44619,44619
台南市,東山區,18836,18836,18836,18836,19156,19156,19156,19156,19366,19366,19366,19366,19788,19788,19788,19788,20152,20152,20152,20152,20449,20449,20449,20449,20788,20788,20788,20788,21049,21049,21049,21049,21320,21320,21320,21320,21603,21603,21603,21603,21920,21920,21920,21920,35336,35336,35336,35336,35187,35187,35187,35187
台南市,麻豆區,43036,43036,43036,43036,43056,43056,43056,43056,42933,42933,42933,42933,43373,43373,43373,43373,43713,43713,43713,43713,43993,43993,43993,43993,44260,44260,44260,44260,44603,44603,44603,44603,44812,44812,44812,44812,44987,44987,44987,44987,45067,45067,45067,45067,30215,30215,30215,30215,30298,30298,30298,30298
台南市,下營區,22077,22077,22077,22077,22420,22420,22420,22420,22635,22635,22635,22635,23062,23062,23062,23062,23452,23452,23452,23452,23686,23686,23686,23686,23916,23916,23916,23916,24239,24239,24239,24239,24508,24508,24508,24508,24786,24786,24786,24786,25068,25068,25068,25068,7570,7570,7570,7570,7696,7696,7696,7696
台南市,六甲區,21110,21110,21110,21110,21189,21189,21189,21189,21342,21342,21342,21342,21488,21488,21488,21488,21668,21668,21668,21668,21886,21886,21886,21886,22148,22148,22148,22148,22275,22275,22275,22275,22406,22406,22406,22406,22586,22586,22586,22586,22832,22832,22832,22832,14821,14821,14821,14821,15058,15058,15058,15058
台南市,官田區,20669,20669,20669,20669,20835,20835,20835,20835,20849,20849,20849,20849,21035,21035,21035,21035,21212,21212,21212,21212,21371,21371,21371,21371,21314,21314,21314,21314,21448,21448,21448,21448,21535,21535,21535,21535,21685,21685,21685,21685,21706,21706,21706,21706,10186,10186,10186,10186,10272,10272,10272,10272
台南市,大內區,8588,8588,8588,8588,8728,8728,8728,8728,8847,8847,8847,8847,9048,9048,9048,9048,9200,9200,9200,9200,9391,9391,9391,9391,9605,9605,9605,9605,9761,9761,9761,9761,9962,9962,9962,9962,10054,10054,10054,10054,10248,10248,10248,10248,8894,8894,8894,8894,8814,8814,8814,8814
台南市,佳里區,58470,58470,58470,58470,58232,58232,58232,58232,58063,58063,58063,58063,58482,58482,58482,58482,58785,58785,58785,58785,59089,59089,59089,59089,59083,59083,59083,59083,59380,59380,59380,59380,59458,59458,59458,59458,59555,59555,59555,59555,59533,59533,59533,59533,5211,5211,5211,5211,5294,5294,5294,5294
台南市,學甲區,24537,24537,24537,24537,24672,24672,24672,24672,24749,24749,24749,24749,24981,24981,24981,24981,25293,25293,25293,25293,25501,25501,25501,25501,25665,25665,25665,25665,26078,26078,26078,26078,26377,26377,26377,26377,26652,26652,26652,26652,26949,26949,26949,26949,72444,72444,72444,72444,71270,71270,71270,71270
台南市,西港區,25004,25004,25004,25004,24990,24990,24990,24990,24713,24713,24713,24713,24495,24495,24495,24495,24522,24522,24522,24522,24554,24554,24554,24554,24690,24690,24690,24690,24758,24758,24758,24758,24870,24870,24870,24870,24921,24921,24921,24921,24896,24896,24896,24896,67101,67101,67101,67101,66655,66655,66655,66655
台南市,七股區,20760,20760,20760,20760,21210,21210,21210,21210,21439,21439,21439,21439,21757,21757,21757,21757,22142,22142,22142,22142,22299,22299,22299,22299,22732,22732,22732,22732,22974,22974,22974,22974,23172,23172,23172,23172,23365,23365,23365,23365,23608,23608,23608,23608,35105,35105,35105,35105,35353,35353,35353,35353
台南市,將軍區,18070,18070,18070,18070,18255,18255,18255,18255,18618,18618,18618,18618,18843,18843,18843,18843,19073,19073,19073,19073,19353,19353,19353,19353,19664,19664,19664,19664,19849,19849,19849,19849,20051,20051,20051,20051,20309,20309,20309,20309,20568,20568,20568,20568,4310,4310,4310,4310,4325,4325,4325,4325
台南市,北門區,9712,9712,9712,9712,9994,9994,9994,9994,10183,10183,10183,10183,10397,10397,10397,10397,10601,10601,10601,10601,10830,10830,10830,10830,11051,11051,11051,11051,11188,11188,11188,11188,11333,11333,11333,11333,11527,11527,11527,11527,11691,11691,11691,11691,226875,226875,226875,226875,224303,224303,224303,224303
台南市,新化區,42292,42292,42292,42292,42793,42793,42793,42793,42467,42467,42467,42467,42809,42809,42809,42809,43317,43317,43317,43317,43254,43254,43254,43254,43456,43456,43456,43456,43630,43630,43630,43630,43727,43727,43727,43727,43828,43828,43828,43828,43782,43782,43782,43782,191576,191576,191576,191576,192972,192972,192972,192972
台南市,善化區,53300,53300,53300,53300,52444,52444,52444,52444,51842,51842,51842,51842,51265,51265,51265,51265,50814,50814,50814,50814,50018,50018,50018,50018,48968,48968,48968,48968,48386,48386,48386,48386,47660,47660,47660,47660,46933,46933,46933,46933,46100,46100,46100,46100,125611,125611,125611,125611,126018,126018,126018,126018
台南市,新市區,37913,37913,37913,37913,37624,37624,37624,37624,37482,37482,37482,37482,37546,37546,37546,37546,37660,37660,37660,37660,37269,37269,37269,37269,36898,36898,36898,36898,36574,36574,36574,36574,36268,36268,36268,36268,35853,35853,35853,35853,35482,35482,35482,35482,132336,132336,132336,132336,132233,132233,132233,132233
台南市,安定區,29842,29842,29842,29842,29926,29926,29926,29926,29904,29904,29904,29904,30105,30105,30105,30105,30374,30374,30374,30374,30413,30413,30413,30413,30483,30483,30483,30483,30564,30564,30564,30564,30447,30447,30447,30447,30331,30331,30331,30331,30298,30298,30298,30298,185412,185412,185412,185412,182749,182749,182749,182749
台南市,山上區,6916,6916,6916,6916,7018,7018,7018,7018,6976,6976,6976,6976,6996,6996,6996,6996,7128,7128,7128,7128,7199,7199,7199,7199,7317,7317,7317,7317,7314,7314,7314,7314,7359,7359,7359,7359,7437,7437,7437,7437,7500,7500,7500,7500,64589,64589,64589,64589,64348,64348,64348,64348
台南市,玉井區,12830,12830,12830,12830,13043,13043,13043,13043,13118,13118,13118,13118,13342,13342,13342,13342,13602,13602,13602,13602,13769,13769,13769,13769,13997,13997,13997,13997,14151,14151,14151,14151,14281,14281,14281,14281,14388,14388,14388,14388,14561,14561,14561,14561,78498,78498,78498,78498,78666,78666,78666,78666
台南市,楠西區,8532,8532,8532,8532,8708,8708,8708,8708,8870,8870,8870,8870,9031,9031,9031,9031,9178,9178,9178,9178,9319,9319,9319,9319,9537,9537,9537,9537,9717,9717,9717,9717,9898,9898,9898,9898,10032,10032,10032,10032,10116,10116,10116,10116,2779877,2779877,2779877,2779877,2778659,2778659,2778659,2778659
台南市,南化區,7786,7786,7786,7786,7996,7996,7996,7996,8114,8114,8114,8114,8264,8264,8264,8264,8398,8398,8398,8398,8583,8583,8583,8583,8724,8724,8724,8724,8787,8787,8787,8787,8838,8838,8838,8838,8893,8893,8893,8893,9001,9001,9001,9001,25847,25847,25847,25847,26222,26222,26222,26222
台南市,左鎮區,4124,4124,4124,4124,4231,4231,4231,4231,4366,4366,4366,4366,4428,4428,4428,4428,4569,4569,4569,4569,4676,4676,4676,4676,4781,4781,4781,4781,4876,4876,4876,4876,4980,4980,4980,4980,5071,5071,5071,5071,5181,5181,5181,5181,135102,135102,135102,135102,133964,133964,133964,133964
台南市,仁德區,77574,77574,77574,77574,77312,77312,77312,77312,76896,76896,76896,76896,76497,76497,76497,76497,76385,76385,76385,76385,76094,76094,76094,76094,75878,75878,75878,75878,75518,75518,75518,75518,74637,74637,74637,74637,73887,73887,73887,73887,73099,73099,73099,73099,195436,195436,195436,195436,194815,194815,194815,194815
台南市,歸仁區,69818,69818,69818,69818,68726,68726,68726,68726,68044,68044,68044,68044,68001,68001,68001,68001,68164,68164,68164,68164,68135,68135,68135,68135,68403,68403,68403,68403,68424,68424,68424,68424,68170,68170,68170,68170,67906,67906,67906,67906,67504,67504,67504,67504,177579,177579,177579,177579,175798,175798,175798,175798
台南市,關廟區,33048,33048,33048,33048,33270,33270,33270,33270,33424,33424,33424,33424,33860,33860,33860,33860,33941,33941,33941,33941,34202,34202,34202,34202,34353,34353,34353,34353,34433,34433,34433,34433,34601,34601,34601,34601,34719,34719,34719,34719,34865,34865,34865,34865,348488,348488,348488,348488,349710,349710,349710,349710
台南市,龍崎區,3352,3352,3352,3352,3476,3476,3476,3476,3601,3601,3601,3601,3668,3668,3668,3668,3768,3768,3768,3768,3900,3900,3900,3900,3995,3995,3995,3995,4038,4038,4038,4038,4107,4107,4107,4107,4196,4196,4196,4196,4292,4292,4292,4292,53170,53170,53170,53170,53749,53749,53749,53749
台南市,永康區,235623,235623,235623,235623,234953,234953,234953,234953,234130,234130,234130,234130,234624,234624,234624,234624,235415,235415,235415,235415,235699,235699,235699,235699,234891,234891,234891,234891,233905,233905,233905,233905,232210,232210,232210,232210,230806,230806,230806,230806,228651,228651,228651,228651,28038,28038,28038,28038,28250,28250,28250,28250
台南市,東區,181962,181962,181962,181962,182034,182034,182034,182034,180511,180511,180511,180511,182489,182489,182489,182489,184958,184958,184958,184958,186009,186009,186009,186009,186250,186250,186250,186250,186841,186841,186841,186841,187834,187834,187834,187834,188865,188865,188865,188865,190233,190233,190233,190233,177716,177716,177716,177716,179512,179512,179512,179512
台南市,南區,120323,120323,120323,120323,121189,121189,121189,121189,121035,121035,121035,121035,122345,122345,122345,122345,123789,123789,123789,123789,124696,124696,124696,124696,124824,124824,124824,124824,125394,125394,125394,125394,125768,125768,125768,125768,125738,125738,125738,125738,125691,125691,125691,125691,194835,194835,194835,194835,196246,196246,196246,196246
台南市,北區,125821,125821,125821,125821,126575,126575,126575,126575,126068,126068,126068,126068,127913,127913,127913,127913,130094,130094,130094,130094,131480,131480,131480,131480,132112,132112,132112,132112,132726,132726,132726,132726,133091,133091,133091,133091,132651,132651,132651,132651,132558,132558,132558,132558,29040,29040,29040,29040,29468,29468,29468,29468
台南市,安南區,203838,203838,203838,203838,201824,201824,201824,201824,199118,199118,199118,199118,197061,197061,197061,197061,195623,195623,195623,195623,194228,194228,194228,194228,193438,193438,193438,193438,192224,192224,192224,192224,191196,191196,191196,191196,189620,189620,189620,189620,187775,187775,187775,187775,156115,156115,156115,156115,155779,155779,155779,155779
台南市,安平區,70321,70321,70321,70321,69015,69015,69015,69015,68025,68025,68025,68025,67446,67446,67446,67446,67213,67213,67213,67213,67119,67119,67119,67119,66775,66775,66775,66775,66496,66496,66496,66496,65813,65813,65813,65813,65380,65380,65380,65380,64898,64898,64898,64898,352574,352574,352574,352574,349816,349816,349816,349816
台南市,中西區,77124,77124,77124,77124,78096,78096,78096,78096,77408,77408,77408,77408,77704,77704,77704,77704,78556,78556,78556,78556,78493,78493,78493,78493,78167,78167,78167,78167,77770,77770,77770,77770,76967,76967,76967,76967,77498,77498,77498,77498,77910,77910,77910,77910,70436,70436,70436,70436,70383,70383,70383,70383
高雄市,高雄市,2731412,2731412,2731412,2731412,2737941,2737941,2737941,2737941,2728137,2728137,2728137,2728137,2744691,2744691,2744691,2744691,2765932,2765932,2765932,2765932,2773198,2773198,2773198,2773198,2773533,2773533,2773533,2773533,2776912,2776912,2776912,2776912,2779371,2779371,2779371,2779371,2778918,2778918,2778918,2778918,2778992,2778992,2778992,2778992,110449,110449,110449,110449,109780,109780,109780,109780
高雄市,鹽埕區,22275,22275,22275,22275,22539,22539,22539,22539,22481,22481,22481,22481,22912,22912,22912,22912,23553,23553,23553,23553,23889,23889,23889,23889,24059,24059,24059,24059,24219,24219,24219,24219,24659,24659,24659,24659,25032,25032,25032,25032,25400,25400,25400,25400,43418,43418,43418,43418,43429,43429,43429,43429
高雄市,鼓山區,141277,141277,141277,141277,140701,140701,140701,140701,139590,139590,139590,139590,140410,140410,140410,140410,141488,141488,141488,141488,141055,141055,141055,141055,140133,140133,140133,140133,139259,139259,139259,139259,138099,138099,138099,138099,136665,136665,136665,136665,135667,135667,135667,135667,34097,34097,34097,34097,33766,33766,33766,33766
高雄市,左營區,197784,197784,197784,197784,197276,197276,197276,197276,195296,195296,195296,195296,196314,196314,196314,196314,197306,197306,197306,197306,197728,197728,197728,197728,196872,196872,196872,196872,197072,197072,197072,197072,196936,196936,196936,196936,196244,196244,196244,196244,195643,195643,195643,195643,79392,79392,79392,79392,77371,77371,77371,77371
高雄市,楠梓區,194404,194404,194404,194404,193139,193139,193139,193139,191313,191313,191313,191313,190149,190149,190149,190149,189426,189426,189426,189426,187999,187999,187999,187999,185687,185687,185687,185687,183751,183751,183751,183751,181845,181845,181845,181845,179931,179931,179931,179931,178532,178532,178532,178532,43781,43781,43781,43781,43696,43696,43696,43696
高雄市,三民區,330287,330287,330287,330287,331995,331995,331995,331995,330419,330419,330419,330419,333038,333038,333038,333038,336868,336868,336868,336868,339269,339269,339269,339269,340913,340913,340913,340913,343243,343243,343243,343243,344888,344888,344888,344888,346169,346169,346169,346169,347619,347619,347619,347619,97800,97800,97800,97800,97587,97587,97587,97587
高雄市,新興區,49573,49573,49573,49573,49598,49598,49598,49598,49068,49068,49068,49068,49383,49383,49383,49383,50490,50490,50490,50490,51014,51014,51014,51014,51032,51032,51032,51032,51153,51153,51153,51153,51431,51431,51431,51431,51955,51955,51955,51955,52534,52534,52534,52534,37010,37010,37010,37010,36962,36962,36962,36962
高雄市,前金區,27199,27199,27199,27199,27098,27098,27098,27098,26633,26633,26633,26633,26416,26416,26416,26416,26668,26668,26668,26668,26879,26879,26879,26879,26831,26831,26831,26831,26991,26991,26991,26991,27151,27151,27151,27151,27388,27388,27388,27388,27832,27832,27832,27832,30542,30542,30542,30542,30758,30758,30758,30758
高雄市,苓雅區,163295,163295,163295,163295,163838,163838,163838,163838,162642,162642,162642,162642,164572,164572,164572,164572,167280,167280,167280,167280,168825,168825,168825,168825,169648,169648,169648,169648,171033,171033,171033,171033,172895,172895,172895,172895,174515,174515,174515,174515,175854,175854,175854,175854,7732,7732,7732,7732,7852,7852,7852,7852
高雄市,前鎮區,178290,178290,178290,178290,179854,179854,179854,179854,180282,180282,180282,180282,182805,182805,182805,182805,185828,185828,185828,185828,187524,187524,187524,187524,188340,188340,188340,188340,189839,189839,189839,189839,191262,191262,191262,191262,192593,192593,192593,192593,193952,193952,193952,193952,29795,29795,29795,29795,30033,30033,30033,30033
高雄市,旗津區,25587,25587,25587,25587,26220,26220,26220,26220,26671,26671,26671,26671,27204,27204,27204,27204,27785,27785,27785,27785,28129,28129,28129,28129,28506,28506,28506,28506,28763,28763,28763,28763,28898,28898,28898,28898,29008,29008,29008,29008,28958,28958,28958,28958,53036,53036,53036,53036,53145,53145,53145,53145
高雄市,小港區,154354,154354,154354,154354,155009,155009,155009,155009,154808,154808,154808,154808,156035,156035,156035,156035,157356,157356,157356,157356,157793,157793,157793,157793,157742,157742,157742,157742,157475,157475,157475,157475,157023,157023,157023,157023,156256,156256,156256,156256,156171,156171,156171,156171,29203,29203,29203,29203,29120,29120,29120,29120
高雄市,鳳山區,355175,355175,355175,355175,356536,356536,356536,356536,356016,356016,356016,356016,357946,357946,357946,357946,359576,359576,359576,359576,359882,359882,359882,359882,359519,359519,359519,359519,359120,359120,359120,359120,357768,357768,357768,357768,356320,356320,356320,356320,354093,354093,354093,354093,30868,30868,30868,30868,30999,30999,30999,30999
高雄市,林園區,67903,67903,67903,67903,68216,68216,68216,68216,68429,68429,68429,68429,68893,68893,68893,68893,69478,69478,69478,69478,69604,69604,69604,69604,69870,69870,69870,69870,69990,69990,69990,69990,70201,70201,70201,70201,70401,70401,70401,70401,70476,70476,70476,70476,14138,14138,14138,14138,14129,14129,14129,14129
高雄市,大寮區,112213,112213,112213,112213,111986,111986,111986,111986,111514,111514,111514,111514,111933,111933,111933,111933,112265,112265,112265,112265,112259,112259,112259,112259,112421,112421,112421,112421,112397,112397,112397,112397,112258,112258,112258,112258,111663,111663,111663,111663,111191,111191,111191,111191,19920,19920,19920,19920,20123,20123,20123,20123
高雄市,大樹區,40163,40163,40163,40163,40432,40432,40432,40432,40732,40732,40732,40732,41257,41257,41257,41257,41764,41764,41764,41764,42142,42142,42142,42142,42390,42390,42390,42390,42757,42757,42757,42757,43067,43067,43067,43067,43161,43161,43161,43161,43190,43190,43190,43190,36381,36381,36381,36381,36519,36519,36519,36519
高雄市,大社區,33754,33754,33754,33754,33729,33729,33729,33729,33670,33670,33670,33670,34050,34050,34050,34050,34324,34324,34324,34324,34410,34410,34410,34410,34604,34604,34604,34604,34577,34577,34577,34577,34615,34615,34615,34615,34566,34566,34566,34566,34455,34455,34455,34455,38563,38563,38563,38563,39038,39038,39038,39038
高雄市,仁武區,98956,98956,98956,98956,97337,97337,97337,97337,95089,95089,95089,95089,93581,93581,93581,93581,91893,91893,91893,91893,89595,89595,89595,89595,87694,87694,87694,87694,85894,85894,85894,85894,84122,84122,84122,84122,82614,82614,82614,82614,80994,80994,80994,80994,41668,41668,41668,41668,42157,42157,42157,42157
高雄市,鳥松區,44233,44233,44233,44233,44373,44373,44373,44373,44168,44168,44168,44168,44393,44393,44393,44393,44938,44938,44938,44938,44960,44960,44960,44960,44469,44469,44469,44469,44291,44291,44291,44291,44265,44265,44265,44265,43965,43965,43965,43965,43735,43735,43735,43735,13943,13943,13943,13943,14203,14203,14203,14203
高雄市,岡山區,95176,95176,95176,95176,95574,95574,95574,95574,95349,95349,95349,95349,95922,95922,95922,95922,96841,96841,96841,96841,97127,97127,97127,97127,97103,97103,97103,97103,97329,97329,97329,97329,97643,97643,97643,97643,97827,97827,97827,97827,97751,97751,97751,97751,6444,6444,6444,6444,6625,6625,6625,6625
